topic_id,start_segment_id
Bed008.topic.1,Bed008.segment.1
Bed008.topic.2,Bed008.segment.3
Bed008.topic.3,Bed008.segment.67
Bed008.topic.4,Bed008.segment.112
Bed008.topic.5,Bed008.segment.175
Bed008.topic.6,Bed008.segment.315
Bed008.topic.7,Bed008.segment.473
Bed008.topic.8,Bed008.segment.666
Bed008.topic.9,Bed008.segment.893
Bed008.topic.10,Bed008.segment.972
Bed008.topic.12,"Bed008.segment.1,034"
Bed008.topic.13,"Bed008.segment.1,213"
Bed008.topic.11,"Bed008.segment.1,267"
Bed008.topic.14,"Bed008.segment.1,327"
Bed008.topic.15,"Bed008.segment.1,427"
Bed008.topic.16,"Bed008.segment.1,487"
Bed008.topic.17,"Bed008.segment.1,620"
Bed008.topic.18,"Bed008.segment.1,675"
Bed008.topic.19,"Bed008.segment.1,724"
Bed008.topic.20,"Bed008.segment.1,800"
