topic_id,start_segment_id
Bed015.topic.1,Bed015.segment.1
Bed015.topic.2,Bed015.segment.25
Bed015.topic.3,Bed015.segment.67
Bed015.topic.4,Bed015.segment.166
Bed015.topic.5,Bed015.segment.187
Bed015.topic.6,Bed015.segment.262
Bed015.topic.7,Bed015.segment.299
Bed015.topic.8,Bed015.segment.336
Bed015.topic.9,Bed015.segment.406
Bed015.topic.13,Bed015.segment.599
Bed015.topic.14,Bed015.segment.655
Bed015.topic.15,Bed015.segment.738
Bed015.topic.16,Bed015.segment.851
Bed015.topic.17,Bed015.segment.872
Bed015.topic.18,Bed015.segment.899
Bed015.topic.19,Bed015.segment.973
Bed015.topic.20,"Bed015.segment.1,014"
Bed015.topic.21,"Bed015.segment.1,029"
Bed015.topic.22,"Bed015.segment.1,103"
Bed015.topic.23,"Bed015.segment.1,153"
Bed015.topic.24,"Bed015.segment.1,212"
Bed015.topic.25,"Bed015.segment.1,252"
Bed015.topic.26,"Bed015.segment.1,288"
Bed015.topic.28,"Bed015.segment.1,416"
Bed015.topic.29,"Bed015.segment.1,514"
Bed015.topic.30,"Bed015.segment.1,530"
Bed015.topic.31,"Bed015.segment.1,571"
Bed015.topic.32,"Bed015.segment.1,662"
Bed015.topic.33,"Bed015.segment.1,723"
Bed015.topic.34,"Bed015.segment.1,751"
Bed015.topic.36,"Bed015.segment.1,790"
Bed015.topic.37,"Bed015.segment.1,826"
Bed015.topic.38,"Bed015.segment.1,883"
