topic_id,start_segment_id
Bed003.topic.1,Bed003.segment.1
Bed003.topic.22,Bed003.segment.68
Bed003.topic.23,Bed003.segment.153
Bed003.topic.24,Bed003.segment.201
Bed003.topic.25,Bed003.segment.236
Bed003.topic.26,Bed003.segment.301
Bed003.topic.27,Bed003.segment.402
Bed003.topic.28,Bed003.segment.544
Bed003.topic.29,Bed003.segment.675
Bed003.topic.30,Bed003.segment.753
Bed003.topic.31,Bed003.segment.883
Bed003.topic.32,Bed003.segment.940
Bed003.topic.33,"Bed003.segment.1,160"
Bed003.topic.34,"Bed003.segment.1,246"
Bed003.topic.35,"Bed003.segment.1,319"
Bed003.topic.36,"Bed003.segment.1,386"
Bed003.topic.37,"Bed003.segment.1,432"
Bed003.topic.38,"Bed003.segment.1,526"
Bed003.topic.40,"Bed003.segment.1,557"
Bed003.topic.41,"Bed003.segment.1,582"
Bed003.topic.42,"Bed003.segment.1,691"
Bed003.topic.43,"Bed003.segment.1,772"
Bed003.topic.44,"Bed003.segment.1,886"
