topic_id,start_segment_id
Bro021.topic.1,Bro021.segment.2
Bro021.topic.2,Bro021.segment.36
Bro021.topic.3,Bro021.segment.39
Bro021.topic.4,Bro021.segment.70
Bro021.topic.5,Bro021.segment.203
Bro021.topic.6,Bro021.segment.360
Bro021.topic.7,Bro021.segment.503
Bro021.topic.8,Bro021.segment.579
Bro021.topic.9,Bro021.segment.625
Bro021.topic.10,Bro021.segment.675
Bro021.topic.11,Bro021.segment.702
Bro021.topic.12,Bro021.segment.778
Bro021.topic.13,Bro021.segment.819
Bro021.topic.14,Bro021.segment.867
Bro021.topic.15,"Bro021.segment.1,420"
Bro021.topic.16,"Bro021.segment.1,440"
