topic_id,start_segment_id
Bro019.topic.13,Bro019.segment.1
Bro019.topic.14,Bro019.segment.61
Bro019.topic.10,Bro019.segment.78
Bro019.topic.11,Bro019.segment.83
Bro019.topic.12,Bro019.segment.135
Bro019.topic.9,Bro019.segment.254
Bro019.topic.16,Bro019.segment.287
Bro019.topic.17,Bro019.segment.341
Bro019.topic.22,Bro019.segment.483
Bro019.topic.21,Bro019.segment.722
Bro019.topic.19,Bro019.segment.806
Bro019.topic.20,Bro019.segment.892
Bro019.topic.18,Bro019.segment.961
Bro019.topic.6,"Bro019.segment.1,041"
Bro019.topic.24,"Bro019.segment.1,091"
Bro019.topic.5,"Bro019.segment.1,264"
Bro019.topic.4,"Bro019.segment.1,296"
Bro019.topic.3,"Bro019.segment.1,358"
Bro019.topic.1,"Bro019.segment.1,461"
Bro019.topic.2,"Bro019.segment.1,475"
