topic_id,start_segment_id
Bro014.topic.2,Bro014.segment.1
Bro014.topic.4,Bro014.segment.54
Bro014.topic.5,Bro014.segment.136
Bro014.topic.6,Bro014.segment.160
Bro014.topic.7,Bro014.segment.202
Bro014.topic.8,Bro014.segment.223
Bro014.topic.9,Bro014.segment.475
Bro014.topic.11,Bro014.segment.625
Bro014.topic.12,Bro014.segment.655
Bro014.topic.16,"Bro014.segment.1,304"
Bro014.topic.17,"Bro014.segment.1,333"
Bro014.topic.18,"Bro014.segment.1,382"
Bro014.topic.19,"Bro014.segment.1,437"
Bro014.topic.20,"Bro014.segment.1,484"
Bro014.topic.21,"Bro014.segment.1,494"
