topic_id,start_segment_id
Bmr029.topic.18,Bmr029.segment.1
Bmr029.topic.19,Bmr029.segment.22
Bmr029.topic.1,Bmr029.segment.198
Bmr029.topic.2,Bmr029.segment.278
Bmr029.topic.3,Bmr029.segment.418
Bmr029.topic.4,Bmr029.segment.536
Bmr029.topic.5,Bmr029.segment.634
Bmr029.topic.6,Bmr029.segment.719
Bmr029.topic.7,Bmr029.segment.769
Bmr029.topic.8,Bmr029.segment.825
Bmr029.topic.9,Bmr029.segment.862
Bmr029.topic.10,Bmr029.segment.945
Bmr029.topic.11,"Bmr029.segment.1,004"
Bmr029.topic.12,"Bmr029.segment.1,022"
Bmr029.topic.13,"Bmr029.segment.1,078"
Bmr029.topic.14,"Bmr029.segment.1,172"
Bmr029.topic.15,"Bmr029.segment.1,247"
Bmr029.topic.16,"Bmr029.segment.1,252"
