topic_id,start_segment_id
Bmr011.topic.1,Bmr011.segment.1
Bmr011.topic.2,Bmr011.segment.15
Bmr011.topic.3,Bmr011.segment.88
Bmr011.topic.4,Bmr011.segment.278
Bmr011.topic.5,Bmr011.segment.328
Bmr011.topic.6,Bmr011.segment.358
Bmr011.topic.7,Bmr011.segment.429
Bmr011.topic.8,Bmr011.segment.682
Bmr011.topic.9,Bmr011.segment.726
Bmr011.topic.10,Bmr011.segment.769
Bmr011.topic.11,Bmr011.segment.802
Bmr011.topic.12,Bmr011.segment.855
Bmr011.topic.15,"Bmr011.segment.1,019"
Bmr011.topic.16,"Bmr011.segment.1,140"
Bmr011.topic.17,"Bmr011.segment.1,168"
Bmr011.topic.18,"Bmr011.segment.1,261"
Bmr011.topic.19,"Bmr011.segment.1,348"
Bmr011.topic.20,"Bmr011.segment.1,379"
Bmr011.topic.22,"Bmr011.segment.1,642"
Bmr011.topic.23,"Bmr011.segment.1,682"
Bmr011.topic.24,"Bmr011.segment.1,698"
Bmr011.topic.25,"Bmr011.segment.1,748"
Bmr011.topic.26,"Bmr011.segment.1,839"
Bmr011.topic.27,"Bmr011.segment.1,854"
