topic_id,start_segment_id
Bro008.topic.1,Bro008.segment.1
Bro008.topic.2,Bro008.segment.6
Bro008.topic.3,Bro008.segment.15
Bro008.topic.4,Bro008.segment.54
Bro008.topic.5,Bro008.segment.137
Bro008.topic.6,Bro008.segment.156
Bro008.topic.7,Bro008.segment.197
Bro008.topic.9,Bro008.segment.244
Bro008.topic.10,Bro008.segment.269
Bro008.topic.11,Bro008.segment.281
Bro008.topic.12,Bro008.segment.361
Bro008.topic.13,Bro008.segment.403
Bro008.topic.14,Bro008.segment.448
Bro008.topic.16,Bro008.segment.498
