topic_id,start_segment_id
Bro022.topic.1,Bro022.segment.1
Bro022.topic.2,Bro022.segment.52
Bro022.topic.3,Bro022.segment.141
Bro022.topic.4,Bro022.segment.167
Bro022.topic.5,Bro022.segment.208
Bro022.topic.6,Bro022.segment.242
Bro022.topic.7,Bro022.segment.332
Bro022.topic.8,Bro022.segment.375
Bro022.topic.9,Bro022.segment.418
Bro022.topic.10,Bro022.segment.487
Bro022.topic.11,Bro022.segment.496
Bro022.topic.12,Bro022.segment.551
Bro022.topic.13,Bro022.segment.615
Bro022.topic.14,Bro022.segment.675
Bro022.topic.15,Bro022.segment.866
Bro022.topic.16,Bro022.segment.925
Bro022.topic.17,"Bro022.segment.1,030"
Bro022.topic.18,"Bro022.segment.1,121"
Bro022.topic.19,"Bro022.segment.1,126"
