topic_id,start_segment_id
Bed012.topic.1,Bed012.segment.1
Bed012.topic.3,Bed012.segment.26
Bed012.topic.4,Bed012.segment.115
Bed012.topic.5,Bed012.segment.232
Bed012.topic.6,Bed012.segment.334
Bed012.topic.7,Bed012.segment.382
Bed012.topic.8,Bed012.segment.399
Bed012.topic.9,Bed012.segment.446
Bed012.topic.10,Bed012.segment.475
Bed012.topic.11,Bed012.segment.541
Bed012.topic.12,Bed012.segment.625
Bed012.topic.13,Bed012.segment.750
Bed012.topic.14,Bed012.segment.786
Bed012.topic.15,Bed012.segment.910
Bed012.topic.16,Bed012.segment.983
Bed012.topic.17,"Bed012.segment.1,029"
Bed012.topic.18,"Bed012.segment.1,106"
Bed012.topic.19,"Bed012.segment.1,189"
