topic_id,start_segment_id
Bed009.topic.1,Bed009.segment.1
Bed009.topic.2,Bed009.segment.35
Bed009.topic.3,Bed009.segment.64
Bed009.topic.4,Bed009.segment.93
Bed009.topic.5,Bed009.segment.160
Bed009.topic.7,Bed009.segment.241
Bed009.topic.8,Bed009.segment.264
Bed009.topic.9,Bed009.segment.359
Bed009.topic.10,Bed009.segment.420
Bed009.topic.12,Bed009.segment.484
Bed009.topic.13,Bed009.segment.561
Bed009.topic.14,Bed009.segment.633
Bed009.topic.15,Bed009.segment.736
Bed009.topic.16,Bed009.segment.782
Bed009.topic.17,Bed009.segment.815
Bed009.topic.18,Bed009.segment.875
Bed009.topic.19,Bed009.segment.914
Bed009.topic.21,Bed009.segment.987
Bed009.topic.22,"Bed009.segment.1,113"
Bed009.topic.23,"Bed009.segment.1,185"
Bed009.topic.24,"Bed009.segment.1,221"
Bed009.topic.25,"Bed009.segment.1,381"
