topic_id,start_segment_id
Bed010.topic.1,Bed010.segment.1
Bed010.topic.3,Bed010.segment.13
Bed010.topic.4,Bed010.segment.55
Bed010.topic.5,Bed010.segment.160
Bed010.topic.6,Bed010.segment.257
Bed010.topic.7,Bed010.segment.318
Bed010.topic.8,Bed010.segment.383
Bed010.topic.9,Bed010.segment.447
Bed010.topic.10,Bed010.segment.529
Bed010.topic.11,Bed010.segment.566
Bed010.topic.12,Bed010.segment.602
Bed010.topic.13,Bed010.segment.617
Bed010.topic.14,Bed010.segment.621
Bed010.topic.15,Bed010.segment.734
Bed010.topic.16,Bed010.segment.827
Bed010.topic.17,Bed010.segment.950
Bed010.topic.18,Bed010.segment.990
Bed010.topic.19,"Bed010.segment.1,023"
Bed010.topic.20,"Bed010.segment.1,111"
Bed010.topic.21,"Bed010.segment.1,196"
Bed010.topic.22,"Bed010.segment.1,240"
Bed010.topic.23,"Bed010.segment.1,317"
