topic_id,start_segment_id
Bro010.topic.1,Bro010.segment.1
Bro010.topic.2,Bro010.segment.36
Bro010.topic.3,Bro010.segment.50
Bro010.topic.4,Bro010.segment.65
Bro010.topic.5,Bro010.segment.126
Bro010.topic.6,Bro010.segment.154
Bro010.topic.7,Bro010.segment.310
Bro010.topic.8,Bro010.segment.364
Bro010.topic.9,Bro010.segment.402
Bro010.topic.10,Bro010.segment.630
Bro010.topic.11,Bro010.segment.662
Bro010.topic.12,Bro010.segment.758
Bro010.topic.13,Bro010.segment.805
Bro010.topic.14,Bro010.segment.840
Bro010.topic.15,Bro010.segment.927
Bro010.topic.16,Bro010.segment.942
Bro010.topic.17,Bro010.segment.982
Bro010.topic.18,Bro010.segment.994
Bro010.topic.19,"Bro010.segment.1,065"
