topic_id,start_segment_id
Bmr027.topic.10,Bmr027.segment.1
Bmr027.topic.11,Bmr027.segment.32
Bmr027.topic.22,Bmr027.segment.60
Bmr027.topic.23,Bmr027.segment.202
Bmr027.topic.24,Bmr027.segment.258
Bmr027.topic.25,Bmr027.segment.526
Bmr027.topic.26,Bmr027.segment.685
Bmr027.topic.27,Bmr027.segment.803
Bmr027.topic.18,Bmr027.segment.968
Bmr027.topic.19,Bmr027.segment.999
Bmr027.topic.20,"Bmr027.segment.1,032"
Bmr027.topic.21,"Bmr027.segment.1,142"
Bmr027.topic.12,"Bmr027.segment.1,205"
Bmr027.topic.13,"Bmr027.segment.1,308"
Bmr027.topic.14,"Bmr027.segment.1,354"
Bmr027.topic.15,"Bmr027.segment.1,376"
Bmr027.topic.6,"Bmr027.segment.1,490"
Bmr027.topic.5,"Bmr027.segment.1,543"
Bmr027.topic.29,"Bmr027.segment.1,547"
