topic_id,start_segment_id
Bro016.topic.1,Bro016.segment.1
Bro016.topic.2,Bro016.segment.27
Bro016.topic.3,Bro016.segment.37
Bro016.topic.4,Bro016.segment.355
Bro016.topic.5,Bro016.segment.491
Bro016.topic.6,Bro016.segment.604
Bro016.topic.7,Bro016.segment.740
Bro016.topic.8,Bro016.segment.904
Bro016.topic.9,Bro016.segment.939
Bro016.topic.10,Bro016.segment.972
Bro016.topic.13,"Bro016.segment.1,015"
Bro016.topic.14,"Bro016.segment.1,050"
Bro016.topic.15,"Bro016.segment.1,119"
Bro016.topic.16,"Bro016.segment.1,174"
Bro016.topic.17,"Bro016.segment.1,186"
