topic_id,start_segment_id
Bed005.topic.1,Bed005.segment.1
Bed005.topic.2,Bed005.segment.10
Bed005.topic.3,Bed005.segment.48
Bed005.topic.4,Bed005.segment.107
Bed005.topic.5,Bed005.segment.153
Bed005.topic.6,Bed005.segment.213
Bed005.topic.7,Bed005.segment.419
Bed005.topic.10,Bed005.segment.622
Bed005.topic.11,Bed005.segment.638
Bed005.topic.12,Bed005.segment.683
Bed005.topic.13,Bed005.segment.706
Bed005.topic.22,"Bed005.segment.1,139"
Bed005.topic.23,"Bed005.segment.1,194"
Bed005.topic.24,"Bed005.segment.1,249"
Bed005.topic.25,"Bed005.segment.1,337"
Bed005.topic.26,"Bed005.segment.1,374"
Bed005.topic.27,"Bed005.segment.1,427"
Bed005.topic.28,"Bed005.segment.1,467"
Bed005.topic.29,"Bed005.segment.1,524"
Bed005.topic.30,"Bed005.segment.1,635"
Bed005.topic.20,"Bed005.segment.1,718"
