topic_id,start_segment_id
Bro011.topic.1,Bro011.segment.1
Bro011.topic.2,Bro011.segment.86
Bro011.topic.3,Bro011.segment.87
Bro011.topic.4,Bro011.segment.171
Bro011.topic.7,Bro011.segment.275
Bro011.topic.8,Bro011.segment.360
Bro011.topic.9,Bro011.segment.381
Bro011.topic.10,Bro011.segment.446
Bro011.topic.11,Bro011.segment.549
Bro011.topic.12,Bro011.segment.635
Bro011.topic.13,Bro011.segment.721
Bro011.topic.14,Bro011.segment.754
Bro011.topic.20,"Bro011.segment.1,216"
Bro011.topic.21,"Bro011.segment.1,303"
Bro011.topic.22,"Bro011.segment.1,434"
Bro011.topic.24,"Bro011.segment.1,539"
Bro011.topic.25,"Bro011.segment.1,654"
Bro011.topic.26,"Bro011.segment.1,715"
Bro011.topic.27,"Bro011.segment.1,774"
