topic_id,start_segment_id
Bro023.topic.1,Bro023.segment.1
Bro023.topic.2,Bro023.segment.7
Bro023.topic.3,Bro023.segment.46
Bro023.topic.4,Bro023.segment.109
Bro023.topic.5,Bro023.segment.176
Bro023.topic.6,Bro023.segment.228
Bro023.topic.7,Bro023.segment.401
Bro023.topic.8,Bro023.segment.471
Bro023.topic.10,Bro023.segment.574
Bro023.topic.11,Bro023.segment.642
Bro023.topic.12,Bro023.segment.668
Bro023.topic.13,Bro023.segment.796
Bro023.topic.14,Bro023.segment.855
Bro023.topic.15,Bro023.segment.929
Bro023.topic.16,Bro023.segment.994
Bro023.topic.17,"Bro023.segment.1,010"
Bro023.topic.18,"Bro023.segment.1,155"
Bro023.topic.19,"Bro023.segment.1,158"
Bro023.topic.20,"Bro023.segment.1,202"
Bro023.topic.21,"Bro023.segment.1,248"
Bro023.topic.22,"Bro023.segment.1,316"
Bro023.topic.23,"Bro023.segment.1,357"
Bro023.topic.24,"Bro023.segment.1,365"
