topic_id,start_segment_id
Bed016.topic.1,Bed016.segment.1
Bed016.topic.2,Bed016.segment.84
Bed016.topic.3,Bed016.segment.169
Bed016.topic.4,Bed016.segment.195
Bed016.topic.5,Bed016.segment.205
Bed016.topic.6,Bed016.segment.277
Bed016.topic.7,Bed016.segment.322
Bed016.topic.8,Bed016.segment.411
Bed016.topic.9,Bed016.segment.416
Bed016.topic.10,Bed016.segment.431
Bed016.topic.11,Bed016.segment.451
Bed016.topic.12,Bed016.segment.484
Bed016.topic.14,Bed016.segment.574
Bed016.topic.18,Bed016.segment.595
Bed016.topic.19,Bed016.segment.641
Bed016.topic.20,Bed016.segment.667
Bed016.topic.21,Bed016.segment.698
Bed016.topic.23,Bed016.segment.788
Bed016.topic.24,Bed016.segment.819
Bed016.topic.25,Bed016.segment.833
Bed016.topic.26,Bed016.segment.869
Bed016.topic.28,Bed016.segment.962
Bed016.topic.29,Bed016.segment.999
Bed016.topic.30,"Bed016.segment.1,063"
Bed016.topic.31,"Bed016.segment.1,110"
Bed016.topic.32,"Bed016.segment.1,153"
Bed016.topic.33,"Bed016.segment.1,183"
Bed016.topic.34,"Bed016.segment.1,248"
