topic_id,start_segment_id
Bro013.topic.1,Bro013.segment.1
Bro013.topic.3,Bro013.segment.10
Bro013.topic.4,Bro013.segment.224
Bro013.topic.5,Bro013.segment.318
Bro013.topic.6,Bro013.segment.343
Bro013.topic.7,Bro013.segment.365
Bro013.topic.8,Bro013.segment.440
Bro013.topic.9,Bro013.segment.504
Bro013.topic.10,Bro013.segment.617
Bro013.topic.11,Bro013.segment.675
Bro013.topic.12,Bro013.segment.716
Bro013.topic.13,Bro013.segment.742
Bro013.topic.14,Bro013.segment.749
Bro013.topic.15,Bro013.segment.803
Bro013.topic.16,Bro013.segment.871
Bro013.topic.17,Bro013.segment.883
