topic_id,start_segment_id
Bed006.topic.1,Bed006.segment.1
Bed006.topic.2,Bed006.segment.119
Bed006.topic.3,Bed006.segment.131
Bed006.topic.4,Bed006.segment.229
Bed006.topic.5,Bed006.segment.232
Bed006.topic.6,Bed006.segment.344
Bed006.topic.7,Bed006.segment.386
Bed006.topic.9,Bed006.segment.426
Bed006.topic.10,Bed006.segment.462
Bed006.topic.11,Bed006.segment.534
Bed006.topic.12,Bed006.segment.571
Bed006.topic.13,Bed006.segment.640
Bed006.topic.14,Bed006.segment.650
Bed006.topic.15,Bed006.segment.785
Bed006.topic.16,Bed006.segment.845
Bed006.topic.17,Bed006.segment.965
Bed006.topic.18,"Bed006.segment.1,059"
Bed006.topic.19,"Bed006.segment.1,118"
Bed006.topic.20,"Bed006.segment.1,197"
Bed006.topic.21,"Bed006.segment.1,336"
Bed006.topic.22,"Bed006.segment.1,491"
Bed006.topic.23,"Bed006.segment.1,621"
Bed006.topic.24,"Bed006.segment.1,711"
Bed006.topic.25,"Bed006.segment.1,757"
Bed006.topic.26,"Bed006.segment.1,783"
