topic_id,start_segment_id
Bed017.topic.2,Bed017.segment.1
Bed017.topic.3,Bed017.segment.53
Bed017.topic.4,Bed017.segment.64
Bed017.topic.5,Bed017.segment.90
Bed017.topic.6,Bed017.segment.112
Bed017.topic.8,Bed017.segment.139
Bed017.topic.9,Bed017.segment.150
Bed017.topic.10,Bed017.segment.186
Bed017.topic.11,Bed017.segment.239
Bed017.topic.12,Bed017.segment.267
Bed017.topic.13,Bed017.segment.286
Bed017.topic.14,Bed017.segment.324
Bed017.topic.15,Bed017.segment.338
Bed017.topic.16,Bed017.segment.377
Bed017.topic.17,Bed017.segment.403
Bed017.topic.18,Bed017.segment.453
Bed017.topic.19,Bed017.segment.464
Bed017.topic.20,Bed017.segment.468
Bed017.topic.21,Bed017.segment.482
Bed017.topic.22,Bed017.segment.490
Bed017.topic.23,Bed017.segment.517
Bed017.topic.24,Bed017.segment.545
Bed017.topic.25,Bed017.segment.565
Bed017.topic.26,Bed017.segment.583
Bed017.topic.27,Bed017.segment.608
Bed017.topic.28,Bed017.segment.633
Bed017.topic.29,Bed017.segment.659
Bed017.topic.30,Bed017.segment.714
Bed017.topic.31,Bed017.segment.740
Bed017.topic.32,Bed017.segment.769
Bed017.topic.33,Bed017.segment.786
Bed017.topic.34,Bed017.segment.858
Bed017.topic.35,Bed017.segment.881
