topic_id,start_segment_id
Bmr013.topic.1,Bmr013.segment.2
Bmr013.topic.2,Bmr013.segment.77
Bmr013.topic.3,Bmr013.segment.112
Bmr013.topic.4,Bmr013.segment.167
Bmr013.topic.5,Bmr013.segment.224
Bmr013.topic.6,Bmr013.segment.344
Bmr013.topic.7,Bmr013.segment.742
Bmr013.topic.8,Bmr013.segment.883
Bmr013.topic.9,Bmr013.segment.932
Bmr013.topic.10,Bmr013.segment.987
Bmr013.topic.11,"Bmr013.segment.1,256"
Bmr013.topic.12,"Bmr013.segment.1,263"
Bmr013.topic.13,"Bmr013.segment.1,363"
Bmr013.topic.14,"Bmr013.segment.1,415"
Bmr013.topic.15,"Bmr013.segment.1,466"
Bmr013.topic.17,"Bmr013.segment.1,566"
Bmr013.topic.18,"Bmr013.segment.1,592"
