topic_id,start_segment_id
Bmr010.topic.1,Bmr010.segment.1
Bmr010.topic.2,Bmr010.segment.32
Bmr010.topic.3,Bmr010.segment.105
Bmr010.topic.6,Bmr010.segment.166
Bmr010.topic.7,Bmr010.segment.284
Bmr010.topic.8,Bmr010.segment.480
Bmr010.topic.9,Bmr010.segment.520
Bmr010.topic.10,Bmr010.segment.593
Bmr010.topic.11,Bmr010.segment.689
Bmr010.topic.12,Bmr010.segment.697
Bmr010.topic.13,Bmr010.segment.735
Bmr010.topic.15,Bmr010.segment.913
Bmr010.topic.16,"Bmr010.segment.1,114"
Bmr010.topic.17,"Bmr010.segment.1,312"
Bmr010.topic.18,"Bmr010.segment.1,357"
Bmr010.topic.19,"Bmr010.segment.1,403"
Bmr010.topic.20,"Bmr010.segment.1,536"
Bmr010.topic.21,"Bmr010.segment.1,636"
Bmr010.topic.22,"Bmr010.segment.1,745"
Bmr010.topic.23,"Bmr010.segment.1,802"
Bmr010.topic.24,"Bmr010.segment.1,809"
