topic_id,start_segment_id
Bmr001.topic.1,Bmr001.segment.1
Bmr001.topic.2,Bmr001.segment.96
Bmr001.topic.4,Bmr001.segment.144
Bmr001.topic.5,Bmr001.segment.155
Bmr001.topic.6,Bmr001.segment.164
Bmr001.topic.7,Bmr001.segment.198
Bmr001.topic.9,Bmr001.segment.249
Bmr001.topic.10,Bmr001.segment.304
Bmr001.topic.11,Bmr001.segment.326
Bmr001.topic.12,Bmr001.segment.374
Bmr001.topic.13,Bmr001.segment.407
Bmr001.topic.15,Bmr001.segment.507
Bmr001.topic.16,Bmr001.segment.536
Bmr001.topic.17,Bmr001.segment.559
Bmr001.topic.18,Bmr001.segment.593
Bmr001.topic.19,Bmr001.segment.621
Bmr001.topic.20,Bmr001.segment.641
Bmr001.topic.21,Bmr001.segment.676
Bmr001.topic.22,Bmr001.segment.704
Bmr001.topic.23,Bmr001.segment.720
Bmr001.topic.24,Bmr001.segment.779
Bmr001.topic.25,Bmr001.segment.831
Bmr001.topic.26,Bmr001.segment.845
Bmr001.topic.27,Bmr001.segment.956
