topic_id,start_segment_id
Bro028.topic.1,Bro028.segment.1
Bro028.topic.2,Bro028.segment.5
Bro028.topic.3,Bro028.segment.27
Bro028.topic.5,Bro028.segment.113
Bro028.topic.6,Bro028.segment.183
Bro028.topic.7,Bro028.segment.337
Bro028.topic.8,Bro028.segment.361
Bro028.topic.9,Bro028.segment.397
Bro028.topic.10,Bro028.segment.431
Bro028.topic.11,Bro028.segment.485
Bro028.topic.12,Bro028.segment.819
Bro028.topic.13,Bro028.segment.849
Bro028.topic.14,Bro028.segment.951
Bro028.topic.15,Bro028.segment.986
Bro028.topic.16,Bro028.segment.995
Bro028.topic.17,"Bro028.segment.1,035"
Bro028.topic.18,"Bro028.segment.1,085"
Bro028.topic.19,"Bro028.segment.1,210"
Bro028.topic.20,"Bro028.segment.1,259"
Bro028.topic.21,"Bro028.segment.1,283"
Bro028.topic.23,"Bro028.segment.1,437"
Bro028.topic.24,"Bro028.segment.1,475"
Bro028.topic.25,"Bro028.segment.1,562"
Bro028.topic.26,"Bro028.segment.1,701"
Bro028.topic.27,"Bro028.segment.1,741"
Bro028.topic.28,"Bro028.segment.1,833"
Bro028.topic.29,"Bro028.segment.1,925"
Bro028.topic.30,"Bro028.segment.1,944"
Bro028.topic.31,"Bro028.segment.1,957"
