topic_id,start_segment_id
Bro005.topic.1,Bro005.segment.2
Bro005.topic.2,Bro005.segment.64
Bro005.topic.3,Bro005.segment.73
Bro005.topic.4,Bro005.segment.130
Bro005.topic.5,Bro005.segment.165
Bro005.topic.6,Bro005.segment.702
Bro005.topic.7,Bro005.segment.770
Bro005.topic.8,"Bro005.segment.1,077"
Bro005.topic.9,"Bro005.segment.1,109"
Bro005.topic.10,"Bro005.segment.1,171"
Bro005.topic.11,"Bro005.segment.1,330"
Bro005.topic.12,"Bro005.segment.1,472"
Bro005.topic.13,"Bro005.segment.1,518"
Bro005.topic.14,"Bro005.segment.1,619"
Bro005.topic.16,"Bro005.segment.1,650"
Bro005.topic.17,"Bro005.segment.1,739"
