topic_id,start_segment_id
Bmr007.topic.1,Bmr007.segment.2
Bmr007.topic.10,Bmr007.segment.48
Bmr007.topic.11,Bmr007.segment.117
Bmr007.topic.13,Bmr007.segment.316
Bmr007.topic.15,Bmr007.segment.420
Bmr007.topic.16,Bmr007.segment.564
Bmr007.topic.17,"Bmr007.segment.1,244"
Bmr007.topic.18,"Bmr007.segment.1,313"
Bmr007.topic.3,"Bmr007.segment.1,472"
Bmr007.topic.19,"Bmr007.segment.1,548"
Bmr007.topic.4,"Bmr007.segment.1,939"
Bmr007.topic.5,"Bmr007.segment.1,988"
Bmr007.topic.6,"Bmr007.segment.2,053"
Bmr007.topic.7,"Bmr007.segment.2,176"
Bmr007.topic.8,"Bmr007.segment.2,301"
Bmr007.topic.9,"Bmr007.segment.2,397"
