topic_id,start_segment_id
Bro026.topic.1,Bro026.segment.1
Bro026.topic.2,Bro026.segment.10
Bro026.topic.5,Bro026.segment.229
Bro026.topic.7,Bro026.segment.359
Bro026.topic.9,Bro026.segment.462
Bro026.topic.12,Bro026.segment.678
Bro026.topic.13,Bro026.segment.779
Bro026.topic.18,Bro026.segment.800
Bro026.topic.15,Bro026.segment.978
Bro026.topic.16,"Bro026.segment.1,026"
Bro026.topic.17,"Bro026.segment.1,087"
Bro026.topic.19,"Bro026.segment.1,157"
Bro026.topic.20,"Bro026.segment.1,171"
Bro026.topic.21,"Bro026.segment.1,220"
Bro026.topic.22,"Bro026.segment.1,419"
Bro026.topic.23,"Bro026.segment.1,450"
Bro026.topic.24,"Bro026.segment.1,454"
