topic_id,start_segment_id
Bed011.topic.1,Bed011.segment.1
Bed011.topic.2,Bed011.segment.3
Bed011.topic.4,Bed011.segment.53
Bed011.topic.5,Bed011.segment.143
Bed011.topic.6,Bed011.segment.230
Bed011.topic.7,Bed011.segment.289
Bed011.topic.8,Bed011.segment.312
Bed011.topic.9,Bed011.segment.364
Bed011.topic.10,Bed011.segment.436
Bed011.topic.11,Bed011.segment.481
Bed011.topic.12,Bed011.segment.561
Bed011.topic.13,Bed011.segment.653
Bed011.topic.14,Bed011.segment.670
Bed011.topic.15,Bed011.segment.706
Bed011.topic.16,Bed011.segment.744
Bed011.topic.17,Bed011.segment.800
Bed011.topic.18,Bed011.segment.865
Bed011.topic.19,Bed011.segment.894
Bed011.topic.20,Bed011.segment.986
Bed011.topic.21,"Bed011.segment.1,020"
Bed011.topic.22,"Bed011.segment.1,035"
Bed011.topic.23,"Bed011.segment.1,146"
Bed011.topic.24,"Bed011.segment.1,254"
