segID;StartTimeA;EndTimeA;StartTimeB;EndTimeB;f0_stds;pause;speakerChange;similarity;boundary;f0_diff;f0_baseline_diff;Level
Bed016.segment.1;0.072;5.63;1.98;3.2;[];-3.65;True;0.46699736;0.0;0.0;0.0;1
Bed016.segment.2;1.98;3.2;2.42;2.73;['0.0', '44.3976631875', '52.616472883'];-0.7800000000000002;True;0.86022085;0.0;-0.27901;-0.53252;1
Bed016.segment.3;2.42;2.73;5.63;11.521;['46.6507331153'];2.9;True;0.17429447;0.0;0.0;-0.25351;1
Bed016.segment.4;5.63;11.521;7.07;8.61;[];-4.4510000000000005;True;0.5755624;0.0;0.0;0.0;1
Bed016.segment.6;11.521;14.83;12.852;13.402;[];-1.978;True;0.23707488;0.0;0.0;0.0;1
Bed016.segment.7;12.852;13.402;15.09;15.22;[];1.6880000000000006;False;0.80436945;0.0;0.0;0.0;1
Bed016.segment.8;15.09;15.22;15.95;19.07;['107.116231111'];0.7299999999999986;False;0.40831935;0.0;1.41217;0.4121699999999999;1
Bed016.segment.9;15.95;19.07;17.191;19.274;['0.0', '84.965765625', '32.45828918', '56.8711794898', '3.23031609375', '49.5953019862', '57.1532945052', '58.1225380277', '42.6957644898', '59.7771528061', '0.0', '0.0', '30.1907820313'];-1.879000000000001;True;0.36323786;0.0;0.0;-0.78772;1
Bed016.segment.10;17.191;19.274;19.274;23.759;[];0.0;True;0.23623365;0.0;0.0;0.0;1
Bed016.segment.11;19.274;23.759;21.82;25.76;[];-1.939;True;0.33510035;0.0;0.0;0.0;1
Bed016.segment.12;21.82;25.76;23.2;25.71;[];-2.5600000000000023;True;0.83773947;0.0;0.0;0.0;1
Bed016.segment.13;23.2;25.71;23.65;23.95;['14.7497279715', '60.1668039465', '103.39207974'];-2.0600000000000023;True;0.847118;0.0;-0.8389599999999999;-0.26779;1
Bed016.segment.14;23.65;23.95;23.759;25.72;['68.8667696446'];-0.1909999999999989;True;0.8100544;0.0;0.0;0.57117;1
Bed016.segment.15;23.759;25.72;25.042;26.15;[];-0.6779999999999973;True;0.7537352;0.0;0.0;0.0;1
Bed016.segment.16;25.042;26.15;26.83;30.03;[];0.6799999999999997;True;0.20032853;0.0;0.0;0.0;1
Bed016.segment.18;28.7;34.57;30.804;35.15;[];-3.766000000000002;True;0.4960187;0.0;0.0;0.0;1
Bed016.segment.19;30.804;35.15;31.22;31.87;[];-3.93;True;0.35808504;0.0;0.0;0.0;1
Bed016.segment.20;31.22;31.87;33.057;35.447;['3.34772059504'];1.1870000000000012;False;0.64540607;0.0;0.61904;0.6394;1
Bed016.segment.21;33.057;35.447;35.41;36.77;['60.08698848', '10.3686082975', '50.4299013438', '44.8633268887', '0.0', '0.0', '33.5184966352'];-0.0370000000000061;True;0.66578805;0.0;0.0;0.0473099999999999;1
Bed016.segment.22;35.41;36.77;35.85;36.15;[];-0.9200000000000016;True;1.0;0.0;0.0;0.0;1
Bed016.segment.24;35.85;36.15;36.0;38.98;['65.2291971947'];-0.1499999999999985;True;0.41534582;0.0;-0.73605;-0.33842;1
Bed016.segment.23;36.0;38.98;36.23;37.34;['82.6921957959', '63.7113790278', '50.366402875', '64.098479574', '103.479060769', '87.0613539204', '38.6801438817', '39.6233560444', '107.215253112', '88.50762152'];-2.75;True;0.39757606;0.0;0.4658000000000002;0.5008300000000001;1
Bed016.segment.27;37.06;37.23;38.65;39.49;['51.2935480816'];1.4200000000000017;True;0.9844733;0.0;-0.0979000000000001;0.0350299999999998;1
Bed016.segment.29;38.95;40.52;40.16;43.76;['32.4121722397', '7.607300752', '35.1281707975'];-0.3600000000000065;True;0.14696312;0.0;0.20776;0.04759;1
Bed016.segment.30;40.16;43.76;40.566;40.826;['114.66604992', '105.49912716', '80.4371066759', '13.0701044444', '7.1274009375', '1.78360659259', '2.08580798611', '7.9086055102', '2.77082388', '1.664884', '13.2311888765', '78.1050188819', '78.3127929587', '10.1111604444', '67.8296715', '52.9599118449', '1.20430555102', '34.0951783289'];-3.1939999999999955;True;0.1517741;0.0;0.4270099999999999;0.4138299999999999;1
Bed016.segment.31;40.566;40.826;42.03;43.54;['21.0511199'];1.2040000000000006;False;0.51602674;0.0;-0.19222;-0.0131799999999999;1
