segID;StartTimeA;EndTimeA;StartTimeB;EndTimeB;f0_stds;pause;speakerChange;similarity;boundary;f0_diff;f0_baseline_diff;Level
Bro028.segment.2;1.525;2.315;1.661;11.195;['3.69134489941', '26.4349199339', '55.5022316356', '24.9582301488', '54.706136482'];-0.6539999999999999;True;0.39626378;0.0;0.7906200000000001;0.2924500000000001;1
Bro028.segment.5;4.154;7.954;8.6;9.557;['47.1839074444', '58.1490984726', '56.3412131003', '39.9870788015', '41.7359505778', '30.0507664082', '18.506780074', '24.7999190918', '33.3671884608'];0.6459999999999999;False;0.24348375;0.0;0.0;0.0739399999999999;2
Bro028.segment.6;8.6;9.557;10.425;13.585;[];0.8680000000000003;False;0.49636045;0.0;0.0;0.0;2
Bro028.segment.7;10.425;13.585;11.195;12.13;['44.9592525208', '45.3985768006', '37.6179998667', '38.1698837396', '24.038021065', '30.5537655087', '49.3813377959', '50.8378348163'];-2.390000000000001;True;0.48367432;0.0;0.0;-0.31184;2
Bro028.segment.8;11.195;12.13;13.621;14.439;[];1.4909999999999997;True;0.95757645;0.0;0.0;0.0;2
Bro028.segment.10;14.439;15.553;16.222;17.024;['47.1839074444', '58.1490984726', '56.3412131003', '39.9870788015', '41.7359505778', '30.0507664082', '18.506780074', '24.7999190918', '33.3671884608', '51.2508704575', '40.0796932695', '44.9592525208', '45.3985768006', '37.6179998667', '38.1698837396', '24.038021065', '30.5537655087', '49.3813377959', '50.8378348163', '28.2836520496'];0.6690000000000005;False;0.9342437;0.0;0.0;0.27674;2
Bro028.segment.12;17.024;18.791;18.831;23.131;[];0.0399999999999991;False;0.18626265;0.0;0.0;0.0;2
Bro028.segment.13;18.831;23.131;23.678;24.068;['6.126039595', '3.55479154687', '3.37260038776', '54.4166547438', '15.2527198817', '29.4698826667', '56.5120421053', '54.7087458933', '56.9154374062', '50.045861', '34.8625573244', '8.0867542', '2.67265313265', '1.874527', '4.62622737755', '47.4988731124', '2.16135587755', '11.3044753197', '50.7954173611', '49.2375775918', '3.71471785938'];0.5470000000000006;False;0.22814651;0.0;0.0;0.4129100000000001;2
Bro028.segment.14;23.678;24.068;23.83;24.3;[];-0.2380000000000031;True;0.76424396;0.0;0.0;0.0;2
Bro028.segment.15;23.83;24.3;25.107;28.372;['3.48122798338', '32.0070575802'];0.8069999999999986;False;0.28662348;0.0;0.0;0.2218299999999999;2
Bro028.segment.16;25.107;28.372;27.888;29.575;[];-0.4839999999999982;True;0.2685752;0.0;0.0;0.0;2
Bro028.segment.18;28.888;29.178;29.236;29.844;[];0.0579999999999998;False;0.35644978;0.0;0.0;0.0;2
Bro028.segment.20;29.844;32.796;32.501;32.801;[];-0.2950000000000017;True;0.37959826;0.0;0.0;0.0;2
Bro028.segment.21;32.501;32.801;32.796;33.3;[];-0.0050000000000025;True;0.9372662;0.0;0.0;0.0;2
