segID;StartTimeA;EndTimeA;StartTimeB;EndTimeB;f0_stds;pause;speakerChange;similarity;boundary;f0_diff;f0_baseline_diff;Level
Bed017.segment.3;10.99;11.42;11.417;13.129;['86.1907870552'];-0.0030000000000001;True;0.598359;0.0;0.0;-0.0965;1
Bed017.segment.4;11.417;13.129;11.85;12.61;[];-1.279;True;0.7917142;0.0;0.0;0.0;1
Bed017.segment.5;11.85;12.61;12.6;14.73;['87.7967010584'];-0.0099999999999997;True;0.31970727;0.0;1.14402;0.14402;1
Bed017.segment.6;12.6;14.73;13.221;15.087;['0.0', '0.0', '64.98075575', '58.40373856', '0.0', '0.0', '59.6278176747', '83.8089125078', '81.28309752', '34.9626520776', '17.0750272308'];-1.5090000000000003;True;0.58880466;0.0;0.6600999999999999;0.8587;1
Bed017.segment.8;14.89;18.26;16.22;17.79;['6.075357375', '26.5790598817', '10.2723974444', '7.88291953125', '6.36512833333', '23.7980261429', '54.6952646', '45.5901280139', '60.4935264375', '77.1860709722', '28.0591196389', '87.2955240992', '49.5743351667', '7.8761645', '9.86560128571', '40.9274120277', '77.0343606205', '19.5353675208'];-2.0400000000000027;True;0.26860648;0.0;-0.5568500000000001;-0.04725;1
Bed017.segment.9;16.22;17.79;17.879;19.659;['52.0472737', '27.9881273086', '84.459318125', '3.08783801183', '84.5907566939', '87.8506572083'];0.0890000000000021;True;0.5368414;0.0;0.0;0.44825;1
Bed017.segment.10;17.879;19.659;19.659;27.531;[];0.0;False;0.4547944;0.0;0.0;0.0;1
Bed017.segment.11;19.659;27.531;20.413;20.633;[];-7.117999999999999;True;0.4419815;0.0;0.0;0.0;1
Bed017.segment.12;20.413;20.633;20.56;22.43;['53.464573037'];-0.0730000000000004;True;0.2546869;0.0;-1.5442900000000002;-0.68622;1
Bed017.segment.13;20.56;22.43;22.56;24.71;['43.2197909877', '5.82459508333', '90.5841587755', '99.5995149592', '106.539409909', '87.5298715223', '45.67087488', '31.44986919'];0.129999999999999;True;0.26598784;0.0;-1.53173;-0.66616;1
Bed017.segment.15;23.453;23.683;23.675;24.165;['26.9739632632'];-0.0079999999999991;True;0.7647588;0.0;1.21084;0.86557;1
Bed017.segment.17;23.675;24.165;24.46;25.72;['84.8021297422', '15.4744709444', '11.8425027422'];0.2950000000000017;True;0.6555718;0.0;-1.93952;-0.93626;1
Bed017.segment.18;24.46;25.72;25.519;26.761;['23.0205482', '67.4885635009', '55.3697360756', '10.7748474112', '15.9583306667', '32.4696008125'];-0.2010000000000005;True;0.63689744;0.0;-0.4941799999999999;-0.61812;1
Bed017.segment.20;25.848;26.688;26.026;28.6;['78.6586359994'];-0.661999999999999;True;0.29943955;0.0;0.0;-0.12394;1
Bed017.segment.21;26.026;28.6;27.188;28.262;[];-1.4120000000000026;True;0.29484123;0.0;0.0;0.0;1
Bed017.segment.23;27.345;28.153;28.635;29.748;[];0.4820000000000028;True;0.84873724;0.0;0.0;0.0;1
Bed017.segment.24;28.635;29.748;28.858;29.658;[];-0.8900000000000006;True;0.6426321;0.0;0.0;0.0;1
Bed017.segment.25;28.858;29.658;30.389;31.349;['109.45172729', '81.5284194375', '58.38033328', '73.8941400137'];0.7309999999999981;True;0.6580487;0.0;-0.7023100000000002;0.0023899999999998;1
Bed017.segment.26;30.389;31.349;31.06;35.421;['43.9465081074'];-0.2890000000000015;True;0.32910448;0.0;0.0;0.7047000000000001;1
Bed017.segment.27;31.06;35.421;31.27;31.8;[];-4.151;True;0.30807838;0.0;0.0;0.0;1
Bed017.segment.28;31.27;31.8;34.467;37.167;['88.1584232564'];2.666999999999998;True;0.316566;0.0;1.01325;0.0132499999999999;1
Bed017.segment.29;34.467;37.167;35.3;35.53;['0.0', '0.0', '77.1733272245', '63.5231678889', '2.94793444444', '1.4905765625', '47.5448286', '84.1951008163', '84.5993331111', '1.08971976', '82.4117364628', '41.9597507049', '69.2869290624'];-1.8670000000000044;True;0.63479257;0.0;-1.04975;-0.43499;1
Bed017.segment.30;35.3;35.53;36.99;40.7;['37.9873522963'];1.4600000000000009;False;0.15660197;0.0;1.61476;0.61476;1
Bed017.segment.31;36.99;40.7;37.16;39.47;['0.0', '64.8719046531', '27.5019896735', '18.4324514688', '61.0649567654', '0.0', '10.4020637867', '48.1292304', '31.3202916955', '42.0653602314', '42.8689663556', '20.5148520661', '33.5336405332'];-3.5400000000000063;True;0.3827409;0.0;0.0;-0.34779;1
Bed017.segment.33;38.076;39.188;41.011;41.201;[];1.8230000000000004;False;0.748203;0.0;0.0;0.0;1
