segID;StartTimeA;EndTimeA;StartTimeB;EndTimeB;f0_stds;pause;speakerChange;similarity;boundary;f0_diff;f0_baseline_diff;Level
Bro007.segment.2;8.329;8.999;9.907;10.607;[];0.9079999999999996;False;0.95171165;1.0;0.0;0.0;1
Bro007.segment.3;9.907;10.607;10.957;11.387;['54.6915515763'];0.3500000000000014;False;0.982079;0.0;-0.2064300000000001;0.0377799999999999;1
Bro007.segment.4;10.957;11.387;12.427;13.007;['32.2535425099'];1.0399999999999991;False;0.6895194;0.0;0.1060400000000001;0.24421;1
Bro007.segment.7;12.427;13.007;14.047;14.827;['62.0735284125'];1.040000000000001;False;0.59574956;0.0;-0.22943;0.1381699999999999;1
Bro007.segment.8;14.047;14.827;16.217;17.227;['36.6337823333', '3.45491242604', '5.33579870408'];1.3899999999999988;False;0.6945449;0.0;-0.03054;0.47855;1
Bro007.segment.10;16.217;17.227;19.457;20.627;['18.9487548105', '44.21671652', '16.2702647292'];2.2300000000000004;False;0.5867787;0.0;0.67528;0.4143099999999999;1
Bro007.segment.11;19.457;20.627;21.797;22.787;['51.5653364198', '25.9955588678'];1.1700000000000017;False;0.6107615;0.0;0.1198699999999999;0.4206499999999999;1
Bro007.segment.12;21.797;22.787;23.267;25.217;['23.189666232', '8.57221784542'];0.4800000000000004;False;0.5903093;0.0;0.6272500000000001;0.44703;1
Bro007.segment.13;23.267;25.217;26.347;27.597;['49.590903538', '49.8554012449', '52.6819405937', '52.85456275', '48.8454873039', '47.4226394479'];1.1300000000000026;False;0.48760754;0.0;0.11675;-0.0501599999999999;1
Bro007.segment.14;26.347;27.597;28.007;28.687;['55.7901755', '8.03571802721', '14.344665', '6.46506142149', '41.6874867346'];0.4100000000000001;False;0.514629;0.0;0.2034599999999999;0.0814399999999999;1
Bro007.segment.15;28.007;28.687;29.567;31.027;['49.7505221036', '24.4573617639'];0.879999999999999;False;0.51283646;0.0;0.99401;0.3140499999999999;1
Bro007.segment.16;29.567;31.027;31.837;32.287;['33.9347662674', '48.3698630957', '0.0', '46.4295174966', '1.3336282963', '39.2182043967'];0.8099999999999987;False;0.50935185;0.0;-0.7984899999999999;-0.53986;1
Bro007.segment.17;31.837;32.287;33.037;34.837;['21.2467012598'];0.75;False;0.6383953;0.0;0.4672299999999999;0.2586299999999999;2
Bro007.segment.18;33.037;34.837;36.63;38.38;['61.3665073573', '61.2653363047', '29.172073656', '67.0811028639', '52.0869889941', '10.8845416667'];1.7929999999999993;True;0.7742063;0.0;0.95415;0.97;2
Bro007.segment.19;36.63;38.38;39.595;43.215;['63.4030868027', '46.6079814816', '55.3961476771', '11.3062712757'];1.2149999999999963;False;0.80346704;0.0;0.5630300000000001;0.4664600000000001;2
Bro007.segment.20;39.595;43.215;43.675;45.495;['52.6274577778', '54.458216542', '3.62580469133', '10.7634704024', '47.1418209609', '48.0721278075', '41.6529878923'];0.4599999999999937;False;0.7483188;0.0;-0.1284399999999999;-0.56088;2
Bro007.segment.21;43.675;45.495;46.015;50.745;['42.5084526531', '41.3333646528', '45.0950078025', '1.08266159184', '54.4773482232', '49.973422455', '28.7580943994'];0.5200000000000031;False;0.30675548;0.0;0.99456;0.3559000000000001;2
Bro007.segment.22;46.015;50.745;51.255;52.485;['37.2120820612', '52.57943536', '52.8662009877', '30.0154320661', '40.3143215484', '0.0', '47.8836531342', '44.46275072', '31.8985004644', '48.2990772917', '48.0404191282', '41.5068043527'];0.5100000000000051;False;0.36767852;0.0;0.92754;-0.0724599999999999;2
Bro007.segment.23;51.255;52.485;53.45;55.39;['0.0', '49.9767239852'];0.9650000000000034;False;0.40916324;0.0;-0.7084299999999999;-0.44438;2
Bro007.segment.24;53.45;55.39;55.84;58.31;['16.1555827491', '42.8937625062', '43.89018436', '45.1880658751'];0.4500000000000028;False;0.50195575;0.0;0.09765;-0.4032599999999999;2
Bro007.segment.25;55.84;58.31;59.03;63.14;['44.1477107521', '43.7420667392', '37.5751022044', '25.4891061394'];0.7199999999999989;False;0.609163;0.0;-0.0986499999999999;0.12792;2
Bro007.segment.26;59.03;63.14;63.59;66.78;['32.7421991', '29.2463203678', '0.784215703704', '2.33277253287', '42.6803641191', '0.0', '0.0', '39.7539751224', '26.0491467353', '41.0678922064'];0.4500000000000028;False;0.6932405;0.0;0.3832899999999999;-0.3577;2
Bro007.segment.27;63.59;66.78;68.129;69.049;['27.5826880469', '0.0', '41.0219704152', '0.0', '42.3884359711', '21.6515068571', '4.02659259184', '2.65354553846', '41.4856342', '0.0'];1.3490000000000038;False;0.6121446;0.0;-1.29293;-1.0;2
Bro007.segment.28;68.129;69.049;69.619;70.839;['5.89719635313'];0.5699999999999932;False;0.70446837;0.0;-0.4199300000000001;0.2929299999999999;2
Bro007.segment.29;69.619;70.839;71.799;72.709;['7.86947081944', '43.1259137807', '0.0', '30.1112600997', '40.3324262305'];0.960000000000008;False;0.7656751;0.0;-1.17193;-0.50812;2
Bro007.segment.30;71.799;72.709;74.266;74.846;['13.0407814', '15.6762700945', '0.0', '0.0'];1.5570000000000022;True;0.7876804;0.0;-1.66679;-1.0;2
Bro007.segment.32;74.266;74.846;75.386;76.076;['3.6693873975'];0.539999999999992;False;0.975873;0.0;0.4093199999999999;0.66679;2
Bro007.segment.33;75.386;76.076;76.856;79.576;['39.4172543359'];0.7800000000000011;False;0.4813591;0.0;-0.1352999999999999;0.2574700000000001;2
