segID;StartTimeA;EndTimeA;StartTimeB;EndTimeB;f0_stds;pause;speakerChange;similarity;boundary;f0_diff;f0_baseline_diff;Level
Bro024.segment.2;2.878;3.903;3.02;3.686;['52.0500891124'];-0.883;True;0.72409886;0.0;0.0;-0.03339;1
Bro024.segment.5;6.25;8.78;7.357;7.682;[];-1.4229999999999992;True;0.40500408;0.0;0.0;0.0;1
Bro024.segment.8;10.27;12.91;11.32;11.63;[];-1.59;True;0.36249042;0.0;0.0;0.0;1
Bro024.segment.9;11.32;11.63;16.735;17.438;['3.06629168047', '42.15339308'];5.104999999999999;True;0.80912954;0.0;0.0;-0.11119;1
Bro024.segment.11;16.735;17.438;17.959;22.036;[];0.5210000000000008;True;0.6950427;0.0;0.0;0.0;1
Bro024.segment.14;19.33;19.6;20.123;22.332;['0.0', '51.6921651852'];0.5229999999999997;False;0.57314456;0.0;0.0;-0.3025299999999999;1
Bro024.segment.15;20.123;22.332;21.313;22.985;[];-1.019000000000002;True;0.5921948;0.0;0.0;0.0;1
Bro024.segment.16;21.313;22.985;27.3;29.33;[];4.315000000000001;True;0.75419724;0.0;0.0;0.0;1
Bro024.segment.19;27.3;29.33;27.322;27.562;['44.5773196875', '11.0815795822', '41.6546944', '39.2200390926', '3.84681358333', '0.147573134948'];-2.007999999999999;True;0.7704296;0.0;0.0;0.20649;1
Bro024.segment.20;27.322;27.562;28.201;29.481;[];0.6389999999999993;True;0.16241726;0.0;0.0;0.0;1
Bro024.segment.24;28.92;31.205;31.283;36.003;[];0.0780000000000029;True;0.4647044;0.0;0.0;0.0;1
Bro024.segment.25;31.283;36.003;33.358;33.598;['56.8513230133', '8.87379022222', '0.74416965625', '43.3834970432', '37.9873695248', '51.2897335714', '41.46537135', '11.902758554', '42.5181710156', '49.565657572', '45.2285811488', '44.23594392', '38.6444801875', '52.9360120165'];-2.645000000000003;True;0.14797956;0.0;0.0;-0.25348;1
Bro024.segment.27;33.358;33.598;36.25;36.42;[];2.652000000000001;False;1.0;0.0;0.0;0.0;1
Bro024.segment.29;36.25;36.42;37.126;38.511;[];0.705999999999996;False;0.57585526;0.0;0.0;0.0;1
Bro024.segment.30;37.126;38.511;38.81;38.98;[];0.2989999999999995;True;0.5452037;0.0;0.0;0.0;1
Bro024.segment.31;38.81;38.98;40.71;42.05;[];1.730000000000004;False;0.61903524;0.0;0.0;0.0;1
Bro024.segment.32;40.71;42.05;42.107;42.377;['58.3753434793', '0.0', '69.4015543945', '55.265088142', '56.120572125', '48.79051312'];0.0570000000000021;True;0.61903524;0.0;0.0;0.10741;1
Bro024.segment.33;42.107;42.377;43.142;43.476;[];0.7650000000000006;True;0.87407994;0.0;0.0;0.0;1
Bro024.segment.34;43.152;43.472;43.7;47.523;['36.345740566'];0.2280000000000015;True;0.8391377;0.0;-0.0982199999999999;0.12168;1
Bro024.segment.38;46.147;48.387;48.214;50.187;['41.4631650528', '22.6899723611', '44.0995828507', '1.31293441975', '31.3440654729', '35.4052662222', '40.5816635621'];-0.1730000000000018;True;0.64908415;0.0;0.0;-0.41513;1
Bro024.segment.40;48.968;52.11;50.36;50.5;[];-1.75;True;0.5599996;0.0;0.0;0.0;1
Bro024.segment.42;50.36;50.5;50.447;51.846;[];-0.0529999999999972;True;0.48644227;0.0;0.0;0.0;1
Bro024.segment.44;52.351;53.859;52.828;53.989;[];-1.0309999999999988;True;0.27263537;0.0;0.0;0.0;1
Bro024.segment.46;53.01;58.68;55.245;56.027;['33.0700171556', '61.7026133816', '14.5550839592', '3.778442', '47.8519397867', '55.8042770833', '49.0086595926', '1.24448351852', '9.56301666163', '31.9088611874', '46.6800703314', '22.6097135'];-3.4350000000000023;True;0.26577634;0.0;0.35751;0.2424699999999999;1
Bro024.segment.48;59.481;66.991;68.83;71.63;['52.1966801994', '43.8825772456', '46.694992204', '51.1671291328', '1.82859538843', '43.8724360947', '36.23551728', '0.840876333333', '46.662992875', '44.4963490068', '48.180481284', '51.7448729339', '44.7788867128', '1.5645182716', '18.6518176914', '44.1268264957', '33.4548856065', '35.481150653', '44.6229081811'];1.8389999999999984;False;0.496455;0.0;-0.58361;-0.24038;1
Bro024.segment.49;68.83;71.63;71.63;71.74;['14.2830338367', '20.197613595', '45.3940424379', '48.4634083136', '51.0684174643', '36.0401931842', '37.7523976529', '38.4972691342'];0.0;False;0.11776544;0.0;0.0;0.1691599999999999;1
Bro024.segment.50;71.63;71.74;72.104;75.638;[];0.3640000000000043;False;0.48381335;0.0;0.0;0.0;1
Bro024.segment.51;72.104;75.638;75.861;77.521;[];0.2229999999999989;False;0.7546062;0.0;0.0;0.0;1
Bro024.segment.52;75.861;77.521;77.805;84.92;['39.0760697222', '34.3615183196', '37.2736296194', '34.6650090625', '43.7843368356'];0.284000000000006;False;0.4458689;0.0;0.0;-0.1739399999999999;1
Bro024.segment.53;77.805;84.92;84.95;85.72;[];0.0300000000000011;True;0.50462806;0.0;0.0;0.0;1
