segID;StartTimeA;EndTimeA;StartTimeB;EndTimeB;f0_stds;pause;speakerChange;similarity;boundary;f0_diff;f0_baseline_diff;Level
Bro011.segment.1;0.0;0.68;0.45;2.55;[];-0.23;True;0.69904244;0.0;0.0;0.0;1
Bro011.segment.3;0.72;2.74;2.964;3.485;['18.8761996049', '3.7102937686', '46.3717683138', '0.0', '37.7160881633', '39.6746000976'];0.2239999999999997;False;0.53576386;0.0;-1.23999;-0.3887899999999999;1
Bro011.segment.7;3.525;4.615;5.467;5.977;['32.0630516162', '40.3676400768'];0.8519999999999994;False;0.5785132;0.0;0.37256;-0.0807999999999999;1
Bro011.segment.8;5.467;5.977;6.32;8.635;['45.0169468889'];0.3429999999999999;True;0.57851315;0.0;-0.65187;-0.45336;1
Bro011.segment.10;6.68;7.72;8.085;9.04;['33.5951535207', '39.25115509'];0.3650000000000011;True;0.5787923;0.0;0.0;-0.1128;1
Bro011.segment.11;8.085;9.04;8.824;10.87;[];-0.2159999999999993;True;0.16607885;0.0;0.0;0.0;1
Bro011.segment.12;8.824;10.87;9.95;22.12;[];-0.92;True;0.19179446;0.0;0.0;0.0;1
Bro011.segment.17;11.855;12.225;12.435;13.171;[];0.2100000000000008;True;0.8652512;0.0;0.0;0.0;1
Bro011.segment.18;12.435;13.171;13.649;16.8;[];0.4779999999999997;True;0.8227578;0.0;0.0;0.0;1
Bro011.segment.20;15.93;16.09;16.8;18.34;[];0.7100000000000009;True;0.5632391;0.0;0.0;0.0;1
Bro011.segment.22;17.541;18.761;18.42;19.74;[];-0.3409999999999975;True;0.3866464;0.0;0.0;0.0;1
Bro011.segment.24;18.617;19.127;19.19;19.613;[];0.0630000000000023;True;0.2674703;0.0;0.0;0.0;1
Bro011.segment.27;19.653;21.833;20.18;21.28;[];-1.6529999999999987;True;0.26501477;0.0;0.0;0.0;1
Bro011.segment.30;20.41;21.3;21.28;22.59;[];-0.0199999999999995;True;0.5122014;0.0;0.0;0.0;1
Bro011.segment.36;22.74;23.03;23.54;24.25;[];0.509999999999998;True;0.69649225;0.0;0.0;0.0;1
Bro011.segment.38;23.54;24.25;23.84;24.04;[];-0.4100000000000001;True;0.93682444;0.0;0.0;0.0;1
Bro011.segment.37;23.84;24.04;24.018;25.82;[];-0.0219999999999984;True;0.55694085;0.0;0.0;0.0;1
Bro011.segment.44;27.58;28.22;30.25;32.95;[];2.030000000000001;True;0.5392126;0.0;0.0;0.0;1
Bro011.segment.50;38.58;39.89;39.62;39.9;[];-0.2700000000000031;True;0.68202865;0.0;0.0;0.0;1
Bro011.segment.51;39.62;39.9;39.72;41.15;[];-0.1799999999999997;True;0.5683811;0.0;0.0;0.0;1
Bro011.segment.52;39.72;41.15;40.65;42.16;[];-0.5;True;0.44983193;0.0;0.0;0.0;1
Bro011.segment.54;42.579;45.526;45.659;48.479;[];0.1329999999999955;False;0.24871634;0.0;0.0;0.0;1
Bro011.segment.57;45.659;48.479;48.575;49.143;[];0.0960000000000036;False;0.4572934;0.0;0.0;0.0;1
Bro011.segment.59;49.273;49.913;53.197;53.845;[];3.284000000000006;True;0.83805627;0.0;0.0;0.0;1
Bro011.segment.62;53.915;55.015;54.222;55.992;[];-0.7929999999999993;True;0.82851267;0.0;0.0;0.0;1
Bro011.segment.63;54.222;55.992;56.42;56.95;[];0.4280000000000044;False;0.9019308;0.0;0.0;0.0;1
Bro011.segment.65;57.14;57.76;58.05;61.25;[];0.2899999999999991;False;0.33382383;0.0;0.0;0.0;1
Bro011.segment.66;58.05;61.25;61.03;61.31;[];-0.2199999999999988;True;0.19490266;0.0;0.0;0.0;1
Bro011.segment.67;61.03;61.31;61.61;62.1;[];0.2999999999999971;True;0.88992727;0.0;0.0;0.0;1
Bro011.segment.68;61.61;62.1;62.174;62.773;[];0.073999999999998;False;0.68879855;0.0;0.0;0.0;1
Bro011.segment.70;62.22;62.63;62.823;63.053;[];0.1929999999999978;True;0.6872801;0.0;0.0;0.0;1
Bro011.segment.71;62.823;63.053;63.07;63.23;[];0.017000000000003;True;1.0;0.0;0.0;0.0;1
Bro011.segment.72;63.07;63.23;63.333;63.598;[];0.1030000000000015;True;0.36439395;0.0;0.0;0.0;1
Bro011.segment.74;63.638;64.978;65.082;66.404;[];0.1039999999999992;False;0.3582791;0.0;0.0;0.0;1
Bro011.segment.75;65.082;66.404;65.09;67.01;[];-1.313999999999993;True;0.5427243;0.0;0.0;0.0;1
Bro011.segment.78;66.444;67.314;67.383;69.1;[];0.0690000000000026;False;0.5597347;0.0;0.0;0.0;1
Bro011.segment.83;72.27;72.53;72.47;74.78;[];-0.0600000000000022;True;0.9646137;0.0;0.0;0.0;1
Bro011.segment.86;73.867;74.307;75.13;78.17;[];0.8229999999999933;False;0.55462956;0.0;0.0;0.0;1
