segID;StartTimeA;EndTimeA;StartTimeB;EndTimeB;f0_stds;pause;speakerChange;similarity;boundary;f0_diff;f0_baseline_diff;Level
Bro023.segment.3;0.634;1.628;0.979;2.043;[];-0.6489999999999999;True;0.6258146;0.0;0.0;0.0;1
Bro023.segment.4;0.979;2.043;7.684;8.403;[];5.641;False;0.22112931;0.0;0.0;0.0;1
Bro023.segment.7;12.72;19.32;19.417;20.806;['21.2649079862', '5.45099441319', '50.737497562', '31.3468384441', '37.2439856033', '8.48577083333', '8.1186559654', '32.0644143672', '42.8110885', '31.5906145714', '40.1146773018', '38.0277980741', '32.5903491975', '43.3964544992', '31.425311375', '39.2346616'];0.0970000000000013;True;0.32659644;0.0;0.8235;-0.1765;2
Bro023.segment.9;19.417;20.806;20.521;20.971;['0.0'];-0.2850000000000001;True;0.8955075;0.0;-1.04243;-1.0;2
Bro023.segment.10;20.521;20.971;21.24;25.763;['60.667463128'];0.2689999999999983;True;0.18754432;0.0;0.0;0.0424299999999999;2
Bro023.segment.11;21.24;25.763;23.4;24.12;[];-2.363000000000003;True;0.11829276;0.0;0.0;0.0;2
Bro023.segment.12;23.4;24.12;24.513;25.223;['56.8638220771', '50.05208352'];0.3930000000000007;True;0.54349077;0.0;0.4165599999999999;0.1382799999999999;2
Bro023.segment.13;24.513;25.223;25.92;26.61;['34.4064386224', '3.11754074667', '0.83287825', '16.2876775312'];0.6970000000000027;True;0.62516654;0.0;-0.5883400000000001;0.2469099999999999;2
Bro023.segment.14;25.92;26.61;27.24;32.98;['48.7270865936', '17.2274451856'];0.629999999999999;False;0.47229612;0.0;-1.7176900000000002;-0.8294900000000001;2
Bro023.segment.16;27.24;32.98;27.293;27.493;['1.71533775', '56.8202619924', '36.2247249067', '15.6852899531', '46.3287317187', '40.6524386667', '48.1347756446', '45.2706648843', '45.7960967202', '43.2664545679', '30.2893403478', '0.0', '46.5131426875', '41.2500829418', '29.15868468', '4.60986458131', '34.31323981', '2.57714126722', '1.08285'];-5.686999999999998;True;0.23292288;0.0;1.19609;0.49184;2
Bro023.segment.15;27.293;27.493;30.322;30.552;['27.8665539654'];2.8290000000000006;False;0.8123349;0.0;-0.33444;-0.70425;2
Bro023.segment.17;30.322;30.552;30.419;30.979;['51.4064320679'];-0.1329999999999991;True;0.7912638;0.0;0.0;-0.3698099999999999;2
Bro023.segment.18;30.419;30.979;34.165;38.565;[];3.186;True;0.42599434;0.0;0.0;0.0;2
Bro023.segment.19;34.165;38.565;38.71;40.04;['39.6808585785', '33.7989195694', '22.4511412174', '0.0', '41.6684071722', '40.83670776', '34.0446041315', '0.478960888889', '24.5496403333', '36.1913784', '40.2658711837', '43.2937011327', '40.4450755185', '34.0004178438', '29.9476691361'];0.1450000000000031;True;0.4087715;0.0;0.0405299999999999;-0.67298;2
Bro023.segment.20;38.71;40.04;40.11;42.71;['37.79280144', '51.2875342115'];0.0700000000000002;True;0.4514955;0.0;-0.8564;-0.5073300000000001;2
Bro023.segment.21;40.11;42.71;42.5;43.24;['32.31806124', '45.8555278017', '44.0064235372', '40.1639729876', '61.2415258926', '0.0', '0.0', '0.0'];-0.2100000000000008;True;0.407313;0.0;-1.03335;-1.0;2
Bro023.segment.22;42.5;43.24;42.93;45.21;['44.2781994388', '37.0201428148'];-0.3100000000000023;True;0.40716013;0.0;0.89439;0.1145;2
Bro023.segment.23;42.93;45.21;45.41;46.15;['20.0946326173', '48.2857581111', '2.53950967901', '45.9448154222', '46.1735562188', '45.8669459645', '49.383047488', '43.7310989252', '27.4243393469', '46.98183738', '0.971988197531', '51.1480356531', '0.1136422'];0.1999999999999957;True;0.4195809;0.0;-1.27221;-0.99886;2
Bro023.segment.24;45.41;46.15;46.027;54.881;['50.9243305926', '43.2971047036', '51.1030763704'];-0.1229999999999975;True;0.27866733;0.0;-0.2793699999999999;0.28787;2
Bro023.segment.26;46.56;54.27;53.35;54.06;['26.8618260816', '4.23066820408', '0.515920790123', '39.127720642', '19.66588575', '56.1366718333', '53.2009731818', '34.3122988118', '19.5829855391', '27.958119312', '38.3466912963', '39.5836418201', '33.3231724567', '12.950167125', '0.0', '42.4337009184', '14.3783128056', '3.83417367347', '12.9314206298', '33.3466046022', '40.988204', '30.473727264'];-0.9200000000000016;True;0.5279006;0.0;-0.0689699999999999;0.0583199999999999;2
Bro023.segment.27;53.35;54.06;54.27;55.03;['30.09486424', '34.92026112', '38.0785950476'];0.2100000000000008;True;0.5502967;0.0;-0.47142;-0.1442;2
Bro023.segment.28;54.27;55.03;54.881;55.39;['23.91457476', '35.5729372042'];-0.1490000000000009;True;0.42313874;0.0;0.7735099999999999;0.2737799999999999;2
Bro023.segment.30;55.43;56.95;56.91;60.88;['57.74421282', '21.7898959861', '5.83224141828', '11.3090881983', '7.17793246281', '43.0305030453'];-0.0400000000000062;True;0.5602825;0.0;0.0;-0.41545;2
Bro023.segment.31;56.91;60.88;59.16;60.53;[];-1.720000000000006;True;0.38449994;0.0;0.0;0.0;2
Bro023.segment.32;59.16;60.53;59.606;63.572;['6.26110748148', '1.121756125', '38.0489483403', '33.3341223636'];-0.9239999999999996;True;0.17503655;0.0;0.0;-0.44904;2
Bro023.segment.33;59.606;63.572;63.572;65.146;[];0.0;False;0.59235513;0.0;0.0;0.0;2
Bro023.segment.34;63.572;65.146;63.922;65.602;[];-1.2240000000000038;True;0.8013634;0.0;0.0;0.0;2
Bro023.segment.35;63.922;65.602;65.186;65.386;['1.085129744', '34.935747724', '27.8560767396', '39.0041320408', '32.0796595714', '6.45939685124'];-0.4159999999999968;True;0.5238604;0.0;0.6236900000000001;0.6953800000000001;2
Bro023.segment.36;65.186;65.386;65.832;68.872;['20.8634884766'];0.4459999999999979;True;0.46008015;0.0;-0.0808199999999998;0.07169;2
Bro023.segment.37;65.832;68.872;66.56;67.309;['32.6506364291', '54.9779106116', '53.3682521667', '9.39896499773', '37.505534195', '41.22991328', '42.2087502959'];-2.3119999999999976;True;0.46963942;0.0;-0.43178;-0.4283099999999999;2
