segID;StartTimeA;EndTimeA;StartTimeB;EndTimeB;f0_stds;pause;speakerChange;similarity;boundary;f0_diff;f0_baseline_diff;Level
Bed009.segment.1;1.99;4.41;4.61;5.696;['53.8664301867', '53.4984650978', '34.8846435133', '55.4290238383'];0.2000000000000001;True;0.73698914;0.0;0.0;0.0829599999999999;1
Bed009.segment.3;5.696;7.846;6.74;6.94;[];-1.106;True;0.95753694;0.0;0.0;0.0;1
Bed009.segment.4;6.74;6.94;7.846;10.283;['56.8388955312'];0.9059999999999996;True;0.9702662;0.0;0.0;0.10854;1
Bed009.segment.5;7.846;10.283;9.41;9.67;[];-0.8729999999999993;True;0.7921971;0.0;0.0;0.0;1
Bed009.segment.6;9.41;9.67;12.056;12.519;['95.14355659'];2.3859999999999992;True;0.89745;0.0;0.09518;-0.0086199999999999;1
Bed009.segment.10;22.702;23.012;23.535;23.745;['9.98576666667'];0.5229999999999997;False;0.9334359;0.0;-0.2289999999999999;-0.1038;1
Bed009.segment.11;23.535;23.745;24.34;24.64;['46.4023733951'];0.5949999999999989;False;0.77050555;0.0;0.55385;0.1251999999999999;1
Bed009.segment.12;24.34;24.64;31.772;32.082;['47.124172716', '53.326237037'];7.131999999999998;False;0.7846086;0.0;0.0;-0.35345;1
Bed009.segment.13;31.772;32.082;32.513;32.993;[];0.4309999999999974;True;0.9848187;0.0;0.0;0.0;1
Bed009.segment.14;32.513;32.993;33.31;34.23;[];0.3170000000000001;True;0.96707284;0.0;0.0;0.0;1
Bed009.segment.15;33.31;34.23;35.23;36.02;['50.4057883447', '45.9251985215'];1.0;False;0.7131873;0.0;-0.6578800000000001;-0.33713;1
Bed009.segment.16;35.23;36.02;36.848;37.008;['20.5351173964', '42.718582', '27.4035497958', '0.56990044898', '36.5518747682'];0.8279999999999959;True;0.71285546;0.0;0.49895;0.25485;1
Bed009.segment.17;36.848;37.008;37.88;38.05;['67.8977938163'];0.8719999999999999;False;1.0;0.0;0.10101;-0.2440999999999999;1
Bed009.segment.18;37.88;38.05;38.454;39.244;['62.1585381156'];0.4040000000000034;True;0.7966724;0.0;0.0;-0.34511;1
Bed009.segment.19;38.454;39.244;39.946;41.526;[];0.7019999999999982;True;0.5042999;0.0;0.0;0.0;1
Bed009.segment.20;39.946;41.526;41.956;45.436;['67.2232083061', '6.11227780247', '5.28370626667', '52.7350496049'];0.4299999999999997;False;0.39869758;0.0;-0.36362;0.04657;1
Bed009.segment.21;41.956;45.436;45.436;47.686;['3.53340198347', '2.70764948444', '14.6310120833', '19.5648284959', '8.93453811111', '67.1369136484', '57.4402510102', '47.8856688526', '56.7612366528', '7.24763304348', '52.801464835', '52.9845783702'];0.0;False;0.40454;0.0;0.05915;-0.5822499999999999;1
Bed009.segment.22;45.436;47.686;48.372;48.692;['45.6999311696', '51.3126314694', '40.9920506296', '1.62308096875', '0.174455804444', '1.64668254545', '32.6894019444', '55.4521257934', '46.6420533459', '3.30760190625', '39.9643552899'];0.6859999999999999;True;0.17432845;0.0;0.0;-0.1207;1
Bed009.segment.23;48.372;48.692;48.464;51.004;[];-0.2280000000000015;True;0.16667923;0.0;0.0;0.0;1
Bed009.segment.24;48.464;51.004;50.947;51.327;[];-0.056999999999995;True;0.15346111;0.0;0.0;0.0;1
Bed009.segment.25;50.947;51.327;51.03;51.48;['60.2113408532'];-0.296999999999997;True;0.9748363;0.0;0.0;-0.42367;1
Bed009.segment.27;51.543;51.923;53.941;56.231;[];2.0180000000000007;True;0.44126964;0.0;0.0;0.0;1
Bed009.segment.29;53.941;56.231;56.921;57.471;['6.25686672727', '54.876526875', '56.5383918', '3.01704091667', '4.16830292857', '3.22507493827', '50.681146', '0.0', '30.9518084201', '28.947231963', '41.82433654', '37.4604075647'];0.6899999999999977;False;0.26638597;0.0;-0.0510300000000001;0.0133499999999999;1
Bed009.segment.30;56.921;57.471;58.309;60.219;['39.505021575', '47.5992858636'];0.838000000000001;False;0.4071892;0.0;-0.57232;-0.3127799999999999;1
Bed009.segment.31;58.309;60.219;60.333;60.563;['21.6569624898', '57.492220809', '41.5638375385', '8.25808222485', '43.1311650469', '51.7739998571', '60.469079645', '6.44449839506', '12.9953544375'];0.1139999999999972;True;0.6612084;0.0;0.0;0.0899499999999999;1
