segID;StartTimeA;EndTimeA;StartTimeB;EndTimeB;f0_means;f0_stds;pause;speakerChange;similarity;boundary
Bro008.segment.1;4.328;4.808;4.844;5.603;[];[];0.0360000000000004;False;[[0.9274374]];1.0
Bro008.segment.3;5.653;8.908;8.868;13.031;[];[];-0.0399999999999991;False;[[0.55215573]];0.0
Bro008.segment.4;8.868;13.031;13.031;15.429;[];[];0.0;False;[[0.65492535]];0.0
Bro008.segment.6;15.479;20.129;20.855;29.905;['0.92875', '1.92343', '1.30064', '1.64767', '1.12757', '0.65530', '1.34242', '1.51181', '1.04912'];['58.1400257232', '0.799108429752', '59.1519418047', '22.2662879282', '49.6533559698', '45.5558747997', '30.3877161176', '13.7511596331', '52.7228383525'];0.7259999999999991;False;[[0.42033303]];0.0
Bro008.segment.7;20.855;29.905;29.905;35.045;['1.43862', '1.32732', '0.81702', '0.68530', '0.59606', '1.47986', '1.40420', '1.18153', '1.25031', '0.82551', '1.33474', '1.06082', '0.52403', '1.35359', '0.69391'];['28.640585521', '32.1034036333', '45.0844399289', '46.9140601551', '41.6482698058', '11.25330198', '26.6591130781', '34.6467318519', '32.9264486814', '45.5523911111', '20.205240912', '37.631279385', '39.833745199', '16.8480422604', '42.1347896041'];0.0;False;[[0.6354495]];0.0
Bro008.segment.8;29.905;35.045;35.388;38.968;['0.00000', '0.00000', '0.58321', '1.19559', '0.73181', '1.12759', '0.81547', '1.40177', '1.40090', '0.81975', '0.32571', '0.73919', '0.99020', '0.86022', '0.42348', '1.10315'];['0.0', '0.0', '41.377105536', '24.5865907599', '43.2665223', '32.8540028148', '34.437832602', '1.29192408889', '0.631357507812', '39.9130950865', '28.6098399282', '39.9090046627', '31.22297248', '38.1438045', '36.0537278976', '32.6104910313'];0.3429999999999964;False;[[0.62447214]];0.0
Bro008.segment.9;35.388;38.968;39.237;40.599;['0.51250', '1.35679', '1.15650', '0.43941', '1.18144', '0.79840', '0.41967', '1.16663'];['34.938945449', '32.08686364', '37.3935940769', '36.37038426', '24.0879889584', '44.4267066021', '33.7893295983', '34.4870689375'];0.2689999999999983;True;[[0.39970654]];0.0
Bro008.segment.10;39.237;40.599;40.438;49.408;['0.54068', '1.65163'];['40.196456426', '27.7484889167'];-0.1609999999999942;True;[[0.22918583]];0.0
Bro008.segment.11;40.438;49.408;41.994;42.094;['1.78335', '0.91172', '1.40929', '0.52590', '1.15378', '1.28174', '1.25437', '1.76717', '1.47400', '1.00884', '2.04019', '1.33413', '0.00000', '1.33031', '0.80533', '0.00000', '0.00000', '0.85551', '0.88298', '1.00927', '1.38841', '0.66784', '0.49193', '0.00000', '0.96829', '1.01095', '1.17893', '1.47218', '0.88260', '1.13977'];['16.9960189844', '53.90364925', '49.012392872', '42.5479200997', '30.3944241778', '18.2234919072', '42.3781994286', '0.47061745679', '27.5970793243', '59.7490159375', '5.80620142857', '46.3985002422', '0.0', '35.7507260537', '45.849725037', '0.0', '0.0', '53.5554780415', '52.2044558571', '39.7807373611', '24.6580183068', '45.1251401633', '39.5890782109', '0.0', '38.1651798095', '27.4494373717', '20.30352136', '7.99666174394', '37.5706370592', '14.1865934404'];-7.4140000000000015;True;[[0.0968643]];0.0
Bro008.segment.12;41.994;42.094;47.097;47.317;['1.76860'];['8.52413788'];5.003;False;[[0.87408006]];0.0
Bro008.segment.13;47.097;47.317;49.231;49.361;[];[];1.9140000000000013;False;[[0.88525206]];0.0
Bro008.segment.14;49.231;49.361;49.448;52.918;['1.39051', '1.16498'];['18.4887906667', '38.2864215207'];0.0870000000000033;True;[[0.66412926]];0.0
Bro008.segment.15;49.448;52.918;53.69;56.22;['0.62316', '0.99727', '0.00000', '1.54708', '1.26489', '0.84494', '0.83682', '1.00569', '0.71932'];['39.6773151716', '37.690847871', '0.0', '4.48871103601', '16.7634719794', '42.0673537507', '39.58014104', '39.6394422222', '42.2097256111'];0.7719999999999985;False;[[0.61874306]];0.0
Bro008.segment.16;53.69;56.22;56.22;60.34;['1.03199', '1.48129', '1.97246', '1.58897', '0.69637', '0.67812', '1.87007', '1.80121', '0.85690', '0.80106', '1.33070'];['48.81149756', '19.0181855125', '22.8465767456', '45.0713727929', '52.4000446281', '55.5121828757', '23.51210948', '5.234632', '50.0535454167', '49.4202926881', '21.5771450052'];0.0;False;[[0.5514435]];0.0
Bro008.segment.17;56.22;60.34;56.94;57.17;[];[];-3.4000000000000057;True;[[0.90869534]];0.0
Bro008.segment.18;56.94;57.17;60.307;66.943;['1.82384'];['7.29978562667'];3.1370000000000005;True;[[0.12031912]];0.0
Bro008.segment.19;60.307;66.943;66.943;67.443;[];[];0.0;False;[[0.3154292]];0.0
Bro008.segment.21;67.483;73.823;73.823;91.753;[];[];0.0;False;[[0.3861106]];0.0
