segID;StartTimeA;EndTimeA;StartTimeB;EndTimeB;f0_means;f0_stds;pause;speakerChange;similarity;boundary
Bro022.segment.1;2.62;3.253;3.353;6.203;[];[];0.1;False;[[0.18494993]];0.0
Bro022.segment.2;3.353;6.203;6.595;9.08;['0.00000', '0.42114', '0.00000', '0.65447', '1.13928', '0.88730', '1.05677', '0.48556', '0.53243', '1.03987', '1.34860', '0.84019', '1.39696', '1.40786'];['0.0', '38.8700311822', '0.0', '50.20988536', '37.4854795816', '45.38190192', '33.5589632189', '39.5092256364', '42.9972216066', '44.3207348889', '11.75040381', '41.3196957396', '0.88772976', '1.24452603704'];0.3919999999999994;True;[[0.22961164]];0.0
Bro022.segment.7;9.407;10.237;9.435;9.929;['0.66481', '1.37987', '1.46154', '1.56602', '1.43621'];['49.066082', '2.24742221488', '2.31929916667', '3.16642029586', '22.80716375'];-0.8019999999999996;True;[[0.7572969]];0.0
Bro022.segment.9;11.34;11.89;11.927;12.382;['1.56535', '1.17065'];['2.98865550413', '48.5996123672'];0.036999999999999;True;[[0.5723653]];0.0
Bro022.segment.11;12.452;13.892;14.05;15.543;['1.79318', '1.59174', '1.25652', '0.92781', '0.55730'];['7.75740879592', '1.58928022684', '28.3154899763', '45.8110793284', '46.31811678'];0.1580000000000012;True;[[0.70135576]];0.0
Bro022.segment.12;14.05;15.543;14.42;16.4;[];[];-1.122999999999999;True;[[0.62890005]];0.0
Bro022.segment.13;14.42;16.4;15.78;15.96;[];[];-0.6199999999999992;True;[[0.63682127]];0.0
Bro022.segment.14;15.78;15.96;16.4;25.09;['1.87067'];['7.88086874667'];0.4399999999999977;True;[[-0.01400382]];0.0
Bro022.segment.15;16.4;25.09;23.14;25.75;[];[];-1.9499999999999995;True;[[0.07589492]];0.0
Bro022.segment.20;26.795;33.483;28.433;29.68;[];[];-5.049999999999997;True;[[0.41899693]];0.0
Bro022.segment.23;29.757;30.967;32.24;34.458;['1.04282', '0.69636', '0.83276', '1.52217', '1.42267', '0.81890'];['9.26200710744', '41.1153629333', '61.4616479444', '7.1395295', '13.6409523125', '60.8717096352'];1.2730000000000032;False;[[0.30049992]];0.0
Bro022.segment.27;35.124;38.834;39.99;41.55;['0.43262', '0.89075', '1.30827', '0.74621', '0.77563', '1.14457', '1.00726', '1.33956', '1.28914', '1.34518', '1.27599', '0.91695', '0.61883', '1.30492', '1.24487', '0.99794', '1.27211'];['42.5721621333', '41.588598497', '0.67126275', '46.3777115568', '47.7041747222', '18.1295726777', '32.42255451', '2.20887585714', '0.6034910625', '3.64856679012', '5.75068366667', '27.06999664', '45.6720534', '4.0098046816', '5.71213576955', '35.0725522676', '1.92812161157'];1.1559999999999988;False;[[0.54108703]];0.0
Bro022.segment.28;39.99;41.55;40.757;41.687;['0.61603', '0.39102', '0.74375', '1.47890', '0.14805'];['49.5992265124', '44.3987966272', '67.0906749198', '48.510813037', '20.0326038611'];-0.7929999999999993;True;[[0.42964587]];0.0
Bro022.segment.30;42.848;46.678;47.11;47.86;['1.13358', '1.27027', '0.31520', '0.99119', '0.92550', '0.72072', '0.95447', '0.94417', '0.89543', '1.23674', '0.91358', '0.72755', '0.85313', '0.94823'];['16.458248', '7.21906384', '34.5390453318', '26.6566971025', '34.1529714583', '43.8052937024', '32.5128254201', '34.8418206667', '37.7638503265', '1.1032048125', '49.0045817439', '44.438663258', '41.9763239259', '36.1446489132'];0.4320000000000021;True;[[0.4491341]];0.0
Bro022.segment.31;47.11;47.86;47.348;47.578;[];[];-0.5120000000000005;True;[[0.86347175]];0.0
Bro022.segment.32;47.348;47.578;47.35;50.0;['0.87581'];['43.0925776296'];-0.2280000000000015;True;[[0.29899192]];0.0
Bro022.segment.33;47.35;50.0;50.07;51.17;['0.67868', '0.53278', '1.16363', '0.70011', '0.80141', '1.13306', '0.65761', '1.44469', '1.23029', '1.06847', '1.08004', '1.18796', '0.80716', '0.63008'];['38.5683021235', '43.3515497025', '36.90445175', '44.7594516667', '43.9168032857', '28.9755694667', '45.8648411901', '1.303343', '19.6637582187', '32.1456761246', '30.2406472857', '20.53289172', '29.5160549752', '40.2825446538'];0.0700000000000002;True;[[0.32782805]];0.0
Bro022.segment.34;50.07;51.17;50.567;50.907;['0.00000', '0.76732', '1.08981'];['0.0', '43.5628960947', '16.6504142659'];-0.6030000000000015;True;[[0.8234161]];0.0
Bro022.segment.35;50.567;50.907;50.576;51.806;[];[];-0.3309999999999959;True;[[0.9751281]];0.0
Bro022.segment.36;50.576;51.806;51.623;52.201;['0.73837', '0.89765'];['40.9662526328', '42.4352560816'];-0.1829999999999998;True;[[0.65606153]];0.0
Bro022.segment.38;52.261;52.821;53.265;55.345;['0.91519', '1.07456'];['38.5972473878', '27.7417617099'];0.4440000000000026;False;[[0.73851526]];0.0
Bro022.segment.39;53.265;55.345;54.045;54.401;['1.46154', '1.56602', '1.43621', '1.56535', '1.17065', '1.04797', '1.04282', '0.69636', '0.83276', '1.52217', '1.42267', '0.81890', '0.43262', '0.89075', '1.30827', '0.74621', '0.77563', '1.14457', '1.00726', '1.33956', '1.28914', '1.34518', '1.27599', '0.91695', '0.61883', '1.30492', '1.24487', '0.99794', '1.27211', '0.61603', '0.39102', '0.74375', '1.47890', '0.14805', '1.13358', '1.27027', '0.31520', '0.99119', '0.92550', '0.72072', '0.95447', '0.94417', '0.89543', '1.23674', '0.91358', '0.72755', '0.85313', '0.94823', '0.87581', '0.00000', '0.76732', '1.08981', '0.91519', '1.07456', '1.42408'];['2.31929916667', '3.16642029586', '22.80716375', '2.98865550413', '48.5996123672', '20.6252696178', '9.26200710744', '41.1153629333', '61.4616479444', '7.1395295', '13.6409523125', '60.8717096352', '42.5721621333', '41.588598497', '0.67126275', '46.3777115568', '47.7041747222', '18.1295726777', '32.42255451', '2.20887585714', '0.6034910625', '3.64856679012', '5.75068366667', '27.06999664', '45.6720534', '4.0098046816', '5.71213576955', '35.0725522676', '1.92812161157', '49.5992265124', '44.3987966272', '67.0906749198', '48.510813037', '20.0326038611', '16.458248', '7.21906384', '34.5390453318', '26.6566971025', '34.1529714583', '43.8052937024', '32.5128254201', '34.8418206667', '37.7638503265', '1.1032048125', '49.0045817439', '44.438663258', '41.9763239259', '36.1446489132', '43.0925776296', '0.0', '43.5628960947', '16.6504142659', '38.5972473878', '27.7417617099', '15.5947571818'];-1.2999999999999972;True;[[0.7359809]];0.0
Bro022.segment.41;54.571;56.64;54.86;55.491;[];[];-1.7800000000000011;True;[[0.39754415]];0.0
Bro022.segment.44;56.566;57.886;57.597;67.29;['0.00000', '0.50461', '0.96580', '0.50635', '0.92711', '1.37373', '1.78862', '1.61936', '1.47993', '1.14691', '1.58462'];['0.0', '42.5631887347', '27.487354', '37.370615875', '32.1807021183', '37.71823276', '5.25695746939', '9.488343875', '4.25432224', '54.4159229005', '9.33058608'];-0.2890000000000015;True;[[0.3963662]];0.0
Bro022.segment.45;57.597;67.29;59.724;62.295;[];[];-7.56600000000001;True;[[0.45060202]];0.0
Bro022.segment.50;67.737;69.687;69.828;71.288;['0.39520', '1.47380', '1.43570', '0.86245', '0.84650', '1.19929', '0.67538', '0.53674'];['35.6693609689', '2.27451251556', '5.52169635503', '39.3846786735', '43.29512368', '25.5577818333', '43.17891525', '42.9507480996'];0.1410000000000053;True;[[0.5300182]];0.0
Bro022.segment.52;71.02;73.37;71.288;72.379;['0.75222', '0.86175', '1.43297', '1.43625', '0.85497', '1.36101', '1.30810'];['52.4551425689', '48.4720091953', '0.582611183432', '3.536291965', '49.6831767099', '1.87753340972', '2.37780885417'];-2.082000000000008;True;[[0.75764966]];0.0
Bro022.segment.54;73.81;74.69;74.503;77.883;['1.41096', '1.05282', '1.47631', '1.51598', '1.52092', '1.34155'];['27.0254434545', '19.4256495625', '2.09068321893', '1.13609765432', '2.27611445312', '24.886035898'];-0.1869999999999976;True;[[0.46682063]];0.0
Bro022.segment.55;74.503;77.883;76.57;76.85;['1.41395', '1.44645', '1.38178', '1.32443', '0.59731', '0.00000', '0.76007', '1.30094'];['2.20484024', '0.579523185185', '2.48742359259', '6.38414347971', '49.5865659671', '0.0', '39.6122336862', '40.9633520831'];-1.3130000000000024;True;[[0.52465904]];0.0
Bro022.segment.56;76.57;76.85;78.23;79.141;[];[];1.3800000000000097;False;[[0.05855546]];0.0
Bro022.segment.57;78.373;84.613;84.689;85.599;['1.37699', '0.78186', '0.32135', '0.79028', '0.91956', '1.32389', '1.43312', '1.52719', '1.46535', '1.40608', '1.38166', '1.10364', '1.37915', '1.05832', '0.66456', '0.43478'];['65.84404608', '38.9439910222', '32.0123790476', '47.630464679', '62.458807562', '35.9685176198', '3.19220883333', '6.20970650099', '1.26442891667', '2.81666622222', '1.10156230624', '25.4217121797', '9.96628536409', '25.2928029852', '45.1386285124', '41.8689002844'];0.0759999999999934;True;[[0.12303665]];0.0
Bro022.segment.60;84.757;87.252;88.53;96.43;[];[];1.2780000000000058;False;[[0.3591414]];0.0
Bro022.segment.61;88.53;96.43;96.99;108.33;['0.99482', '0.73207', '0.68305', '0.58359', '0.54580', '0.53482', '1.23948', '1.22313', '1.20743', '0.61401', '0.92500', '0.36307', '0.92425', '0.77281', '0.72924', '0.78060', '1.29727', '1.25275', '0.63144'];['40.2607571302', '54.696141125', '54.4359049244', '50.8696221736', '45.3097175309', '47.0102012457', '1.34149927891', '1.17440204167', '13.3648160055', '48.0597723447', '37.7608255291', '38.2967460208', '41.6190630575', '42.9558597467', '45.8820092632', '51.8415021235', '5.394237375', '1.02493625', '47.1780254583'];0.5599999999999881;False;[[0.56438947]];0.0
Bro022.segment.62;96.99;108.33;108.84;110.13;['1.07217', '1.31330', '1.26405', '0.87237', '0.82283', '1.02429', '0.62750', '1.25046', '0.88675', '0.86222', '0.80211', '0.87330', '0.95067', '0.25687', '0.51576', '0.34292', '1.12641', '1.19083', '0.86608', '0.89861', '0.50559', '0.95662', '1.07458', '1.00186', '1.04021', '0.00000', '0.00000', '0.83776', '1.21806', '0.76473', '0.48974', '1.14096'];['22.9039331607', '5.38751263905', '1.0742273', '48.362460281', '37.832140355', '34.6627005558', '46.8834315', '19.7111980399', '39.2611155117', '46.0145770918', '49.3531717024', '43.4985303492', '42.0366646837', '26.86913712', '41.1038697956', '38.6259934435', '25.3459215363', '19.5883912893', '50.6413854783', '44.7593816667', '44.7703775693', '30.8628624464', '18.4759961157', '27.7234779424', '31.111019625', '0.0', '0.0', '38.5187944615', '0.274194583333', '42.8519760937', '40.6564332099', '9.30632755208'];0.5100000000000051;True;[[0.40177792]];0.0
Bro022.segment.63;108.84;110.13;110.63;119.16;['1.49980', '1.10614', '1.10778', '1.44724', '0.92947'];['5.33430425', '40.8191785833', '34.4249309695', '1.67506735', '48.0856945417'];0.5;True;[[0.5331806]];0.0
Bro022.segment.64;110.63;119.16;112.06;112.24;['1.03511', '1.18170', '1.23585', '0.88162', '1.29642', '1.78650', '1.85762', '1.61364', '1.39180', '1.03122', '0.88600', '1.17719', '0.81027', '1.26151', '1.17865', '1.00932', '1.01612', '1.45823', '1.15793'];['50.0354329391', '47.0880971022', '46.5431907822', '48.7922788203', '18.4497802268', '14.25847985', '5.75725074074', '8.527258375', '5.62903264844', '28.017129157', '46.2472261893', '26.956409137', '55.0353436364', '25.31837924', '40.0489518281', '37.602802716', '41.0925925561', '18.9003369722', '23.2739497112'];-7.099999999999994;True;[[0.18789244]];0.0
Bro022.segment.65;112.06;112.24;114.0;114.66;['1.08607'];['30.0857227467'];1.7600000000000051;False;[[0.8668168]];0.0
Bro022.segment.66;114.0;114.66;119.47;120.64;['0.45807', '0.58669', '0.69111'];['45.0771791111', '46.1866883911', '43.7201332041'];4.810000000000002;False;[[0.6525253]];0.0
Bro022.segment.67;119.47;120.64;120.82;122.21;['1.01656', '0.98486'];['42.5019942985', '46.0405846667'];0.1799999999999926;True;[[0.6375243]];0.0
Bro022.segment.68;120.82;122.21;121.547;121.867;['1.00955'];['39.0046335458'];-0.6629999999999967;True;[[0.7404634]];0.0
Bro022.segment.69;121.547;121.867;122.178;123.464;[];[];0.3109999999999928;False;[[0.9575143]];0.0
Bro022.segment.70;122.178;123.464;123.528;124.418;[];[];0.0640000000000071;True;[[0.9575143]];0.0
Bro022.segment.71;123.528;124.418;124.34;127.6;[];[];-0.0780000000000029;True;[[0.16621324]];0.0
