segID;StartTimeA;EndTimeA;StartTimeB;EndTimeB;f0_means;f0_stds;pause;speakerChange;similarity;boundary
Bmr012.segment.2;5.768;6.108;6.106;6.406;[];[];-0.0019999999999997;True;[[0.6664781]];0.0
Bmr012.segment.1;6.106;6.406;8.963;14.005;['0.56565'];['51.6323418147'];2.5569999999999995;True;[[0.6495621]];0.0
Bmr012.segment.3;8.963;14.005;13.765;22.389;[];[];-0.2400000000000002;False;[[0.7031868]];0.0
Bmr012.segment.5;13.765;22.389;13.964;15.524;[];[];-8.424999999999999;True;[[0.5755156]];0.0
Bmr012.segment.4;13.964;15.524;14.129;15.449;['0.00000', '0.52494', '0.00000', '1.01065', '1.08112', '1.00478', '1.30355', '1.35637', '1.37352', '0.71422'];['0.0', '45.511726', '0.0', '51.846923787', '36.0581044762', '24.3670652231', '2.30026153719', '3.6514140355', '1.14709942561', '43.9677630533'];-1.3949999999999996;True;[[0.53276944]];0.0
Bmr012.segment.6;14.129;15.449;14.656;19.069;['0.00000', '0.95006', '0.93497', '1.32305', '1.27016', '1.13203', '0.61681'];['0.0', '40.6301064218', '41.7214784762', '4.45557816568', '0.221371625', '14.4425292778', '45.9658774102'];-0.7929999999999993;True;[[0.44616008]];0.0
Bmr012.segment.7;14.656;19.069;16.032;17.612;[];[];-3.036999999999999;True;[[0.6795989]];0.0
Bmr012.segment.8;16.032;17.612;21.086;22.584;['1.08282', '1.71984', '1.74403', '1.78016'];['62.2492894567', '5.48017809524', '3.33806385', '5.4007011746'];3.474;True;[[0.75242263]];0.0
Bmr012.segment.9;21.086;22.584;21.376;23.046;[];[];-1.2079999999999984;True;[[0.7632793]];0.0
Bmr012.segment.10;21.376;23.046;24.616;25.831;['0.00000', '0.69314'];['0.0', '53.5294279168'];1.5700000000000005;True;[[0.14757842]];0.0
Bmr012.segment.12;25.054;38.414;25.385;26.285;[];[];-13.029;True;[[0.09329996]];0.0
Bmr012.segment.13;25.385;26.285;25.425;27.365;['1.22236', '1.31298'];['54.1715954568', '57.7784292549'];-0.8599999999999994;True;[[0.6193351]];0.0
Bmr012.segment.14;25.425;27.365;25.547;26.936;['0.78406', '1.34876', '0.76661', '0.55125'];['51.6411846644', '47.2534126352', '53.6477875455', '40.9880378301'];-1.8179999999999976;True;[[0.53230405]];0.0
Bmr012.segment.16;27.499;28.229;27.626;29.116;['0.73939'];['58.3834742016'];-0.602999999999998;True;[[0.69265425]];0.0
Bmr012.segment.17;27.626;29.116;33.518;34.078;['1.39974', '1.73884', '0.77114', '0.88166'];['37.6705496033', '2.64361076446', '59.1852347929', '58.0227864271'];4.402000000000001;True;[[0.6526301]];0.0
Bmr012.segment.18;33.518;34.078;34.123;36.023;[];[];0.0449999999999946;True;[[0.5269898]];0.0
Bmr012.segment.19;34.123;36.023;38.092;39.822;['0.28883', '0.00000', '0.00000'];['32.2026813473', '0.0', '0.0'];2.0689999999999955;True;[[0.47476506]];0.0
Bmr012.segment.20;38.092;39.822;40.029;43.149;['0.13155', '0.91457', '1.76694', '2.10694', '1.72426', '1.50111', '1.40853', '1.64907'];['19.6737128926', '64.4787457959', '12.1692757531', '9.38319585714', '17.64722193', '3.39208', '4.90310735802', '32.7097162857'];0.2070000000000007;True;[[0.374645]];0.0
Bmr012.segment.21;40.029;43.149;43.125;45.175;['0.23992', '0.74032', '1.16520', '1.15751', '1.02749', '0.80978', '0.82485', '1.02478', '1.06884', '0.84874', '1.09688'];['27.6245749112', '44.3243168533', '2.3875785', '3.52029532292', '22.53857081', '30.3020747', '32.4903210526', '3.62253872449', '2.40066696296', '26.0593680053', '2.85479267769'];-0.0240000000000009;True;[[0.4118379]];0.0
Bmr012.segment.22;43.125;45.175;44.697;49.283;['1.37490', '0.00000', '0.50053', '0.54808', '0.78064', '0.42895'];['68.7556279206', '0.0', '88.5167358222', '96.926145', '98.0894129584', '82.1527678843'];-0.4779999999999944;True;[[0.8235693]];0.0
Bmr012.segment.23;44.697;49.283;45.434;57.964;['0.00000', '0.95006', '0.93497', '1.32305', '1.27016', '1.13203', '0.61681', '0.23992', '0.74032', '1.16520', '1.15751', '1.02749', '0.80978', '0.82485', '1.02478', '1.06884', '0.84874', '1.09688', '0.95467', '0.79248', '0.57478'];['0.0', '40.6301064218', '41.7214784762', '4.45557816568', '0.221371625', '14.4425292778', '45.9658774102', '27.6245749112', '44.3243168533', '2.3875785', '3.52029532292', '22.53857081', '30.3020747', '32.4903210526', '3.62253872449', '2.40066696296', '26.0593680053', '2.85479267769', '31.7543052099', '39.5394596', '57.3558822222'];-3.849000000000004;True;[[0.25250697]];0.0
Bmr012.segment.24;45.434;57.964;45.581;46.991;['0.94781', '1.59758', '1.18867', '0.76021', '1.06687', '2.00465', '1.61109', '1.38285', '0.92629', '0.84672', '1.73068', '0.98945', '0.57816', '1.13852', '1.43593', '0.92365', '1.34528', '0.63640', '0.00000', '1.41969', '2.05184', '1.82576', '0.69982', '1.35398', '0.70915', '1.15067', '0.71734', '1.36415', '0.83966', '0.86195', '0.94711', '1.50444', '1.35566', '0.63367', '0.25833', '0.88076', '0.37840', '1.18345', '0.75272', '0.55252', '0.77590', '0.83161', '1.19411', '1.56167', '1.35063'];['52.67516875', '2.94408013223', '39.6368720781', '48.0308682216', '55.3394145802', '18.7304127222', '58.6063199504', '36.8894946133', '49.42001592', '52.1248217041', '7.168433045', '52.78975104', '46.2525919453', '17.6389117778', '32.26645018', '41.0659617333', '21.27196145', '51.1995671913', '0.0', '58.5193220604', '11.1576679375', '6.161644375', '50.6021387325', '26.0078256181', '48.9250432937', '28.5430292305', '47.8401978', '47.1843693715', '52.2647047378', '49.2724933469', '49.2732590247', '3.1785497284', '8.92071994444', '45.5111690592', '27.3270918454', '36.01731809', '33.6481405333', '2.36881444', '33.4665385079', '42.1117875918', '38.8092942656', '34.6628466406', '2.62394562153', '24.1490955625', '16.06879508'];-12.382999999999996;True;[[0.2994193]];0.0
Bmr012.segment.25;45.581;46.991;46.271;57.656;['0.28298', '0.22512'];['31.53094888', '26.5653815832'];-0.7199999999999989;True;[[0.28431463]];0.0
Bmr012.segment.26;46.271;57.656;54.804;60.514;[];[];-2.8519999999999968;True;[[0.4049063]];0.0
Bmr012.segment.27;54.804;60.514;59.988;62.021;['0.91395', '0.59969', '0.82143', '0.47875', '1.55477', '1.32370', '1.18153', '1.42109', '1.12114', '0.86839', '0.88650', '1.36811', '1.15044'];['65.1544225066', '57.121288', '50.6236206778', '47.7725533333', '9.90490392857', '30.30849075', '31.3964492083', '0.694941625', '41.9530226875', '51.99215508', '44.2305083704', '1.5738793125', '32.9433766328'];-0.5260000000000034;True;[[0.3742233]];0.0
Bmr012.segment.28;59.988;62.021;60.1;63.639;[];[];-1.921;True;[[0.37664562]];0.0
Bmr012.segment.29;60.1;63.639;61.473;61.803;[];[];-2.166000000000004;True;[[0.43564004]];0.0
Bmr012.segment.30;61.473;61.803;62.103;66.133;['1.15522'];['45.2257107917'];0.3000000000000042;True;[[0.5912454]];0.0
Bmr012.segment.31;62.103;66.133;62.163;64.063;['0.53041', '0.64703', '0.05641', '0.19340', '0.87729', '1.16939', '0.54878', '0.00000', '0.00000', '0.71385', '0.00000'];['46.8999176296', '97.4862758776', '13.7166800833', '36.6456759184', '103.429455358', '103.400680222', '103.980793163', '0.0', '0.0', '105.200392222', '0.0'];-3.969999999999999;True;[[0.46364868]];0.0
Bmr012.segment.32;62.163;64.063;64.245;69.155;['1.20240', '1.44604', '1.08902', '1.21733', '0.97134', '1.00896', '0.92967', '1.18888', '0.91212'];['22.2758450035', '10.4717803704', '25.6476202857', '14.7190368163', '35.5394727059', '31.4627425868', '27.83066284', '1.00262575', '42.3397348008'];0.1820000000000021;True;[[0.58928365]];0.0
Bmr012.segment.33;64.245;69.155;64.829;65.059;['0.67105', '0.80090', '0.79550', '1.07274', '0.56117', '0.00000', '0.60682', '0.70183', '1.20941', '1.07561', '0.79055', '0.95255', '0.31888', '1.04685'];['59.5212629136', '47.3589655748', '43.2979076033', '1.09763361983', '51.2810124251', '0.0', '48.4416223289', '53.554538673', '7.4105526759', '5.83566853061', '40.2446097347', '7.94769743618', '39.7750854687', '4.59810223868'];-4.326000000000008;True;[[0.37230995]];0.0
Bmr012.segment.34;64.829;65.059;66.341;75.281;['0.96544'];['40.6648710582'];1.2819999999999965;True;[[0.24362104]];0.0
