segID;StartTimeA;EndTimeA;StartTimeB;EndTimeB;f0_means;f0_stds;pause;speakerChange;similarity;boundary
Bed003.segment.7;38.951;39.261;39.301;40.043;['0.39493'];['43.1625696786'];0.0399999999999991;True;[[0.85113335]];0.0
Bed003.segment.9;39.301;40.043;39.371;40.083;[];[];-0.671999999999997;True;[[0.7680434]];0.0
Bed003.segment.12;40.083;42.04;40.539;40.949;['1.25953', '0.95969'];['49.2437297812', '44.6393852045'];-1.5009999999999977;True;[[0.652]];0.0
Bed003.segment.13;40.539;40.949;41.08;43.001;['0.67755', '0.72568', '0.51248'];['57.229763858', '70.9447625325', '43.9890560556'];0.1310000000000002;True;[[0.7926538]];0.0
Bed003.segment.15;41.77;42.13;42.48;43.66;['1.09296'];['101.872296008'];0.3499999999999943;False;[[0.35426736]];0.0
Bed003.segment.16;42.48;43.66;43.151;44.051;['0.22886', '1.28938', '1.47266', '1.32054', '0.99141'];['27.02452872', '63.9720660554', '10.7968948927', '2.22237141021', '41.1672155417'];-0.5089999999999932;True;[[0.16840547]];0.0
Bed003.segment.17;43.151;44.051;43.769;44.425;['0.63423', '0.81687', '0.75320'];['62.707821085', '51.1642966713', '42.9639099141'];-0.2820000000000036;True;[[0.14118457]];0.0
Bed003.segment.19;45.118;45.868;46.34;47.78;['0.08328', '0.91175', '0.86503'];['11.40106536', '35.672802', '32.1793315939'];0.4720000000000013;True;[[0.56994516]];0.0
Bed003.segment.20;46.34;47.78;46.56;47.27;['0.00000', '0.00000', '0.00000', '0.00000', '0.00000', '0.54122', '0.92087'];['0.0', '0.0', '0.0', '0.0', '0.0', '65.3793545255', '51.2910143327'];-1.2199999999999989;True;[[0.31460214]];0.0
Bed003.segment.21;46.56;47.27;47.691;57.105;['0.99445', '0.99567'];['58.8264821667', '41.066506526'];0.4209999999999994;True;[[0.14861819]];0.0
Bed003.segment.22;47.691;57.105;47.77;47.96;[];[];-9.334999999999994;True;[[-0.03809691]];0.0
Bed003.segment.23;47.77;47.96;51.11;52.77;['0.87453'];['37.8973389297'];3.1499999999999986;True;[[0.93414074]];0.0
Bed003.segment.25;54.24;55.02;57.105;60.534;[];[];2.0849999999999937;True;[[0.63274926]];0.0
Bed003.segment.26;57.105;60.534;65.894;68.917;[];[];5.360000000000007;False;[[0.5809818]];0.0
Bed003.segment.27;65.894;68.917;66.6;67.31;[];[];-2.317000000000008;True;[[0.52400297]];0.0
Bed003.segment.29;70.158;77.35;74.75;77.37;[];[];-2.5999999999999943;True;[[0.43245775]];0.0
Bed003.segment.30;74.75;77.37;77.35;81.792;[];[];-0.0200000000000102;True;[[0.37473702]];0.0
Bed003.segment.32;77.35;81.792;77.37;77.86;[];[];-4.421999999999997;True;[[0.5933136]];0.0
Bed003.segment.31;77.37;77.86;77.86;78.16;[];[];0.0;False;[[0.65102255]];0.0
Bed003.segment.33;77.86;78.16;79.643;80.649;['0.96885'];['55.7700658412'];1.483000000000004;True;[[0.59836805]];0.0
Bed003.segment.34;79.643;80.649;79.911;82.241;[];[];-0.7379999999999995;True;[[0.49922663]];0.0
Bed003.segment.35;79.911;82.241;80.7;81.58;['1.05616', '1.21795', '1.39005', '1.20092', '1.16094', '1.20784', '0.60176', '1.25699', '0.58239', '0.72140'];['10.5438211406', '4.92020347107', '7.09813968182', '3.2845565', '1.25156980556', '2.10498809877', '48.8189441422', '4.18677781481', '44.2946232', '48.0087249141'];-1.5409999999999968;True;[[0.5562623]];0.0
Bed003.segment.36;80.7;81.58;81.601;82.38;[];[];0.0210000000000007;True;[[0.76240784]];0.0
Bed003.segment.37;81.601;82.38;82.38;83.67;[];[];0.0;False;[[0.51156396]];0.0
Bed003.segment.38;82.38;83.67;83.48;84.421;['1.42045', '1.06849', '1.19335'];['4.21294370248', '33.2715423704', '14.8127857333'];-0.1899999999999977;True;[[0.25964454]];0.0
Bed003.segment.40;84.397;90.971;84.461;85.381;[];[];-6.510000000000005;True;[[0.25571364]];0.0
Bed003.segment.41;84.461;85.381;85.1;86.01;['1.26751', '1.51113', '1.03549', '0.61150'];['34.0241048097', '3.06214176331', '36.6190891852', '45.1798013976'];-0.2810000000000059;True;[[0.46579263]];0.0
Bed003.segment.44;90.8;91.75;95.32;99.47;[];[];3.569999999999993;True;[[0.43241975]];0.0
Bed003.segment.45;95.32;99.47;97.34;98.16;['0.00000', '0.77188', '0.90898', '0.86393', '0.33437', '0.00074', '0.00000', '0.20158', '1.46893'];['0.0', '82.5457614388', '76.7776172663', '79.053801', '43.1130675372', '0.103068138408', '0.0', '30.0594984088', '49.957327185'];-2.1299999999999955;True;[[0.6058738]];0.0
Bed003.segment.48;100.37;103.36;102.05;102.79;['1.09266', '1.14461', '1.48671', '1.04627', '0.91034', '0.97089', '0.00000', '0.74721'];['46.2335018848', '43.5272569583', '2.14038103704', '56.170636526', '46.1580387407', '31.1187980187', '0.0', '48.711338449'];-1.3100000000000025;True;[[0.56092715]];0.0
Bed003.segment.50;102.441;103.211;104.267;107.38;['0.97774', '0.97792'];['89.4680114444', '56.97149813'];1.0559999999999974;True;[[0.88059324]];0.0
Bed003.segment.51;104.267;107.38;107.61;109.56;[];[];0.2300000000000039;True;[[0.6418303]];0.0
Bed003.segment.53;107.63;109.46;110.462;111.74;[];[];1.0020000000000095;False;[[0.5949093]];0.0
Bed003.segment.56;111.277;111.637;112.78;113.37;[];[];1.143000000000001;False;[[0.9526905]];0.0
Bed003.segment.57;112.78;113.37;113.11;114.31;['0.92184'];['51.1208654396'];-0.2600000000000051;True;[[0.42641553]];0.0
Bed003.segment.59;114.78;117.71;119.955;121.405;['0.44493', '0.53437', '0.55315', '0.91123', '1.17887', '1.26981', '1.27344', '1.26692', '0.69508', '0.47058', '1.04947'];['48.0302833382', '52.254568102', '22.9475964793', '13.910118449', '11.5105703776', '5.200643505', '0.156148247934', '0.244537416667', '45.3126138367', '33.4047334133', '11.5414569333'];2.2450000000000045;False;[[0.4418784]];0.0
Bed003.segment.60;119.955;121.405;121.975;123.015;['1.10237'];['41.921124475'];0.5699999999999932;True;[[0.51062584]];0.0
Bed003.segment.61;121.975;123.015;123.5;123.918;['0.65766', '1.59756', '1.47174', '0.89318', '0.00000', '0.46182', '0.47774', '1.41944'];['68.2713472189', '9.477966375', '1.22634031405', '57.950028284', '0.0', '51.9362862222', '53.7261871746', '51.6204637778'];0.4849999999999994;False;[[0.51753247]];0.0
Bed003.segment.62;123.5;123.918;123.51;124.75;[];[];-0.4080000000000012;True;[[0.5574826]];0.0
Bed003.segment.63;123.51;124.75;124.98;126.01;['0.84282', '1.39674', '1.41860', '1.36663', '1.09658', '0.53017', '0.97016', '1.13913', '1.19613'];['48.0762584063', '2.21546933333', '1.70738234667', '1.45555288889', '30.3278631405', '50.4030846875', '55.340054625', '50.9633760554', '49.6215400661'];0.2300000000000039;True;[[0.5024671]];0.0
Bed003.segment.64;124.98;126.01;126.01;127.94;[];[];0.0;True;[[0.7803522]];0.0
Bed003.segment.65;126.01;127.94;127.73;128.62;[];[];-0.2099999999999937;True;[[0.8346626]];0.0
Bed003.segment.66;127.73;128.62;128.217;128.507;['0.89126'];['49.3527484063'];-0.4029999999999916;True;[[0.8538617]];0.0
Bed003.segment.67;128.217;128.507;128.43;133.53;[];[];-0.0769999999999981;True;[[0.6048079]];1.0
