segID;StartTimeA;EndTimeA;StartTimeB;EndTimeB;f0_means;f0_stds;pause;speakerChange;similarity;boundary
Bmr026.segment.1;0.04;0.14;0.517;1.127;['1.11497'];['37.01872788'];0.377;True;[[0.8623017]];0.0
Bmr026.segment.2;0.517;1.127;1.751;6.731;['1.49127'];['3.65084760947'];0.6239999999999999;False;[[0.10915842]];0.0
Bmr026.segment.3;1.751;6.731;7.532;9.972;['1.08402', '1.76901', '0.61633', '0.06042', '0.26875', '1.20638', '1.86593', '1.76411', '1.12251', '1.13600', '1.61013', '1.14660', '1.16185', '1.34466', '1.09001', '1.64041', '1.13157', '1.38242', '1.80038', '1.50436', '1.23917'];['57.2139608264', '9.60085412245', '42.9812632449', '3.84360965289', '34.1312818438', '70.03952624', '5.12592788', '3.21432496', '67.0868586851', '57.709246525', '5.509336125', '36.6039517041', '35.5906833', '21.6853516049', '64.721364657', '8.92307844234', '36.1079300165', '43.8707386531', '9.65518706944', '13.6782797663', '21.7538125156'];0.8010000000000002;False;[[0.38581207]];0.0
Bmr026.segment.4;7.532;9.972;10.057;10.914;['0.86853', '1.48660', '1.45186', '1.43779', '1.07070', '0.95800', '0.82617', '1.31153', '0.66545', '0.71643', '1.18248', '0.93222'];['53.4805409734', '4.14341029333', '2.6859408284', '1.82157350413', '31.95818536', '36.8483197507', '47.965496', '3.04573409467', '38.63424624', '44.5650940408', '11.6933739335', '28.485569662'];0.0850000000000008;False;[[0.15265504]];0.0
Bmr026.segment.7;11.064;11.564;11.431;13.353;['1.19399'];['54.4657835902'];-0.1330000000000009;True;[[0.30727246]];0.0
Bmr026.segment.11;13.885;18.445;18.93;22.2;['1.07438', '1.15220', '0.80962', '1.04034', '0.62562', '0.61183', '0.94502', '1.64528', '1.05614', '1.19018', '1.81188', '1.12201', '0.57447', '0.86450', '0.74788', '0.00000'];['35.4408753099', '20.6279447273', '59.207446281', '50.3328509259', '52.4648292069', '57.0877162806', '52.7550218343', '3.86604252778', '53.0623743817', '54.5516282992', '1.25521293827', '59.2189442645', '50.0281194', '61.0428039883', '64.3717560618', '0.0'];0.4849999999999994;True;[[0.3604496]];0.0
Bmr026.segment.12;18.93;22.2;21.661;22.681;[];[];-0.5389999999999979;True;[[0.55257535]];0.0
Bmr026.segment.13;21.661;22.681;22.86;24.112;['1.47054', '1.30955', '0.49906'];['5.39052528', '2.66592402367', '44.2192806247'];0.1789999999999985;False;[[0.16918994]];0.0
Bmr026.segment.15;22.89;26.45;24.145;25.454;['1.11683', '0.53013', '0.96150', '1.40264', '1.06001', '1.26760', '1.28486', '1.31554', '1.08609', '1.16328', '1.21750', '0.84906', '0.83321', '1.06238', '0.90292'];['40.29485325', '44.294231169', '31.6041786122', '7.02464811111', '44.3707778667', '1.20583363265', '1.53358388889', '0.857859959184', '26.1239786111', '16.7332249789', '2.86718227083', '34.4633025234', '36.5972790813', '11.1274129256', '23.1745970737'];-2.305;True;[[0.23953027]];0.0
Bmr026.segment.17;26.786;29.36;27.09;28.45;[];[];-2.27;True;[[0.5765588]];0.0
Bmr026.segment.18;27.09;28.45;27.57;29.24;['1.31583', '1.18658', '0.96044', '0.64125', '0.97600'];['4.03452152344', '3.05930451211', '18.0587834568', '46.2725719615', '33.9312661836'];-0.879999999999999;True;[[0.36481118]];0.0
Bmr026.segment.20;28.851;29.446;29.43;34.44;[];[];-0.0160000000000017;True;[[0.17977811]];0.0
Bmr026.segment.21;29.43;34.44;35.017;36.397;['0.74498', '1.04452', '1.23999', '0.80958', '0.81351', '1.23496', '1.12137', '0.81995', '0.69588', '1.05364', '1.22821', '1.18571', '0.75225', '0.98649', '1.15658', '1.27243', '0.61404', '1.08339', '1.05372', '0.93219', '0.86147', '1.08215', '0.89841', '0.62085', '0.40997'];['40.3183629375', '37.8454314688', '8.8454969', '32.6302050413', '41.9659964014', '5.50989712963', '6.25117686505', '35.7021482699', '37.660597125', '19.7031367422', '7.34430182', '1.42108547152e-14', '37.0962072917', '18.5699953951', '0.75114276', '10.5086772449', '38.7702414531', '4.62480519008', '8.722312125', '27.14217146', '29.6570608719', '1.7126348', '20.5573080083', '38.4002838367', '34.8040858131'];0.5770000000000053;False;[[0.43299535]];0.0
Bmr026.segment.22;35.017;36.397;35.017;36.022;['0.81448', '0.78987', '0.54320', '1.06532', '0.72301', '0.82691'];['31.3455557689', '32.5486932231', '39.1969724', '3.90091028125', '24.0793438935', '23.8678196267'];-1.3799999999999957;True;[[0.6234674]];0.0
Bmr026.segment.24;37.12;37.89;37.28;38.13;[];[];-0.6099999999999994;True;[[0.4458154]];0.0
Bmr026.segment.25;37.28;38.13;39.28;41.27;['0.65035', '1.39693', '0.95564', '0.23487', '0.59237'];['51.4877150083', '3.148614', '40.45030712', '26.4732727778', '46.5720106944'];1.1499999999999986;True;[[0.46940523]];0.0
Bmr026.segment.26;39.28;41.27;41.82;42.71;['1.36255', '0.63029', '0.45828', '1.06398', '1.08842'];['21.4255806803', '53.3938359122', '44.09262', '30.6623522903', '18.5371044413'];0.5499999999999972;False;[[0.6449866]];0.0
Bmr026.segment.27;41.82;42.71;43.25;47.18;['1.41249', '1.35927', '1.34090', '1.23830', '1.19642'];['3.77492202768', '2.19722914286', '2.49725381818', '2.08475900826', '1.24131113889'];0.5399999999999991;False;[[0.5851726]];0.0
Bmr026.segment.28;43.25;47.18;47.9;48.19;['0.48180', '0.60723', '1.16064', '0.74412', '0.57837', '0.81304', '0.94831', '0.57970'];['41.7200065333', '40.4466911716', '6.47352562963', '48.8138904959', '39.8779762615', '38.0852658678', '40.2527357439', '43.5484342993'];0.7199999999999989;False;[[0.519174]];0.0
Bmr026.segment.29;47.9;48.19;49.14;50.06;['0.58554'];['42.2522876364'];0.9500000000000028;False;[[0.49588025]];0.0
Bmr026.segment.30;49.14;50.06;50.28;52.74;['1.33964', '1.11908', '0.33619'];['6.6785855', '24.4592949383', '35.2858886612'];0.2199999999999988;True;[[0.23739927]];0.0
Bmr026.segment.31;50.28;52.74;50.593;51.703;['1.38844', '1.07943', '1.39079', '0.94404', '1.01446', '0.98809', '1.26498', '0.79411'];['31.1610398667', '16.5859435556', '20.80172728', '48.2807122659', '53.6465339864', '41.9459148667', '22.73958836', '49.1403052295'];-2.1469999999999985;True;[[0.41744503]];0.0
Bmr026.segment.32;50.593;51.703;52.73;56.616;['1.40812', '1.16943'];['4.93026201653', '19.9696344047'];1.026999999999994;False;[[0.57915294]];0.0
Bmr026.segment.33;52.73;56.616;52.799;53.239;[];[];-3.817;True;[[0.37954584]];0.0
Bmr026.segment.34;52.799;53.239;56.61;57.89;['1.04289'];['44.6157651797'];3.371000000000002;True;[[0.30191702]];0.0
Bmr026.segment.35;56.61;57.89;56.922;57.705;['0.41548', '0.97037', '0.50747', '0.45685', '0.75756'];['43.8419854545', '24.6394388928', '32.7240898765', '50.9884860355', '44.4896548855'];-0.9680000000000036;True;[[0.4019435]];0.0
Bmr026.segment.36;56.922;57.705;58.23;62.9;[];[];0.5249999999999986;True;[[0.36931527]];0.0
Bmr026.segment.37;58.23;62.9;60.463;60.733;['1.55077', '1.64710', '1.49662', '1.52793', '1.45905', '1.30220', '1.18180', '1.10144', '1.39604', '1.22574', '1.23922', '1.20070', '1.17514', '0.50831', '1.04571'];['9.81719407031', '3.25996838776', '4.07813255111', '2.02483791736', '2.736642375', '21.018510254', '9.121682', '25.420539075', '4.303601795', '3.6398674', '1.47164116898', '1.10509466', '0.544418', '32.0945446719', '4.6591986'];-2.4369999999999976;True;[[0.30824977]];0.0
Bmr026.segment.38;60.463;60.733;63.501;64.061;[];[];2.7680000000000007;True;[[0.6513652]];0.0
Bmr026.segment.39;63.501;64.061;64.54;65.66;['1.10676'];['12.3479860276'];0.4789999999999992;False;[[0.3379917]];0.0
Bmr026.segment.40;64.54;65.66;65.129;65.929;['0.96295', '1.28834', '1.14515'];['34.7431178125', '1.10159241667', '11.1533471'];-0.5309999999999917;True;[[0.91598296]];0.0
