segID;StartTimeA;EndTimeA;StartTimeB;EndTimeB;f0_means;f0_stds;pause;speakerChange;similarity;boundary
Btr002.segment.1;0.04;1.35;1.177;4.117;['0.00000', '0.37277', '1.41521', '0.61826', '0.23062'];['0.0', '86.1105568', '52.4557900384', '60.6641590036', '31.0767340489'];-0.173;True;[[0.2747869]];0.0
Btr002.segment.5;4.632;9.192;9.372;11.602;['0.70945', '1.27397', '1.66569', '1.38713', '0.77918', '0.54137', '0.66926', '0.41026', '0.77632', '0.10595', '0.41549', '1.04808', '1.54473', '0.95428', '0.65472'];['103.956190531', '85.9696625762', '9.43865024221', '86.5217493835', '105.453062343', '92.5496013333', '98.0678137959', '75.9802599753', '116.125270139', '24.697785124', '68.9406755986', '94.4916479592', '85.3123878763', '111.230170716', '109.773859837'];0.1799999999999997;False;[[0.41677204]];0.0
Btr002.segment.6;9.372;11.602;10.519;11.683;['0.18519', '0.64985', '0.90709', '0.70377', '0.46299', '0.61467', '1.38349'];['36.9343006667', '106.043747149', '116.301938786', '112.791506016', '89.04269025', '113.48601961', '154.439540017'];-1.0830000000000002;True;[[0.40515184]];0.0
Btr002.segment.7;10.519;11.683;11.85;13.02;[];[];0.1669999999999998;True;[[0.4721002]];0.0
Btr002.segment.8;11.85;13.02;12.141;13.641;[];[];-0.8789999999999996;True;[[0.6422932]];0.0
Btr002.segment.9;12.141;13.641;12.966;13.456;['0.63000'];['82.8784976327'];-0.6750000000000007;True;[[0.8178687]];0.0
Btr002.segment.10;12.966;13.456;13.032;15.842;['2.21060'];['92.465751649'];-0.4239999999999995;True;[[0.6268397]];0.0
Btr002.segment.11;13.032;15.842;14.978;16.341;['1.21399', '2.02953', '2.07220', '0.96115', '1.09445', '1.10111', '1.41526', '0.87688', '1.19818', '1.08857', '1.68148', '0.99850', '0.74442', '1.05140', '0.65985', '0.79866', '0.00000', '0.63283'];['87.8935532', '5.07079744444', '5.21854017751', '123.233366278', '93.5495166667', '94.1190965185', '44.0027553148', '63.2110132654', '71.4710893125', '65.2669306', '16.8358638333', '55.2503948757', '92.7236484533', '60.0517494844', '72.516433102', '93.090515124', '0.0', '108.183511022'];-0.8640000000000008;True;[[0.29382488]];0.0
Btr002.segment.12;14.978;16.341;16.341;17.214;[];[];0.0;False;[[0.5814184]];0.0
Btr002.segment.15;16.341;17.214;16.342;16.932;[];[];-0.8719999999999999;True;[[0.9436916]];0.0
Btr002.segment.13;16.342;16.932;16.36;16.59;['1.52288'];['91.8849390727'];-0.5719999999999992;True;[[0.8663878]];0.0
Btr002.segment.14;16.36;16.59;17.88;18.13;['1.59174'];['100.827745975'];1.2899999999999991;True;[[0.9455927]];0.0
Btr002.segment.16;17.88;18.13;18.266;21.116;['0.52579'];['89.03574141'];0.1359999999999992;True;[[0.43792346]];0.0
Btr002.segment.17;18.266;21.116;18.551;19.091;['0.00000', '0.00000', '0.80167', '0.33603', '0.64630', '0.85833', '0.22991', '0.93895', '1.90106', '1.90719', '1.29794', '0.89451'];['0.0', '0.0', '78.3446503781', '43.8411937639', '72.274209', '41.05882694', '25.7108065833', '105.001619944', '1.1096295', '5.66846428125', '70.5050896508', '92.3363271716'];-2.5650000000000013;True;[[0.3895423]];0.0
Btr002.segment.18;18.551;19.091;19.2;22.646;['0.75135'];['48.07805441'];0.1089999999999982;True;[[0.45284274]];0.0
Btr002.segment.19;19.2;22.646;21.327;29.414;[];[];-1.318999999999999;True;[[0.3760168]];0.0
Btr002.segment.20;21.327;29.414;21.758;22.148;[];[];-7.656000000000002;True;[[0.48992708]];0.0
Btr002.segment.21;21.758;22.148;22.369;53.862;[];[];0.221;True;[[0.87407994]];0.0
Btr002.segment.23;24.299;24.509;26.803;27.053;['0.77344'];['14.3860845398'];2.2940000000000005;True;[[0.948358]];0.0
Btr002.segment.24;26.803;27.053;27.04;27.31;['0.63556'];['74.047897036'];-0.0130000000000016;True;[[0.97180974]];0.0
Btr002.segment.25;27.04;27.31;29.898;31.003;['1.08217'];['76.1571439'];2.588000000000001;True;[[0.6489899]];0.0
Btr002.segment.26;29.898;31.003;31.132;33.55;[];[];0.1290000000000013;False;[[0.58644783]];0.0
Btr002.segment.27;31.132;33.55;33.598;34.488;[];[];0.0480000000000018;True;[[0.7732127]];0.0
