segID;StartTimeA;EndTimeA;StartTimeB;EndTimeB;f0_means;f0_stds;pause;speakerChange;similarity;boundary
Bmr022.segment.2;0.269;1.33;0.489;1.399;['0.73058'];['43.8623847692'];-0.8410000000000001;True;[[0.77705616]];0.0
Bmr022.segment.3;0.489;1.399;3.755;8.237;['1.58358', '1.42852', '1.90607'];['24.4767961641', '10.5350904463', '11.8656475306'];2.356;True;[[0.25082114]];0.0
Bmr022.segment.4;3.755;8.237;4.199;4.719;[];[];-4.038;True;[[0.19432434]];0.0
Bmr022.segment.5;4.199;4.719;7.694;10.181;[];[];2.975;False;[[0.3909409]];0.0
Bmr022.segment.7;7.694;10.181;9.653;12.903;[];[];-0.5279999999999987;True;[[0.29848248]];0.0
Bmr022.segment.8;9.653;12.903;10.181;11.2;['1.26573', '1.33716', '0.72455', '0.83640', '0.61035', '0.64034', '0.92365', '0.96938', '1.34638', '0.84701', '0.79967'];['44.4580744938', '2.38950289844', '54.9709090176', '47.5415180816', '48.2362191', '46.005283719', '41.8101386531', '47.1447175385', '3.03268952', '59.5018673086', '49.2682181235'];-2.7220000000000013;True;[[0.14348069]];0.0
Bmr022.segment.9;10.181;11.2;11.97;13.1;[];[];0.7700000000000014;True;[[0.35486916]];0.0
Bmr022.segment.10;11.97;13.1;12.893;14.573;['1.89242', '1.74800', '0.99386', '1.39616'];['6.2590815', '7.19095119728', '72.4980564875', '33.1078222851'];-0.2069999999999989;True;[[0.9423605]];0.0
Bmr022.segment.11;12.893;14.573;14.132;15.288;[];[];-0.4410000000000007;True;[[0.35087508]];0.0
Bmr022.segment.12;14.132;15.288;14.64;16.07;[];[];-0.6479999999999997;True;[[0.5370922]];0.0
Bmr022.segment.13;14.64;16.07;15.376;16.999;['1.29372', '0.95997', '1.04710', '1.12716', '0.37458'];['55.0418787901', '69.3031664706', '64.25438075', '28.6564212222', '46.1698695128'];-0.6940000000000008;True;[[0.55691445]];0.0
Bmr022.segment.14;15.376;16.999;18.71;20.082;[];[];1.711000000000002;True;[[0.89195776]];1.0
Bmr022.segment.15;18.71;20.082;20.64;21.42;[];[];0.5579999999999998;False;[[0.9679866]];0.0
Bmr022.segment.16;20.64;21.42;21.79;28.31;['1.25700'];['42.273452716'];0.3699999999999974;False;[[-0.03850535]];0.0
