segID;StartTimeA;EndTimeA;StartTimeB;EndTimeB;f0_means;f0_stds;pause;speakerChange;similarity;boundary
Bro017.segment.1;0.04;0.84;1.139;1.319;['1.52098', '0.78721', '0.95311', '1.37848'];['16.0963327812', '69.71202475', '69.8509346683', '51.533034576'];0.299;True;[[0.62629354]];0.0
Bro017.segment.2;1.139;1.319;1.45;1.586;['0.38813'];['42.6107590222'];0.131;False;[[0.6679857]];0.0
Bro017.segment.4;1.81;4.77;3.47;3.85;['0.98878', '1.62962', '1.30258', '1.19294', '1.51694', '1.89087', '1.88563', '1.37238', '1.34395', '1.89182', '1.53960'];['55.3395036875', '7.63704503601', '33.9330350234', '57.8175867146', '31.2719055233', '13.6973465103', '19.9819349421', '59.1505589568', '70.0090080277', '6.513412335', '19.1380633278'];-1.2999999999999994;True;[[0.63263595]];0.0
Bro017.segment.5;3.47;3.85;5.322;6.882;['1.19582'];['17.2688195893'];1.472;True;[[0.5189715]];0.0
Bro017.segment.6;5.322;6.882;5.342;6.92;['0.00000', '0.99303', '1.65648', '1.42648', '1.19594', '0.49428', '1.20148'];['0.0', '72.4200934325', '4.03602824913', '28.0037580451', '51.9841765976', '46.6898999467', '26.4949574048'];-1.54;True;[[0.453098]];0.0
Bro017.segment.8;6.96;7.31;7.348;10.768;['0.80476'];['39.75787254'];0.0380000000000002;False;[[0.8854875]];0.0
Bro017.segment.12;9.05;10.585;10.761;12.311;['0.98878', '1.62962', '1.30258', '1.19294', '1.51694', '1.89087', '1.88563', '1.37238', '1.34395', '1.89182', '1.53960', '0.00000', '0.99303', '1.65648', '1.42648', '1.19594', '0.49428', '1.20148', '1.13042', '0.87012'];['55.3395036875', '7.63704503601', '33.9330350234', '57.8175867146', '31.2719055233', '13.6973465103', '19.9819349421', '59.1505589568', '70.0090080277', '6.513412335', '19.1380633278', '0.0', '72.4200934325', '4.03602824913', '28.0037580451', '51.9841765976', '46.6898999467', '26.4949574048', '32.0336637952', '51.9878005533'];0.1759999999999983;True;[[0.44639406]];0.0
Bro017.segment.13;10.761;12.311;11.8;22.34;['0.85090', '0.94205', '0.71860', '1.11805', '0.67025'];['43.9958094545', '29.7666366296', '38.9248803673', '1.41469269388', '46.6443629625'];-0.5109999999999992;True;[[0.33755443]];0.0
Bro017.segment.14;11.8;22.34;12.355;14.01;['1.28432', '0.76706', '1.57440', '1.67042', '1.64080', '1.25796', '1.08559', '1.53020', '1.29487', '1.74683', '1.04104', '1.22933', '1.26598', '1.17041', '1.24429', '0.77978', '0.99846', '1.14498', '0.90193', '1.33422', '1.28725', '1.35144', '1.17336', '1.13662', '0.59789', '1.16333', '0.20692', '0.61411', '1.10951', '0.81037', '1.01340', '1.31802', '1.18742'];['4.46073034568', '64.3529910416', '4.18549792593', '4.25537284298', '5.5072269375', '38.019902966', '87.6601890667', '66.3841163967', '49.0215375868', '16.0637588521', '75.9215857163', '33.7540183254', '31.1624913376', '23.8131041852', '9.64328777778', '52.9780150754', '25.2627269184', '36.4601015556', '41.4945676328', '3.18488601653', '0.444705083333', '3.3747328144', '32.7051888789', '37.7454943594', '56.47669696', '20.60404832', '30.8622249307', '54.3835597222', '28.6648768642', '53.3253135125', '46.8220432514', '2.11868338542', '4.66325922222'];-9.985;True;[[0.08445652]];0.0
Bro017.segment.16;19.641;19.991;20.325;26.31;['1.38018'];['54.1788256627'];0.3339999999999996;False;[[0.37969854]];0.0
Bro017.segment.17;20.325;26.31;23.139;23.439;[];[];-3.171;True;[[0.37969854]];0.0
Bro017.segment.18;23.139;23.439;24.864;33.364;['1.31578'];['9.97682264463'];1.4250000000000007;False;[[0.26347065]];1.0
Bro017.segment.19;24.864;33.364;32.364;32.624;['0.52819', '1.78151', '0.52992', '0.80910', '1.19045', '1.27661', '1.85492', '1.59820', '1.49345', '0.69043', '0.68083', '1.36541', '1.17461', '1.13369', '1.45616', '1.37662', '0.89633', '1.12075', '0.76136', '1.22137', '1.28151', '1.18889', '1.44158', '1.20568', '0.63889', '0.33648', '0.87742', '1.11081', '0.42848'];['53.4561256327', '27.7851504375', '71.7712743737', '78.1647162645', '67.6162413629', '86.9629068639', '12.267759679', '4.50280865625', '40.5599651086', '61.1421521667', '54.262487385', '18.2363917785', '25.2752005536', '55.8662784793', '8.36309803704', '2.1797925', '52.9172010444', '28.8578972479', '54.237476716', '2.3442879', '8.94310606122', '2.93864509333', '23.8881719349', '3.73094871006', '53.249456', '43.0403655741', '51.8003628889', '39.3475934133', '47.6875417023'];-1.0;True;[[0.26347065]];0.0
Bro017.segment.20;32.364;32.624;33.42;34.04;['1.41106'];['6.17195910204'];0.7959999999999994;False;[[0.8796283]];0.0
Bro017.segment.21;33.42;34.04;34.0;34.32;['1.20300', '0.93756', '0.85015', '1.05821'];['34.27263525', '53.54855224', '26.25756628', '53.0368872174'];-0.0399999999999991;True;[[0.7722546]];0.0
Bro017.segment.22;34.0;34.32;34.048;34.884;['0.21340'];['36.5647125'];-0.2719999999999984;True;[[0.9528073]];0.0
Bro017.segment.23;34.048;34.884;34.958;45.978;[];[];0.073999999999998;False;[[0.02168673]];0.0
Bro017.segment.24;34.958;45.978;45.61;46.98;['1.14143', '1.25637', '1.12678', '1.33586', '1.27913', '0.77663', '0.76762', '1.19231', '0.91413', '0.80037', '0.93872', '1.25588', '1.26994', '0.95344', '1.39358', '0.25321', '0.37123', '0.85103', '1.24184', '0.95126', '0.89022', '1.03886', '0.64699', '0.51113', '1.15558', '0.66545', '0.96896', '1.17666', '1.18090', '1.18426', '1.13795', '0.81072', '0.65358', '1.18535', '0.92223', '1.14952', '0.82533', '0.90184'];['28.8802282551', '1.89070011111', '28.3989014238', '1.861387125', '29.6855931419', '73.3606750578', '62.5779266944', '50.3790641356', '59.1793818512', '63.5457327253', '49.9892540701', '2.21298908333', '3.71691057143', '58.4209770302', '23.2424055882', '36.4383371016', '46.9638180272', '55.5309793684', '5.43368520988', '52.5357716235', '48.1784674014', '22.9992305', '50.928590321', '53.25152609', '10.2484456875', '53.572148843', '31.2025775207', '1.26468296939', '1.68988008284', '2.75634209917', '2.02797866667', '39.1603087934', '51.8910671106', '20.9840344339', '25.1288587456', '2.0303452', '40.8733020331', '53.7255066828'];-0.3680000000000021;True;[[0.30130506]];0.0
Bro017.segment.26;45.953;50.644;46.061;47.296;[];[];-4.582999999999998;True;[[0.56058705]];0.0
Bro017.segment.28;50.4;50.74;50.97;53.91;['1.19575'];['18.8586548928'];0.2299999999999968;False;[[0.35207957]];0.0
Bro017.segment.29;50.97;53.91;52.45;52.7;['0.37378', '0.10542', '0.58346', '0.79746', '1.29200', '0.58528', '0.80131', '0.80502', '1.14051', '0.93980', '0.88859', '0.89360', '0.74165', '0.89195', '1.01104'];['44.7656370248', '16.025568284', '66.5186861183', '65.6618394', '25.7751892231', '55.8007425319', '49.4844688594', '43.9187067093', '16.65321709', '42.2082392727', '43.89948474', '40.1334023802', '51.4246163324', '40.0591218347', '29.28063776'];-1.4599999999999935;True;[[0.35207957]];0.0
Bro017.segment.30;52.45;52.7;53.882;55.672;['1.24838'];['6.69275483657'];1.181999999999995;False;[[0.5159848]];0.0
Bro017.segment.31;53.882;55.672;54.79;57.565;['1.26258', '0.57230', '0.00000', '0.80890', '1.29615', '1.28757', '1.19307', '0.79803'];['5.7575745', '50.6807400833', '0.0', '43.6024530473', '23.5968720118', '9.60141824575', '7.5921145', '29.5149235754'];-0.8819999999999979;True;[[0.3621735]];0.0
Bro017.segment.32;54.79;57.565;56.64;62.16;[];[];-0.9249999999999972;True;[[0.45803702]];0.0
Bro017.segment.33;56.64;62.16;62.645;64.825;['1.70306', '1.77080', '0.86865', '0.23676', '1.12136', '1.01724', '1.77950', '1.65901', '0.82146', '0.56757', '0.58495', '1.68484', '0.77316', '0.32349', '0.35238', '0.59313', '0.91401', '0.83142', '1.11772', '0.84024'];['10.18143012', '1.10659738462', '72.8755937452', '37.0945590266', '86.350890775', '72.06624744', '4.29053910156', '39.4041804187', '54.2781997361', '58.6386355139', '75.3471497521', '35.113431609', '52.0479131733', '40.9239685714', '43.2080315148', '60.8189817175', '46.4121603398', '42.1317659896', '6.1064248', '45.0629045926'];0.4850000000000065;False;[[0.391587]];0.0
Bro017.segment.34;62.645;64.825;64.9;65.26;['1.14891', '0.83825', '1.03296', '1.08358', '0.38060', '0.51077'];['28.2231198047', '49.4894076676', '32.2853916125', '27.9390454069', '43.4900378772', '45.2317829167'];0.0750000000000028;True;[[0.47824848]];0.0
Bro017.segment.35;64.9;65.26;65.351;75.091;['1.18230'];['8.76237091124'];0.0909999999999939;True;[[-0.13342637]];0.0
Bro017.segment.36;65.351;75.091;75.29;75.59;['1.14587', '1.29595', '0.80516', '1.38712', '0.93224', '0.78384', '0.75358', '1.23261', '1.05344', '0.82463', '0.72185', '0.67840', '0.81838', '0.84062', '0.66933', '1.11303', '1.20132', '0.80992', '1.27044', '0.86191', '1.24981', '1.17252', '1.02921', '1.19566', '1.12960', '0.86445', '0.95173', '0.71122', '0.89611', '1.19352', '0.85298', '0.90714', '1.55143'];['38.6565778866', '25.79096712', '61.1160600612', '2.40160204844', '51.5969857422', '67.4308540996', '57.2005910204', '4.25703895313', '20.5621140661', '43.97727928', '54.7918863061', '56.9145138283', '52.7071442645', '46.5262591797', '59.2733768', '56.555685376', '19.1070391146', '56.1315636408', '2.57654016667', '51.6897234688', '23.7168515128', '64.8962593359', '52.0816827347', '2.62235317857', '2.52192224691', '43.7442103673', '48.1367976314', '56.684299545', '52.9039985', '20.4568205806', '53.9543490306', '52.6385393856', '35.1643411818'];0.1990000000000122;True;[[-0.13342637]];0.0
Bro017.segment.37;75.29;75.59;75.466;76.656;['1.13758'];['18.9688654594'];-0.1240000000000094;True;[[0.5896057]];0.0
Bro017.segment.38;75.466;76.656;76.184;78.43;[];[];-0.4720000000000084;True;[[0.23378477]];0.0
