segID;StartTimeA;EndTimeA;StartTimeB;EndTimeB;f0_means;f0_stds;pause;speakerChange;similarity;boundary
Bro007.segment.2;8.329;8.999;9.907;10.607;[];[];0.9079999999999996;False;[[0.95171165]];1.0
Bro007.segment.3;9.907;10.607;10.957;11.387;['1.03778'];['54.6915515763'];0.3500000000000014;False;[[0.982079]];0.0
Bro007.segment.4;10.957;11.387;12.427;13.007;['1.24421'];['32.2535425099'];1.0399999999999991;False;[[0.6895194]];0.0
Bro007.segment.7;12.427;13.007;14.047;14.827;['1.13817'];['62.0735284125'];1.040000000000001;False;[[0.59574956]];0.0
Bro007.segment.8;14.047;14.827;16.217;17.227;['1.36760', '1.58882', '1.47855'];['36.6337823333', '3.45491242604', '5.33579870408'];1.3899999999999988;False;[[0.6945449]];0.0
Bro007.segment.10;16.217;17.227;19.457;20.627;['1.50909', '1.05012', '1.41431'];['18.9487548105', '44.21671652', '16.2702647292'];2.2300000000000004;False;[[0.5867787]];0.0
Bro007.segment.11;19.457;20.627;21.797;22.787;['0.73903', '1.42065'];['51.5653364198', '25.9955588678'];1.1700000000000017;False;[[0.6107615]];0.0
Bro007.segment.12;21.797;22.787;23.267;25.217;['1.30078', '1.44703'];['23.189666232', '8.57221784542'];0.4800000000000004;False;[[0.5903093]];0.0
Bro007.segment.13;23.267;25.217;26.347;27.597;['0.81978', '0.86855', '0.78668', '0.78926', '0.92577', '0.94984'];['49.590903538', '49.8554012449', '52.6819405937', '52.85456275', '48.8454873039', '47.4226394479'];1.1300000000000026;False;[[0.48760754]];0.0
Bro007.segment.14;26.347;27.597;28.007;28.687;['0.83309', '1.53295', '1.49077', '1.61619', '1.08144'];['55.7901755', '8.03571802721', '14.344665', '6.46506142149', '41.6874867346'];0.4100000000000001;False;[[0.514629]];0.0
Bro007.segment.15;28.007;28.687;29.567;31.027;['0.87798', '1.31405'];['49.7505221036', '24.4573617639'];0.879999999999999;False;[[0.51283646]];0.0
Bro007.segment.16;29.567;31.027;31.837;32.287;['0.32004', '0.61162', '0.00000', '0.90998', '1.39215', '0.46014'];['33.9347662674', '48.3698630957', '0.0', '46.4295174966', '1.3336282963', '39.2182043967'];0.8099999999999987;False;[[0.50935185]];0.0
Bro007.segment.17;31.837;32.287;33.037;34.837;['1.25863'];['21.2467012598'];0.75;False;[[0.6383953]];0.0
Bro007.segment.18;33.037;34.837;36.63;38.38;['0.79140', '0.79010', '1.66986', '1.08517', '1.32103', '1.97000'];['61.3665073573', '61.2653363047', '29.172073656', '67.0811028639', '52.0869889941', '10.8845416667'];1.7929999999999993;True;[[0.7742063]];0.0
Bro007.segment.19;36.63;38.38;39.595;43.215;['1.01585', '1.62863', '0.60213', '1.46646'];['63.4030868027', '46.6079814816', '55.3961476771', '11.3062712757'];1.2149999999999963;False;[[0.80346704]];0.0
Bro007.segment.20;39.595;43.215;43.675;45.495;['0.90343', '0.90889', '1.57007', '1.65650', '0.82211', '0.75101', '0.43912'];['52.6274577778', '54.458216542', '3.62580469133', '10.7634704024', '47.1418209609', '48.0721278075', '41.6529878923'];0.4599999999999937;False;[[0.7483188]];0.0
Bro007.segment.21;43.675;45.495;46.015;50.745;['0.56756', '0.75686', '0.77413', '1.41307', '0.85420', '0.84728', '1.35590'];['42.5084526531', '41.3333646528', '45.0950078025', '1.08266159184', '54.4773482232', '49.973422455', '28.7580943994'];0.5200000000000031;False;[[0.30675548]];0.0
Bro007.segment.22;46.015;50.745;51.255;52.485;['0.36134', '0.66860', '0.72603', '1.25953', '0.41705', '0.00000', '0.87118', '0.63606', '1.04303', '0.73701', '0.77060', '0.92754'];['37.2120820612', '52.57943536', '52.8662009877', '30.0154320661', '40.3143215484', '0.0', '47.8836531342', '44.46275072', '31.8985004644', '48.2990772917', '48.0404191282', '41.5068043527'];0.5100000000000051;False;[[0.36767852]];0.0
Bro007.segment.23;51.255;52.485;53.45;55.39;['0.00000', '0.55562'];['0.0', '49.9767239852'];0.9650000000000034;False;[[0.40916324]];0.0
Bro007.segment.24;53.45;55.39;55.84;58.31;['1.26405', '0.84153', '0.60884', '0.59674'];['16.1555827491', '42.8937625062', '43.89018436', '45.1880658751'];0.4500000000000028;False;[[0.50195575]];0.0
Bro007.segment.25;55.84;58.31;59.03;63.14;['0.49909', '0.87605', '0.39093', '1.12792'];['44.1477107521', '43.7420667392', '37.5751022044', '25.4891061394'];0.7199999999999989;False;[[0.609163]];0.0
