segID;StartTimeA;EndTimeA;StartTimeB;EndTimeB;f0_means;f0_stds;pause;speakerChange;similarity;boundary
Bmr019.segment.1;0.363;1.383;1.286;1.84;['1.18813'];['14.4732112781'];-0.0969999999999999;True;[[0.8821087]];0.0
Bmr019.segment.3;1.622;2.631;2.344;4.924;[];[];-0.2869999999999999;True;[[0.22641385]];0.0
Bmr019.segment.4;2.344;4.924;2.374;2.898;['0.54493', '1.29048', '1.13801', '1.23547', '1.15890', '1.34703', '1.14200', '0.00000', '0.45186', '1.38746'];['45.9200718472', '1.6601986875', '14.1189540267', '24.0965307508', '27.902175', '2.609675375', '24.1196876254', '0.0', '41.9621370612', '8.05737614286'];-2.5500000000000003;True;[[0.18962634]];0.0
Bmr019.segment.6;2.374;2.898;2.514;2.884;[];[];-0.3840000000000003;True;[[0.821118]];0.0
Bmr019.segment.5;2.514;2.884;3.502;3.872;['0.00000'];['0.0'];0.6179999999999999;True;[[0.9462359]];0.0
Bmr019.segment.7;3.502;3.872;4.233;14.34;['0.00000', '0.00000'];['0.0', '0.0'];0.3609999999999997;True;[[0.9544158]];0.0
Bmr019.segment.9;6.29;6.53;6.488;7.121;['1.29668'];['22.745406338'];-0.0419999999999998;True;[[1.]];0.0
Bmr019.segment.10;6.488;7.121;8.11;10.721;['0.00000', '0.00000', '1.30258'];['0.0', '0.0', '62.5266321633'];0.988999999999999;True;[[0.3998306]];0.0
Bmr019.segment.12;8.11;10.721;9.692;12.551;[];[];-1.029;True;[[0.45076558]];0.0
Bmr019.segment.13;9.692;12.551;11.723;13.523;['0.86491', '0.86324', '1.33294', '0.76692', '1.36403', '1.39566', '1.42256', '1.04044'];['58.5978223467', '56.2353078107', '7.03210772318', '50.7894735937', '2.575230625', '3.02733480277', '3.08595302222', '37.7625734388'];-0.8279999999999994;True;[[0.41235706]];0.0
Bmr019.segment.14;11.723;13.523;14.662;23.212;['0.79782', '0.78544', '1.15250', '0.48053', '0.76590', '1.24215'];['34.4080232263', '60.0684946505', '38.2025913424', '43.3854889844', '46.1001871528', '9.68275555125'];1.1390000000000011;False;[[0.24443655]];0.0
Bmr019.segment.15;14.662;23.212;19.426;21.265;['0.82688', '1.27244', '0.75296', '0.49145', '0.77363', '1.12369', '1.31202', '0.44329', '1.00182', '0.55384', '0.98142', '1.03813', '1.01716', '1.01338', '1.00534', '1.04376', '0.82613', '0.75109', '1.12043', '0.89160', '1.08121', '0.98547'];['59.7248295278', '31.1462282109', '51.4572233437', '43.9488243764', '47.8960073061', '27.8272278661', '1.49719682716', '43.6611618595', '33.6954151102', '48.00389262', '63.798580035', '40.899895686', '48.9788166111', '46.4342430937', '43.56881046', '40.2080033244', '42.6219670408', '43.2425351379', '22.0435380069', '55.1994407755', '44.625791551', '47.4528248444'];-3.786000000000002;True;[[0.16940281]];0.0
Bmr019.segment.18;21.685;23.425;21.993;22.503;[];[];-1.4320000000000022;True;[[0.72948736]];0.0
Bmr019.segment.19;21.993;22.503;23.425;25.72;[];[];0.9220000000000006;True;[[0.57955176]];0.0
Bmr019.segment.20;23.425;25.72;24.432;32.697;[];[];-1.2880000000000005;True;[[0.42071232]];0.0
