segID;StartTimeA;EndTimeA;StartTimeB;EndTimeB;f0_means;f0_stds;pause;speakerChange;similarity;boundary
Bro010.segment.1;4.943;6.672;8.536;14.8;[];[];1.864;True;[[0.59894305]];0.0
Bro010.segment.2;8.536;14.8;13.77;16.957;[];[];-1.0300000000000011;True;[[0.518575]];0.0
Bro010.segment.7;18.04;20.79;18.154;20.41;['0.93785', '1.91902', '1.43502', '1.58260', '1.60835', '1.45231', '1.18659', '2.04025', '1.10920', '0.97268'];['46.1794240408', '10.293627795', '18.2955846746', '54.54861882', '51.1208780556', '68.2604236116', '59.6442359844', '2.06209095312', '50.9971005388', '62.0850802469'];-2.6359999999999992;True;[[0.1848926]];0.0
Bro010.segment.10;21.907;23.607;22.98;23.754;['1.07667', '0.31944', '0.16494'];['48.9455786113', '30.2240740069', '17.109124431'];-0.6269999999999989;True;[[0.94460726]];0.0
Bro010.segment.11;22.98;23.754;23.954;24.474;[];[];0.1999999999999993;True;[[0.47222903]];0.0
Bro010.segment.12;23.954;24.474;24.16;26.024;['1.14317'];['106.091885046'];-0.314;True;[[0.95136446]];0.0
Bro010.segment.13;24.16;26.024;26.237;26.657;[];[];0.2129999999999974;False;[[0.42172545]];0.0
Bro010.segment.14;26.237;26.657;27.72;28.266;['1.03626', '0.86362'];['44.6467904063', '51.4489960329'];1.0629999999999988;True;[[0.8356925]];0.0
Bro010.segment.15;27.72;28.266;27.825;30.015;[];[];-0.4409999999999989;True;[[0.22366711]];0.0
Bro010.segment.16;27.825;30.015;30.63;37.986;['1.02414', '1.83715', '1.57220', '1.22125', '1.04262'];['91.4992397833', '4.70134358793', '24.691015321', '80.0069173333', '97.5339687'];0.6149999999999984;True;[[0.364009]];0.0
Bro010.segment.17;30.63;37.986;31.504;31.674;[];[];-6.481999999999996;True;[[0.38543066]];0.0
Bro010.segment.18;31.504;31.674;31.679;32.929;['1.76246'];['14.6909990816'];0.004999999999999;True;[[0.62164515]];0.0
Bro010.segment.19;31.679;32.929;36.288;38.09;['1.28329', '0.23782', '0.00000'];['62.0845477245', '27.684862625', '0.0'];3.3589999999999947;True;[[0.62427723]];0.0
Bro010.segment.20;36.288;38.09;37.8;39.33;[];[];-0.2900000000000062;True;[[0.866688]];0.0
Bro010.segment.21;37.8;39.33;39.767;41.736;['1.56323', '0.99082', '1.18194', '1.34205', '1.00113'];['25.8039600937', '55.0912994571', '44.5942755102', '19.4162362656', '48.7486572757'];0.4370000000000047;False;[[0.45325384]];0.0
Bro010.segment.22;39.767;41.736;40.974;41.372;[];[];-0.7620000000000005;True;[[0.40264708]];0.0
Bro010.segment.23;40.974;41.372;41.73;43.39;[];[];0.357999999999997;False;[[0.61969745]];0.0
Bro010.segment.24;41.73;43.39;42.784;43.064;[];[];-0.6060000000000016;True;[[0.5448385]];0.0
