segID;StartTimeA;EndTimeA;StartTimeB;EndTimeB;f0_means;f0_stds;pause;speakerChange;similarity;boundary
Bmr018.segment.1;0.07;0.64;0.557;0.817;['1.14185', '0.20872', '0.82596'];['33.76802148', '25.7188170833', '45.6400992189'];-0.0829999999999999;True;[[0.7157283]];0.0
Bmr018.segment.2;0.557;0.817;0.706;2.086;[];[];-0.1109999999999999;True;[[0.67014587]];0.0
Bmr018.segment.3;0.706;2.086;0.8;1.33;['1.19642'];['45.1237573315'];-1.2859999999999998;True;[[0.6797451]];0.0
Bmr018.segment.4;0.8;1.33;1.55;1.96;['1.52195', '1.46304', '1.51606'];['3.3341118', '13.1611294444', '25.2488282007'];0.2199999999999999;True;[[0.9019122]];0.0
Bmr018.segment.5;1.55;1.96;2.042;2.674;['1.13197'];['19.8201295'];0.0819999999999998;False;[[0.68676996]];0.0
Bmr018.segment.7;2.425;3.505;2.674;3.66;['1.08990', '0.94898', '1.28628', '0.80592'];['46.0621799319', '36.6051471202', '9.25494849383', '54.7977825786'];-0.831;True;[[0.35298622]];0.0
Bmr018.segment.10;4.23;5.16;4.421;5.461;['1.05250', '0.81187'];['42.3791811719', '23.2463545185'];-0.7389999999999999;True;[[0.53220856]];0.0
Bmr018.segment.9;4.421;5.461;5.63;5.85;['0.40601'];['39.7572897618'];0.1689999999999996;True;[[0.9483581]];0.0
Bmr018.segment.11;5.63;5.85;5.71;5.994;['1.12145'];['21.2953986296'];-0.1399999999999996;True;[[0.54118276]];0.0
Bmr018.segment.13;5.82;6.852;5.952;7.79;[];[];-0.9000000000000004;True;[[0.2963467]];0.0
Bmr018.segment.17;7.31;8.61;8.429;8.809;['1.63090', '1.03331', '0.63307', '1.66934', '1.22610'];['62.9884515312', '117.8249645', '94.5902449608', '8.28030481657', '54.5423230622'];-0.1809999999999991;True;[[0.22898437]];0.0
Bmr018.segment.19;8.849;12.829;9.54;10.84;['1.38150', '0.28406', '1.71180', '0.47427', '0.93151', '1.42336', '0.87733', '0.70096', '0.80271', '0.64772', '0.81092', '1.47775', '1.42919', '1.28385'];['57.7436279259', '29.07164704', '67.3945204336', '47.2151159388', '72.8719878469', '58.952871929', '62.173534555', '50.176812716', '62.9563478412', '45.9869155977', '52.2433261875', '2.15089844612', '3.09607122222', '10.1340360617'];-3.289000000000001;True;[[0.5433626]];0.0
Bmr018.segment.20;9.54;10.84;12.829;14.849;['1.80148', '1.36182', '1.64212', '0.63544', '1.20264'];['19.32633136', '80.8066988356', '37.6407342667', '92.0827187091', '56.4558667574'];1.9890000000000008;True;[[0.5974729]];0.0
Bmr018.segment.21;12.829;14.849;14.03;14.76;['1.36164', '1.36099', '0.81758', '1.08037', '0.87895', '1.04179', '0.45682'];['6.29206064', '2.9170295', '42.3514917956', '41.76119202', '42.469184', '30.5076923967', '38.997439114'];-0.8190000000000008;True;[[0.6571983]];0.0
Bmr018.segment.22;14.03;14.76;14.89;15.331;['1.61187'];['18.7017699504'];0.1300000000000007;True;[[0.08476616]];0.0
Bmr018.segment.24;15.371;19.521;19.53;20.0;['1.18948', '1.06089', '0.82782', '0.56191', '0.34888', '0.76840', '0.48802', '0.36668', '0.00000', '0.77453', '1.18722', '0.53652', '0.78477', '0.90002', '0.45930', '0.04967', '0.62956', '0.56558', '0.58037'];['30.65248436', '33.8987115556', '40.1033409844', '39.4915062149', '33.714720375', '39.60292976', '39.3007101563', '34.0172416512', '0.0', '58.9711208058', '43.6683766281', '38.4056080247', '40.446763712', '39.7328562963', '37.6598015702', '5.97365041778', '43.6786240651', '42.5097340694', '47.4212663962'];0.0090000000000003;True;[[0.08476616]];0.0
Bmr018.segment.25;19.53;20.0;19.563;20.74;['0.97703'];['65.5339773183'];-0.4370000000000011;True;[[0.08008376]];0.0
Bmr018.segment.27;20.2;23.75;22.59;23.24;['1.23472', '1.51400', '1.40444', '1.51620', '0.86609', '0.65108', '1.23335', '0.87107', '0.84954', '1.16981', '1.06370', '1.14481', '0.65742', '0.45882', '0.42329', '0.36847', '0.71649'];['33.2320374675', '1.60488428125', '8.5585182949', '3.45707100826', '51.0761016568', '49.9154205', '4.86990759763', '32.6710728', '35.5256293388', '0.338703944444', '31.941403477', '0.869060804734', '40.32095984', '42.7135671403', '43.2687546667', '38.6561426537', '42.3975619506'];-1.16;True;[[0.06234603]];0.0
Bmr018.segment.28;22.59;23.24;24.739;25.896;['1.02899', '0.84732'];['32.8346077751', '40.9410638437'];1.4990000000000023;True;[[0.2886267]];0.0
Bmr018.segment.29;24.739;25.896;24.86;26.36;[];[];-1.0360000000000014;True;[[0.5218628]];0.0
Bmr018.segment.30;24.86;26.36;27.346;27.606;['0.68657', '1.60091', '1.55176', '1.48535', '1.45376', '1.35299', '0.62706', '0.38496'];['91.3358361806', '2.61914185714', '2.90174824793', '2.70976817751', '0.28367112', '19.1052500484', '80.8288169565', '51.6823946686'];0.9860000000000008;True;[[0.2859066]];0.0
Bmr018.segment.31;27.346;27.606;27.94;30.63;['1.08521'];['29.34469574'];0.3339999999999996;True;[[0.535707]];0.0
