;segID;boundary
0;Bmr013.segment.73;0.0
1;Bmr013.segment.77;0.0
2;Bmr013.segment.78;0.0
3;Bmr013.segment.79;0.0
4;Bmr013.segment.80;0.0
5;Bmr013.segment.81;0.0
6;Bmr013.segment.82;0.0
7;Bmr013.segment.83;0.0
8;Bmr013.segment.84;0.0
9;Bmr013.segment.86;0.0
10;Bmr013.segment.87;0.0
11;Bmr013.segment.89;0.0
12;Bmr013.segment.91;0.0
13;Bmr013.segment.92;0.0
14;Bmr013.segment.93;0.0
15;Bmr013.segment.94;0.0
16;Bmr013.segment.95;0.0
17;Bmr013.segment.96;0.0
18;Bmr013.segment.97;0.0
19;Bmr013.segment.98;0.0
20;Bmr013.segment.99;0.0
21;Bmr013.segment.100;0.0
22;Bmr013.segment.101;0.0
23;Bmr013.segment.102;0.0
24;Bmr013.segment.103;0.0
25;Bmr013.segment.104;0.0
26;Bmr013.segment.105;0.0
27;Bmr013.segment.106;0.0
28;Bmr013.segment.107;0.0
29;Bmr013.segment.108;0.0
30;Bmr013.segment.110;0.0
31;Bmr013.segment.111;1.0
32;Bmr013.segment.112;0.0
33;Bmr013.segment.113;0.0
34;Bmr013.segment.114;0.0
35;Bmr013.segment.115;0.0
36;Bmr013.segment.116;0.0
37;Bmr013.segment.117;0.0
38;Bmr013.segment.118;0.0
39;Bmr013.segment.119;0.0
40;Bmr013.segment.120;0.0
41;Bmr013.segment.121;0.0
42;Bmr013.segment.122;0.0
43;Bmr013.segment.123;0.0
44;Bmr013.segment.124;0.0
45;Bmr013.segment.125;0.0
46;Bmr013.segment.126;0.0
47;Bmr013.segment.127;0.0
48;Bmr013.segment.128;0.0
49;Bmr013.segment.129;0.0
50;Bmr013.segment.130;0.0
51;Bmr013.segment.131;0.0
52;Bmr013.segment.132;0.0
53;Bmr013.segment.133;0.0
54;Bmr013.segment.134;0.0
55;Bmr013.segment.135;0.0
56;Bmr013.segment.136;0.0
57;Bmr013.segment.137;0.0
58;Bmr013.segment.138;0.0
59;Bmr013.segment.139;0.0
60;Bmr013.segment.140;0.0
61;Bmr013.segment.141;0.0
62;Bmr013.segment.142;0.0
63;Bmr013.segment.144;0.0
64;Bmr013.segment.145;0.0
65;Bmr013.segment.150;0.0
66;Bmr013.segment.151;0.0
67;Bmr013.segment.152;0.0
68;Bmr013.segment.153;0.0
69;Bmr013.segment.154;0.0
70;Bmr013.segment.155;0.0
71;Bmr013.segment.156;0.0
72;Bmr013.segment.157;0.0
73;Bmr013.segment.158;0.0
74;Bmr013.segment.159;0.0
75;Bmr013.segment.160;0.0
76;Bmr013.segment.161;0.0
77;Bmr013.segment.162;0.0
78;Bmr013.segment.163;0.0
79;Bmr013.segment.164;0.0
80;Bmr013.segment.165;0.0
81;Bmr013.segment.166;0.0
82;Bmr013.segment.167;0.0
83;Bmr013.segment.168;0.0
84;Bmr013.segment.169;0.0
85;Bmr013.segment.170;0.0
86;Bmr013.segment.171;0.0
87;Bmr013.segment.172;0.0
88;Bmr013.segment.173;0.0
89;Bmr013.segment.174;0.0
90;Bmr013.segment.175;0.0
91;Bmr013.segment.176;0.0
92;Bmr013.segment.177;0.0
93;Bmr013.segment.178;0.0
94;Bmr013.segment.179;0.0
95;Bmr013.segment.180;0.0
96;Bmr013.segment.181;0.0
97;Bmr013.segment.182;0.0
98;Bmr013.segment.183;0.0
99;Bmr013.segment.184;0.0
100;Bmr013.segment.185;0.0
101;Bmr013.segment.186;0.0
102;Bmr013.segment.187;0.0
103;Bmr013.segment.188;0.0
104;Bmr013.segment.189;0.0
105;Bmr013.segment.190;0.0
106;Bmr013.segment.191;0.0
107;Bmr013.segment.192;0.0
108;Bmr013.segment.194;0.0
