Unnamed: 0;segID;StartTimeA;EndTimeA;StartTimeB;EndTimeB;f0_means;f0_stds;pause;speakerChange;id;similarity
0;Bed002.segment.1;5.79;6.2;6.393;7.043;['1.64607', '0.59155'];['4.02422466667', '50.9371406173'];0.1929999999999996;True;Bed002.segment.1;[[0.80745196]]
0;Bed002.segment.2;6.393;7.043;10.383;12.373;['1.37410'];['11.8302375346'];3.339999999999999;False;Bed002.segment.2;[[0.54926735]]
0;Bed002.segment.3;10.383;12.373;12.573;13.723;['0.55294', '1.02994', '0.90475', '0.59609', '1.22009', '1.17048', '0.96914', '0.75965', '0.78991', '1.13945'];['45.4319839339', '24.0814492188', '35.0004665556', '44.8954953571', '0.895993347222', '2.19968666667', '24.6427321623', '35.53795556', '25.53365346', '3.86205564461'];0.200000000000001;False;Bed002.segment.3;[[0.7473101]]
0;Bed002.segment.4;12.573;13.723;12.822;14.542;['0.00000', '1.10862', '1.07281', '0.87544'];['0.0', '2.2370073', '0.557957183673', '40.7906111437'];-0.9010000000000016;True;Bed002.segment.4;[[0.4641241]]
0;Bed002.segment.5;12.822;14.542;14.655;16.18;['0.35041', '1.03134', '0.33097', '0.85372'];['37.9096119852', '42.0439837127', '35.8062448402', '42.3528225514'];0.1129999999999995;True;Bed002.segment.5;[[0.44520015]]
0;Bed002.segment.10;18.289;22.839;23.825;25.291;['1.31225', '1.12359', '0.75911', '1.17766', '1.14933', '0.83096', '0.71803', '0.69950', '0.98089', '0.49744', '0.86470', '1.19688', '1.05756', '1.17068', '0.77096', '1.22018', '1.18520', '0.67236', '0.47449'];['12.5585884706', '10.2498640408', '39.051676537', '4.5807815', '2.88326249587', '31.2928715417', '44.5365371003', '40.9768962037', '30.9435342812', '46.8317251563', '37.2153604898', '1.98148688847', '16.1404964008', '2.15587502422', '43.5496313125', '1.32280938776', '1.15371733564', '44.5630450144', '43.1276976529'];0.9860000000000008;True;Bed002.segment.10;[[0.5460068]]
0;Bed002.segment.11;23.825;25.291;25.291;28.575;[];[];0.0;False;Bed002.segment.11;[[0.5049164]]
0;Bed002.segment.12;25.291;28.575;26.31;27.481;[];[];-2.265000000000001;True;Bed002.segment.12;[[0.8408128]]
0;Bed002.segment.13;26.417;26.557;27.481;30.35;['0.87267'];['39.86073725'];0.924000000000003;True;Bed002.segment.13;[[0.7497459]]
0;Bed002.segment.15;27.481;30.35;31.379;35.529;[];[];1.029;True;Bed002.segment.15;[[0.3277157]]
0;Bed002.segment.16;31.379;35.529;35.493;37.013;['0.78853', '1.16977', '1.47951', '1.55093', '1.70432', '1.49267', '1.32821', '1.36013', '1.29480', '1.25372', '0.73146', '1.07797', '0.68301', '0.96974', '1.19746', '0.82486', '0.95844', '0.59655', '0.65826', '1.12368'];['64.7890947769', '48.0112363733', '9.49777032099', '6.057701125', '4.01049493333', '9.20101461111', '1.40204692', '3.84046078201', '0.310903', '3.20291355556', '42.3778515976', '14.1198658904', '38.5819673438', '27.3892094297', '1.68152046875', '37.1031892778', '21.915527625', '41.9352907244', '43.1114015879', '11.6734218454'];-0.0360000000000013;True;Bed002.segment.16;[[0.6380693]]
0;Bed002.segment.17;35.493;37.013;37.281;37.461;['0.33940', '1.26959', '0.42383', '0.20406', '1.23370', '0.23221', '0.00000', '0.00000', '0.77353', '0.49781'];['35.3589262963', '37.7902877531', '42.5782699688', '23.91684575', '40.7501667111', '25.17890878', '0.0', '0.0', '48.3517755467', '43.4864827599'];0.2680000000000007;True;Bed002.segment.17;[[0.21369824]]
0;Bed002.segment.18;37.281;37.461;37.84;38.18;['1.06739'];['31.6898479467'];0.3790000000000049;True;Bed002.segment.18;[[0.6516583]]
0;Bed002.segment.19;37.84;38.18;38.142;43.61;['0.24813'];['26.58938976'];-0.0379999999999967;True;Bed002.segment.19;[[0.2478283]]
0;Bed002.segment.20;38.142;43.61;43.423;44.579;[];[];-0.1869999999999976;True;Bed002.segment.20;[[0.5464119]]
0;Bed002.segment.22;45.328;46.928;46.327;47.957;['0.00000', '0.51309', '1.19569', '1.19077', '1.20476', '1.16556', '1.11331', '0.65463', '0.48738'];['0.0', '45.4636142561', '1.8492394375', '1.76721247059', '1.5587087438', '2.55080359862', '2.93392449383', '34.513216675', '32.8355988099'];-0.6009999999999991;True;Bed002.segment.22;[[0.57208854]]
0;Bed002.segment.23;46.327;47.957;48.2;53.13;['1.16901', '1.44991', '1.10518', '0.61381', '0.40040'];['42.7048115455', '3.350401', '36.6194662145', '50.3916436108', '37.54264696'];0.2430000000000021;True;Bed002.segment.23;[[0.38484514]]
0;Bed002.segment.24;48.2;53.13;50.16;51.18;['0.82388', '1.49711', '1.73025', '1.73680', '1.21600', '0.41254', '0.46224', '0.67707', '0.82833', '1.16012', '1.35223', '0.86219', '0.23179', '0.70268', '0.78615', '0.35279', '1.10821'];['57.2791393846', '2.87666279592', '24.936827551', '15.47459425', '30.5284910139', '40.8365455494', '46.4189217778', '58.2798109388', '57.5880609231', '34.95067196', '7.83960621172', '36.0763608333', '28.3685235234', '59.826969913', '53.8276753719', '38.5282509838', '1.66032260355'];-2.970000000000006;True;Bed002.segment.24;[[0.2502094]]
0;Bed002.segment.25;50.16;51.18;52.894;53.284;[];[];1.7139999999999986;False;Bed002.segment.25;[[0.650792]]
0;Bed002.segment.26;52.894;53.284;53.284;54.544;['1.67949'];['10.2150980473'];0.0;False;Bed002.segment.26;[[0.57039285]]
0;Bed002.segment.27;53.284;54.544;54.614;56.664;['1.23146', '1.58054', '1.44867', '1.19556', '1.02306'];['51.8364956805', '2.676539', '4.6218516', '20.8634400889', '55.551081398'];0.0700000000000002;False;Bed002.segment.27;[[0.64050853]]
0;Bed002.segment.28;54.614;56.664;57.194;58.204;['1.32981', '1.50880', '1.45352', '1.36728', '1.00463', '1.10680', '1.22418', '0.42397', '0.61162'];['37.3175695621', '1.50961904082', '5.51107287603', '5.34245879339', '41.7667964583', '22.4317624691', '1.35801780444', '48.3343953125', '51.7972264643'];0.5300000000000011;True;Bed002.segment.28;[[0.49346083]]
0;Bed002.segment.29;57.194;58.204;58.07;58.26;['0.74362', '1.04659', '0.15838', '0.80080'];['51.4065615547', '20.4023521852', '21.2338138843', '62.5799678333'];-0.1340000000000003;True;Bed002.segment.29;[[0.7949122]]
0;Bed002.segment.30;58.07;58.26;58.903;59.233;['0.89301'];['47.3443683516'];0.6430000000000007;True;Bed002.segment.30;[[0.9473535]]
0;Bed002.segment.31;58.903;59.233;59.393;62.353;['1.07622'];['20.3628150528'];0.1600000000000037;False;Bed002.segment.31;[[0.47141892]]
0;Bed002.segment.32;59.393;62.353;59.72;60.557;['0.65143', '1.17991', '0.74024', '1.09242', '1.40365', '1.14271', '0.46036', '0.00000', '0.77485', '0.65557', '0.51079', '0.94832', '0.81684'];['52.8382615385', '22.2169333125', '59.0322030727', '36.5678219012', '6.7094315', '21.5164058437', '43.3411240625', '0.0', '54.9263776886', '51.9740721884', '45.2606315225', '20.5506018203', '34.0234002899'];-2.6330000000000027;True;Bed002.segment.32;[[0.45053238]]
0;Bed002.segment.33;59.72;60.557;62.653;66.443;[];[];2.0959999999999965;True;Bed002.segment.33;[[0.3186612]]
0;Bed002.segment.34;62.653;66.443;66.443;68.423;['0.69969', '1.11448', '0.87533', '1.13499', '0.82603', '0.96328', '1.03143', '1.08143', '0.87943', '1.25980', '1.20787', '1.04716'];['46.843410963', '21.26157748', '34.4647458056', '6.3320356875', '43.6529797437', '44.1619191682', '29.8786090237', '21.2478887864', '42.3912146688', '2.3143806', '1.68855530612', '23.9732878929'];0.0;False;Bed002.segment.34;[[0.35332948]]
0;Bed002.segment.35;66.443;68.423;68.423;71.973;['0.00000', '0.73966', '1.24203', '0.82711', '1.25603', '1.34777', '1.17073'];['0.0', '49.5193512099', '4.41239675', '43.9733589758', '20.8026191302', '8.40303229363', '4.947610609'];0.0;False;Bed002.segment.35;[[0.67311794]]
0;Bed002.segment.36;68.423;71.973;72.444;79.404;['0.97053', '1.07411', '1.41760', '1.51498', '1.23738', '1.37730', '1.37412', '1.01630', '0.75242', '0.90864', '0.87784', '1.15316', '0.75360'];['19.2409134', '37.3377495976', '5.69474320408', '8.37237211073', '44.0761138512', '20.9065929689', '3.66494859172', '33.3656981111', '47.1528187158', '37.3287036694', '35.6941105848', '1.55957065306', '38.8331005059'];0.4710000000000036;False;Bed002.segment.36;[[0.6928664]]
0;Bed002.segment.37;72.444;79.404;81.14;83.783;['1.03750', '0.42760', '1.22829', '1.12614', '0.57871', '0.49522', '1.02718', '0.73401', '0.87811', '1.01169', '0.76826', '0.83446', '1.19719', '1.19432', '1.12099', '0.86253', '0.60577', '0.95075', '1.04820', '0.72330', '1.01136', '1.46898', '1.42804', '1.18782', '0.69796', '0.41929', '0.51238', '0.71188', '0.50925', '0.62076', '1.09925', '0.68444', '0.65083'];['19.4023352562', '40.2574085937', '51.8060785536', '32.0348987083', '46.1506771557', '44.75787984', '29.0115774375', '47.3861162041', '38.8746645373', '16.9327160494', '39.6315481667', '38.3025990727', '1.42806957143', '2.37419292969', '1.61640374', '27.2322277578', '27.51683356', '2.5734322963', '3.03338471006', '27.0072705055', '63.4773599306', '14.0998836747', '12.1070142031', '0.125454489796', '45.0587067755', '40.1924779339', '40.4286386304', '30.6380040816', '38.3550302143', '35.9645222485', '2.89796638889', '39.0250313594', '43.5717974321'];1.7360000000000042;False;Bed002.segment.37;[[0.15498285]]
0;Bed002.segment.38;81.14;83.783;88.19;90.59;[];[];4.4069999999999965;False;Bed002.segment.38;[[0.39789757]]
0;Bed002.segment.39;88.19;90.59;90.59;91.91;[];[];0.0;False;Bed002.segment.39;[[0.47030887]]
0;Bed002.segment.40;90.59;91.91;93.44;95.02;['0.25709', '0.60870', '0.68196'];['29.3782698549', '45.8453359091', '42.0242632066'];1.5300000000000011;True;Bed002.segment.40;[[0.6980177]]
0;Bed002.segment.41;93.44;95.02;95.046;95.635;['0.90496', '1.26565', '1.51005', '1.43356', '1.50356', '1.10202', '0.58860'];['8.234874505', '24.5959933125', '10.1125594844', '9.20468965333', '6.34426133333', '42.3187166094', '53.6816781923'];0.0260000000000104;True;Bed002.segment.41;[[0.7060421]]
0;Bed002.segment.42;95.046;95.635;96.029;98.449;[];[];0.3939999999999912;False;Bed002.segment.42;[[0.31351084]]
0;Bed002.segment.43;96.029;98.449;98.892;102.235;['1.08520', '1.73085', '1.52043', '1.44571', '1.32621', '1.25790', '1.21032', '0.99706', '0.67084', '1.13656', '1.11968', '1.09480', '1.17755', '1.15772', '1.11569', '1.14162', '1.02838'];['54.4891477222', '6.7518971716', '3.02146633333', '3.34424241322', '4.49703254167', '1.39560144', '2.83660365306', '24.51949672', '39.5419606503', '0.316327901235', '1.2632119', '0.407534740741', '5.47628099174', '3.88321907438', '0.38172712', '1.14490793878', '17.2121818395'];0.4429999999999978;False;Bed002.segment.43;[[0.2561146]]
0;Bed002.segment.44;98.892;102.235;102.695;103.257;[];[];0.4599999999999937;False;Bed002.segment.44;[[0.57148725]]
0;Bed002.segment.46;102.695;103.257;103.628;105.037;[];[];0.3709999999999951;False;Bed002.segment.46;[[0.66731936]]
0;Bed002.segment.47;103.628;105.037;105.298;107.423;[];[];0.2609999999999957;False;Bed002.segment.47;[[0.78816265]]
0;Bed002.segment.48;105.298;107.423;107.804;108.865;[];[];0.3810000000000002;False;Bed002.segment.48;[[0.8192798]]
0;Bed002.segment.49;107.804;108.865;109.288;110.775;[];[];0.4230000000000018;False;Bed002.segment.49;[[0.88195384]]
0;Bed002.segment.50;109.288;110.775;110.775;112.813;[];[];0.0;False;Bed002.segment.50;[[0.8981998]]
0;Bed002.segment.51;110.775;112.813;113.041;113.794;[];[];0.2279999999999944;False;Bed002.segment.51;[[0.69274604]]
0;Bed002.segment.52;113.041;113.794;113.794;115.055;[];[];0.0;False;Bed002.segment.52;[[0.6685456]]
0;Bed002.segment.53;113.794;115.055;115.055;116.211;[];[];0.0;False;Bed002.segment.53;[[0.47665578]]
0;Bed002.segment.54;115.055;116.211;116.211;117.251;[];[];0.0;False;Bed002.segment.54;[[0.58129644]]
0;Bed002.segment.55;116.211;117.251;117.251;118.601;[];[];0.0;False;Bed002.segment.55;[[0.65687525]]
0;Bed002.segment.56;117.251;118.601;118.601;121.548;[];[];0.0;False;Bed002.segment.56;[[0.8699076]]
0;Bed002.segment.57;118.601;121.548;122.453;124.702;[];[];0.9050000000000012;False;Bed002.segment.57;[[0.86568904]]
0;Bed002.segment.58;122.453;124.702;124.702;125.51;[];[];0.0;False;Bed002.segment.58;[[0.80541027]]
0;Bed002.segment.59;124.702;125.51;125.51;126.137;[];[];0.0;False;Bed002.segment.59;[[0.86689425]]
0;Bed002.segment.60;125.51;126.137;126.38;127.799;[];[];0.242999999999995;False;Bed002.segment.60;[[0.68182206]]
0;Bed002.segment.61;126.38;127.799;128.053;129.163;[];[];0.2539999999999907;False;Bed002.segment.61;[[0.7148974]]
0;Bed002.segment.62;128.053;129.163;129.359;131.804;[];[];0.1959999999999979;False;Bed002.segment.62;[[0.7059091]]
0;Bed002.segment.63;129.359;131.804;132.25;134.07;[];[];0.4459999999999979;False;Bed002.segment.63;[[0.8259572]]
0;Bed002.segment.64;132.25;134.07;134.591;135.555;[];[];0.521000000000015;False;Bed002.segment.64;[[0.7709608]]
0;Bed002.segment.65;134.591;135.555;135.555;136.024;[];[];0.0;False;Bed002.segment.65;[[0.6220255]]
0;Bed002.segment.66;135.555;136.024;135.87;143.804;[];[];-0.1539999999999963;True;Bed002.segment.66;[[0.5279809]]
0;Bed002.segment.68;141.465;143.085;146.207;152.012;['1.47514', '1.66936', '1.25791', '0.82857', '1.57725', '1.64678'];['43.6509486485', '29.3718629184', '67.9913603333', '66.4998514752', '40.2616783129', '24.765661037'];3.1219999999999857;True;Bed002.segment.68;[[0.44415727]]
0;Bed002.segment.69;146.207;152.012;152.826;154.43;[];[];0.813999999999993;False;Bed002.segment.69;[[0.86869985]]
0;Bed002.segment.70;152.826;154.43;154.63;156.996;[];[];0.1999999999999886;False;Bed002.segment.70;[[0.68220073]]
0;Bed002.segment.71;154.63;156.996;157.409;159.01;[];[];0.4129999999999825;False;Bed002.segment.71;[[0.7559923]]
0;Bed002.segment.72;157.409;159.01;159.3;161.82;[];[];0.2900000000000204;False;Bed002.segment.72;[[0.8385854]]
0;Bed002.segment.73;159.3;161.82;162.17;163.01;[];[];0.3499999999999943;False;Bed002.segment.73;[[0.7584035]]
0;Bed002.segment.74;162.17;163.01;163.46;164.26;[];[];0.450000000000017;False;Bed002.segment.74;[[0.8529153]]
0;Bed002.segment.75;163.46;164.26;164.29;166.53;[];[];0.0300000000000011;False;Bed002.segment.75;[[0.7500061]]
0;Bed002.segment.76;164.29;166.53;166.9;170.05;[];[];0.3700000000000045;False;Bed002.segment.76;[[0.86475646]]
0;Bed002.segment.77;166.9;170.05;170.71;172.46;[];[];0.6599999999999966;False;Bed002.segment.77;[[0.76002973]]
0;Bed002.segment.78;170.71;172.46;173.2;176.1;[];[];0.7399999999999807;False;Bed002.segment.78;[[0.8664976]]
0;Bed002.segment.79;173.2;176.1;176.64;177.68;[];[];0.539999999999992;False;Bed002.segment.79;[[0.7656764]]
0;Bed002.segment.80;176.64;177.68;178.115;178.97;[];[];0.4350000000000023;False;Bed002.segment.80;[[0.6996366]]
0;Bed002.segment.81;178.115;178.97;179.82;180.83;[];[];0.8499999999999943;False;Bed002.segment.81;[[0.72835934]]
0;Bed002.segment.82;179.82;180.83;181.82;182.82;[];[];0.9899999999999808;False;Bed002.segment.82;[[0.794763]]
0;Bed002.segment.83;181.82;182.82;183.17;184.88;[];[];0.3499999999999943;False;Bed002.segment.83;[[0.697119]]
0;Bed002.segment.84;183.17;184.88;185.326;187.17;[];[];0.4459999999999979;False;Bed002.segment.84;[[0.9210388]]
0;Bed002.segment.85;185.326;187.17;187.696;188.85;[];[];0.5260000000000105;False;Bed002.segment.85;[[0.825382]]
0;Bed002.segment.86;187.696;188.85;189.57;191.201;[];[];0.7199999999999989;False;Bed002.segment.86;[[0.8027209]]
0;Bed002.segment.87;189.57;191.201;192.519;193.29;[];[];1.318000000000012;False;Bed002.segment.87;[[0.6788626]]
0;Bed002.segment.88;192.519;193.29;193.82;194.51;[];[];0.5300000000000011;False;Bed002.segment.88;[[0.85539174]]
0;Bed002.segment.89;193.82;194.51;196.911;201.536;[];[];2.4010000000000105;True;Bed002.segment.89;[[0.52921575]]
0;Bed002.segment.90;196.911;201.536;202.235;204.12;[];[];0.6990000000000123;False;Bed002.segment.90;[[0.7621834]]
0;Bed002.segment.91;202.235;204.12;204.277;205.05;[];[];0.1569999999999822;False;Bed002.segment.91;[[0.7265255]]
0;Bed002.segment.92;204.277;205.05;205.37;205.98;[];[];0.3199999999999932;False;Bed002.segment.92;[[0.8944334]]
0;Bed002.segment.93;205.37;205.98;206.329;208.367;[];[];0.3490000000000179;False;Bed002.segment.93;[[0.69069386]]
0;Bed002.segment.94;206.329;208.367;207.446;235.74;[];[];-0.9209999999999924;True;Bed002.segment.94;[[0.6270664]]
0;Bed002.segment.96;208.625;210.232;210.62;213.12;[];[];0.3880000000000052;False;Bed002.segment.96;[[0.6839386]]
0;Bed002.segment.97;210.62;213.12;213.59;214.603;[];[];0.4699999999999988;False;Bed002.segment.97;[[0.6825261]]
0;Bed002.segment.98;213.59;214.603;215.103;216.652;[];[];0.5;False;Bed002.segment.98;[[0.65329146]]
0;Bed002.segment.99;215.103;216.652;217.193;218.28;[];[];0.5410000000000252;False;Bed002.segment.99;[[0.76382685]]
0;Bed002.segment.100;217.193;218.28;218.63;219.4;[];[];0.3499999999999943;False;Bed002.segment.100;[[0.6602865]]
0;Bed002.segment.101;218.63;219.4;219.93;223.125;[];[];0.5300000000000011;False;Bed002.segment.101;[[0.53388786]]
0;Bed002.segment.102;219.93;223.125;223.615;225.313;[];[];0.4900000000000091;False;Bed002.segment.102;[[0.52888644]]
0;Bed002.segment.103;223.615;225.313;225.313;226.872;[];[];0.0;False;Bed002.segment.103;[[0.81093884]]
0;Bed002.segment.104;225.313;226.872;227.245;228.094;[];[];0.3729999999999904;False;Bed002.segment.104;[[0.62729484]]
0;Bed002.segment.105;227.245;228.094;228.358;231.176;[];[];0.26400000000001;False;Bed002.segment.105;[[0.7542733]]
0;Bed002.segment.106;228.358;231.176;231.633;232.436;[];[];0.457000000000022;False;Bed002.segment.106;[[0.70974064]]
