,Unnamed: 0,segID,StartTimeA,EndTimeA,StartTimeB,EndTimeB,f0_means,f0_stds,pause,speakerChange,id,similarity
0,0,Bro004.segment.3,0.405,2.04,0.567,1.822,[],[],-1.473,True,Bro004.segment.3,[[0.6186918]]
1,0,Bro004.segment.4,0.567,1.822,2.56,3.42,[],[],0.738,True,Bro004.segment.4,[[0.8822291]]
2,0,Bro004.segment.5,2.56,3.42,2.834,4.107,"['0.95815', '1.63103', '0.97970']","['40.5390138776', '11.8135683061', '52.0994480052']",-0.5859999999999999,True,Bro004.segment.5,[[0.5560796]]
3,0,Bro004.segment.6,2.834,4.107,4.13,4.85,[],[],0.0229999999999996,True,Bro004.segment.6,[[0.9590977]]
4,0,Bro004.segment.7,4.13,4.85,4.321,6.111,['5.26228'],['32.4485613668'],-0.5289999999999999,True,Bro004.segment.7,[[0.34542543]]
5,0,Bro004.segment.9,4.321,6.111,4.472,5.202,[],[],-1.6389999999999991,True,Bro004.segment.9,[[0.5104812]]
6,0,Bro004.segment.10,4.472,5.202,4.521,6.401,[],[],-0.681,True,Bro004.segment.10,[[0.6076134]]
7,0,Bro004.segment.8,4.521,6.401,5.591,6.391,[],[],-0.8099999999999996,True,Bro004.segment.8,[[0.5545062]]
8,0,Bro004.segment.11,5.591,6.391,7.156,10.444,[],[],0.7649999999999997,True,Bro004.segment.11,[[0.6071287]]
9,0,Bro004.segment.12,7.208,7.488,9.272,10.072,[],[],1.7839999999999998,True,Bro004.segment.12,[[0.4960252]]
10,0,Bro004.segment.15,9.272,10.072,9.781,11.261,[],[],-0.2909999999999986,True,Bro004.segment.15,[[0.47554314]]
11,0,Bro004.segment.17,9.781,11.261,9.793,13.053,[],[],-1.468,True,Bro004.segment.17,[[0.30794087]]
12,0,Bro004.segment.16,9.793,13.053,20.26,21.328,[],[],7.207000000000001,False,Bro004.segment.16,[[0.3581602]]
13,0,Bro004.segment.21,22.426,23.566,23.514,27.001,[],[],-0.0519999999999996,True,Bro004.segment.21,[[0.7286234]]
14,0,Bro004.segment.22,23.514,27.001,24.186,24.316,[],[],-2.8150000000000013,True,Bro004.segment.22,[[0.71408033]]
