,Unnamed: 0,segID,StartTimeA,EndTimeA,StartTimeB,EndTimeB,f0_means,f0_stds,pause,speakerChange,id,similarity
0,0,Bro013.segment.2,21.7,23.181,23.09,23.38,[],[],-0.091000000000001,True,Bro013.segment.2,[[0.7615396]]
1,0,Bro013.segment.3,23.09,23.38,23.221,25.051,[],[],-0.1589999999999989,True,Bro013.segment.3,[[0.11117861]]
2,0,Bro013.segment.4,23.221,25.051,23.55,23.89,"['0.44633', '0.85723', '1.50927', '1.55620', '1.21188', '1.54572', '1.64196', '1.66236', '1.70030', '0.98341', '0.35402']","['38.7005832066', '48.0954834948', '1.56676607407', '2.56020330178', '33.8493585207', '3.71043878222', '0.786685604938', '0.8188684375', '1.54272656', '57.4268790612', '35.3891960681']",-1.5009999999999977,True,Bro013.segment.4,[[0.2604034]]
3,0,Bro013.segment.5,23.55,23.89,23.94,25.362,['0.12411'],['16.5382317249'],0.0500000000000007,False,Bro013.segment.5,[[0.848426]]
4,0,Bro013.segment.7,25.452,25.642,25.915,29.03,['0.00000'],['0.0'],0.2729999999999997,False,Bro013.segment.7,[[0.38457012]]
5,0,Bro013.segment.9,27.83,30.93,30.93,33.45,[],[],0.0,False,Bro013.segment.9,[[0.36346278]]
6,0,Bro013.segment.10,30.93,33.45,33.66,36.661,[],[],0.2099999999999937,False,Bro013.segment.10,[[0.9538113]]
7,0,Bro013.segment.11,33.66,36.661,36.661,41.0,[],[],0.0,False,Bro013.segment.11,[[0.5752672]]
8,0,Bro013.segment.12,36.661,41.0,38.58,39.547,[],[],-2.4200000000000017,True,Bro013.segment.12,[[0.5623218]]
9,0,Bro013.segment.14,39.907,43.737,44.42,44.9,"['0.86423', '1.70493', '1.60188', '1.70766', '1.62293', '0.54543', '0.89563', '1.39154', '1.18560', '1.17144']","['55.7771821065', '4.27058195556', '12.803616062', '0.945195834711', '5.65401123611', '46.7468982456', '54.793137082', '4.74604817252', '35.5750816552', '32.4009561976']",0.6829999999999998,False,Bro013.segment.14,[[0.46828735]]
10,0,Bro013.segment.15,44.42,44.9,44.65,45.303,['0.56066'],['53.0352854827'],-0.25,True,Bro013.segment.15,[[0.5137329]]
11,0,Bro013.segment.17,45.303,49.647,45.81,46.81,[],[],-3.836999999999996,True,Bro013.segment.17,[[0.65498334]]
12,0,Bro013.segment.18,45.81,46.81,47.982,48.582,"['0.11018', '1.07237', '0.59103', '0.80582']","['13.6957133827', '51.2396265432', '56.8199186328', '47.9100474422']",1.171999999999997,False,Bro013.segment.18,[[0.73643297]]
13,0,Bro013.segment.19,47.982,48.582,49.687,51.227,['0.98809'],['55.0041403605'],1.1049999999999969,True,Bro013.segment.19,[[0.6873226]]
14,0,Bro013.segment.20,49.687,51.227,51.289,53.63,"['1.08957', '0.94216', '1.65952', '1.60980', '1.21928']","['53.9859467769', '57.9759333985', '2.92897330469', '1.49560436735', '44.8733253495']",0.0620000000000047,False,Bro013.segment.20,[[0.5557071]]
15,0,Bro013.segment.21,51.289,53.63,52.25,54.6,[],[],-1.3800000000000026,True,Bro013.segment.21,[[0.5749383]]
