Unnamed: 0;segID;StartTimeA;EndTimeA;StartTimeB;EndTimeB;f0_means;f0_stds;pause;speakerChange;id;similarity
0;Bed016.segment.1;0.072;5.63;1.98;3.2;[];[];-3.65;True;Bed016.segment.1;[[0.46699736]]
0;Bed016.segment.2;1.98;3.2;2.42;2.73;['0.00000', '0.26014', '0.46748'];['0.0', '44.3976631875', '52.616472883'];-0.7800000000000002;True;Bed016.segment.2;[[0.86022085]]
0;Bed016.segment.3;2.42;2.73;5.63;11.521;['0.74649'];['46.6507331153'];2.9;True;Bed016.segment.3;[[0.17429447]]
0;Bed016.segment.4;5.63;11.521;7.07;8.61;[];[];-4.4510000000000005;True;Bed016.segment.4;[[0.5755624]]
0;Bed016.segment.6;11.521;14.83;12.852;13.402;[];[];-1.978;True;Bed016.segment.6;[[0.23707488]]
0;Bed016.segment.7;12.852;13.402;15.09;15.22;[];[];1.6880000000000006;False;Bed016.segment.7;[[0.80436945]]
0;Bed016.segment.8;15.09;15.22;15.95;19.07;['1.41217'];['107.116231111'];0.7299999999999986;False;Bed016.segment.8;[[0.40831935]]
0;Bed016.segment.9;15.95;19.07;17.191;19.274;['0.00000', '0.59741', '1.42638', '1.11995', '1.49477', '0.67869', '1.06743', '0.66931', '1.12350', '0.49036', '0.00000', '0.00000', '0.21228'];['0.0', '84.965765625', '32.45828918', '56.8711794898', '3.23031609375', '49.5953019862', '57.1532945052', '58.1225380277', '42.6957644898', '59.7771528061', '0.0', '0.0', '30.1907820313'];-1.8790000000000011;True;Bed016.segment.9;[[0.36323786]]
0;Bed016.segment.10;17.191;19.274;19.274;23.759;[];[];0.0;True;Bed016.segment.10;[[0.23623365]]
0;Bed016.segment.11;19.274;23.759;21.82;25.76;[];[];-1.939;True;Bed016.segment.11;[[0.33510035]]
0;Bed016.segment.12;21.82;25.76;23.2;25.71;[];[];-2.5600000000000023;True;Bed016.segment.12;[[0.83773947]]
0;Bed016.segment.13;23.2;25.71;23.65;23.95;['0.91672', '0.74599', '0.73221'];['14.7497279715', '60.1668039465', '103.39207974'];-2.0600000000000023;True;Bed016.segment.13;[[0.847118]]
0;Bed016.segment.14;23.65;23.95;23.759;25.72;['1.57117'];['68.8667696446'];-0.1909999999999989;True;Bed016.segment.14;[[0.8100544]]
0;Bed016.segment.15;23.759;25.72;25.042;26.15;[];[];-0.6779999999999973;True;Bed016.segment.15;[[0.7537352]]
0;Bed016.segment.16;25.042;26.15;26.83;30.03;[];[];0.6799999999999997;True;Bed016.segment.16;[[0.20032853]]
0;Bed016.segment.18;28.7;34.57;30.804;35.15;[];[];-3.766000000000002;True;Bed016.segment.18;[[0.4960187]]
0;Bed016.segment.19;30.804;35.15;31.22;31.87;[];[];-3.93;True;Bed016.segment.19;[[0.35808504]]
0;Bed016.segment.20;31.22;31.87;33.057;35.447;['1.63940'];['3.34772059504'];1.1870000000000012;False;Bed016.segment.20;[[0.64540607]]
0;Bed016.segment.21;33.057;35.447;35.41;36.77;['1.02036', '1.92080', '1.04149', '1.01952', '0.00000', '0.00000', '1.04731'];['60.08698848', '10.3686082975', '50.4299013438', '44.8633268887', '0.0', '0.0', '33.5184966352'];-0.0370000000000061;True;Bed016.segment.21;[[0.66578805]]
0;Bed016.segment.22;35.41;36.77;35.85;36.15;[];[];-0.9200000000000016;True;Bed016.segment.22;[[1.]]
0;Bed016.segment.24;35.85;36.15;36.0;38.98;['0.66158'];['65.2291971947'];-0.1499999999999985;True;Bed016.segment.24;[[0.41534582]]
0;Bed016.segment.23;36.0;38.98;36.23;37.34;['1.39763', '1.36012', '1.20700', '0.61031', '1.18232', '0.64562', '0.97252', '1.25843', '0.79460', '1.50083'];['82.6921957959', '63.7113790278', '50.366402875', '64.098479574', '103.479060769', '87.0613539204', '38.6801438817', '39.6233560444', '107.215253112', '88.50762152'];-2.75;True;Bed016.segment.23;[[0.39757606]]
0;Bed016.segment.27;37.06;37.23;38.65;39.49;['1.03503'];['51.2935480816'];1.4200000000000017;True;Bed016.segment.27;[[0.9844733]]
0;Bed016.segment.29;38.95;40.52;40.16;43.76;['1.13293', '1.28327', '1.04759'];['32.4121722397', '7.607300752', '35.1281707975'];-0.3600000000000065;True;Bed016.segment.29;[[0.14696312]]
