Unnamed: 0;segID;StartTimeA;EndTimeA;StartTimeB;EndTimeB;f0_means;f0_stds;pause;speakerChange;id;similarity
0;Bns001.segment.3;3.644;5.106;6.73;7.89;[];[];1.6240000000000006;True;Bns001.segment.3;[[0.6784265]]
0;Bns001.segment.4;6.73;7.89;8.399;8.849;['0.26639', '0.00000', '1.08449', '2.21432', '1.67308'];['19.1607676389', '0.0', '49.5559395779', '1.94660835714', '29.464913314'];0.5089999999999995;True;Bns001.segment.4;[[0.7730075]]
0;Bns001.segment.5;8.399;8.849;8.47;9.45;['0.80245'];['43.4518600606'];-0.3789999999999995;True;Bns001.segment.5;[[0.72785604]]
0;Bns001.segment.6;8.47;9.45;9.76;11.14;['2.17603', '2.29965', '1.86188', '1.76318', '2.00880'];['14.0602044444', '15.9368074667', '32.14106512', '36.2347956463', '15.5176172071'];0.3100000000000005;False;Bns001.segment.6;[[0.48301747]]
0;Bns001.segment.7;9.76;11.14;11.21;12.55;['0.78563', '1.14790', '2.24018', '2.08968', '0.83241', '0.73398'];['45.2068716825', '49.5395967', '3.25306536364', '2.49016740625', '43.439929535', '38.9861169704'];0.0700000000000002;False;Bns001.segment.7;[[0.61260515]]
0;Bns001.segment.8;11.21;12.55;12.55;14.74;['0.00000', '0.00000', '0.93944', '1.86855', '2.06962', '1.28652', '0.82542', '1.81882', '0.97039', '1.18762', '0.82314'];['0.0', '0.0', '36.857524876', '3.9443756', '3.50611301235', '42.7089971302', '44.5277990625', '21.6737995625', '38.9909926667', '44.8468592578', '42.02043736'];0.0;False;Bns001.segment.8;[[0.6137736]]
0;Bns001.segment.9;12.55;14.74;15.13;16.96;['0.00000', '0.00000', '0.00000', '0.88240', '0.00000', '0.00000', '1.46182', '1.23587', '1.79084', '1.51649', '1.03012', '1.04200'];['0.0', '0.0', '0.0', '56.1200815291', '0.0', '0.0', '50.4696406933', '42.6687744', '32.0427985067', '35.0676620313', '50.5188027376', '43.9308377092'];0.3900000000000005;False;Bns001.segment.9;[[0.38154078]]
0;Bns001.segment.10;15.13;16.96;17.44;21.645;['0.00000', '0.97658', '1.49824', '2.07622', '1.48391', '1.19383', '1.20837', '1.52985'];['0.0', '44.364318338', '43.1060924074', '2.025921625', '36.5947155918', '45.0815520859', '44.6994488163', '44.7179919753'];0.4800000000000004;False;Bns001.segment.10;[[0.5083804]]
0;Bns001.segment.11;17.44;21.645;21.787;22.88;[];[];0.1419999999999994;False;Bns001.segment.11;[[0.6743005]]
0;Bns001.segment.12;21.787;22.88;23.032;23.802;[];[];0.152000000000001;False;Bns001.segment.12;[[0.69226944]]
0;Bns001.segment.13;23.032;23.802;23.884;24.758;[];[];0.0820000000000007;False;Bns001.segment.13;[[0.8063021]]
0;Bns001.segment.14;23.884;24.758;24.806;26.079;[];[];0.0480000000000018;False;Bns001.segment.14;[[0.6278097]]
0;Bns001.segment.15;24.806;26.079;26.114;27.349;[];[];0.0350000000000001;False;Bns001.segment.15;[[0.6787522]]
0;Bns001.segment.16;26.114;27.349;27.349;28.375;[];[];0.0;False;Bns001.segment.16;[[0.6700891]]
0;Bns001.segment.17;27.349;28.375;28.676;30.418;[];[];0.3009999999999984;False;Bns001.segment.17;[[0.7984222]]
0;Bns001.segment.18;28.676;30.418;30.725;31.88;[];[];0.3070000000000021;False;Bns001.segment.18;[[0.74662423]]
0;Bns001.segment.19;30.725;31.88;31.937;32.614;[];[];0.0570000000000021;False;Bns001.segment.19;[[0.4684139]]
0;Bns001.segment.20;31.937;32.614;32.731;33.231;[];[];0.1170000000000044;False;Bns001.segment.20;[[0.7412759]]
0;Bns001.segment.21;32.731;33.231;33.511;35.556;[];[];0.2800000000000011;False;Bns001.segment.21;[[0.647573]]
0;Bns001.segment.22;33.511;35.556;35.814;37.26;[];[];0.2580000000000026;False;Bns001.segment.22;[[0.70322335]]
0;Bns001.segment.23;35.814;37.26;37.581;38.336;[];[];0.321000000000005;False;Bns001.segment.23;[[0.88885355]]
0;Bns001.segment.24;37.581;38.336;38.427;39.308;[];[];0.091000000000001;False;Bns001.segment.24;[[0.6439916]]
0;Bns001.segment.25;38.427;39.308;39.397;40.005;[];[];0.0889999999999986;False;Bns001.segment.25;[[0.83522177]]
0;Bns001.segment.26;39.397;40.005;40.125;40.558;[];[];0.1199999999999974;False;Bns001.segment.26;[[0.8529153]]
0;Bns001.segment.27;40.125;40.558;40.711;41.149;[];[];0.1529999999999987;False;Bns001.segment.27;[[0.88091516]]
0;Bns001.segment.28;40.711;41.149;41.381;42.319;[];[];0.2319999999999993;False;Bns001.segment.28;[[0.9263248]]
0;Bns001.segment.29;41.381;42.319;42.545;43.914;[];[];0.2259999999999991;False;Bns001.segment.29;[[0.775202]]
0;Bns001.segment.30;42.545;43.914;44.104;46.165;[];[];0.1899999999999977;False;Bns001.segment.30;[[0.7738351]]
0;Bns001.segment.31;44.104;46.165;48.53;49.92;[];[];2.365000000000002;False;Bns001.segment.31;[[0.30017823]]
