;segID;boundary
0;Btr002.segment.1;0.0
1;Btr002.segment.5;0.0
2;Btr002.segment.6;0.0
3;Btr002.segment.7;0.0
4;Btr002.segment.8;0.0
5;Btr002.segment.9;0.0
6;Btr002.segment.10;0.0
7;Btr002.segment.11;0.0
8;Btr002.segment.12;0.0
9;Btr002.segment.15;0.0
10;Btr002.segment.13;0.0
11;Btr002.segment.14;0.0
12;Btr002.segment.16;0.0
13;Btr002.segment.17;0.0
14;Btr002.segment.18;0.0
15;Btr002.segment.19;0.0
16;Btr002.segment.20;0.0
17;Btr002.segment.21;0.0
18;Btr002.segment.23;0.0
19;Btr002.segment.24;0.0
20;Btr002.segment.25;0.0
21;Btr002.segment.26;0.0
22;Btr002.segment.27;0.0
23;Btr002.segment.28;0.0
24;Btr002.segment.29;0.0
25;Btr002.segment.30;0.0
26;Btr002.segment.31;0.0
27;Btr002.segment.32;0.0
28;Btr002.segment.33;0.0
29;Btr002.segment.34;0.0
30;Btr002.segment.35;0.0
31;Btr002.segment.36;0.0
32;Btr002.segment.37;0.0
33;Btr002.segment.38;0.0
34;Btr002.segment.39;0.0
35;Btr002.segment.40;0.0
36;Btr002.segment.41;0.0
37;Btr002.segment.44;0.0
38;Btr002.segment.45;0.0
39;Btr002.segment.47;0.0
40;Btr002.segment.48;0.0
41;Btr002.segment.49;0.0
42;Btr002.segment.50;0.0
43;Btr002.segment.51;0.0
44;Btr002.segment.54;0.0
45;Btr002.segment.55;0.0
46;Btr002.segment.56;0.0
47;Btr002.segment.57;0.0
48;Btr002.segment.58;0.0
49;Btr002.segment.59;0.0
50;Btr002.segment.60;0.0
51;Btr002.segment.61;0.0
52;Btr002.segment.63;0.0
53;Btr002.segment.67;0.0
54;Btr002.segment.68;0.0
55;Btr002.segment.69;0.0
56;Btr002.segment.71;0.0
57;Btr002.segment.72;0.0
58;Btr002.segment.73;0.0
59;Btr002.segment.74;0.0
60;Btr002.segment.75;0.0
61;Btr002.segment.76;0.0
62;Btr002.segment.77;0.0
63;Btr002.segment.78;0.0
64;Btr002.segment.81;0.0
65;Btr002.segment.82;0.0
66;Btr002.segment.83;0.0
67;Btr002.segment.84;0.0
68;Btr002.segment.85;0.0
69;Btr002.segment.86;0.0
70;Btr002.segment.89;0.0
71;Btr002.segment.90;0.0
72;Btr002.segment.91;0.0
73;Btr002.segment.92;0.0
74;Btr002.segment.93;0.0
75;Btr002.segment.94;0.0
76;Btr002.segment.96;0.0
77;Btr002.segment.97;0.0
78;Btr002.segment.99;0.0
79;Btr002.segment.100;0.0
80;Btr002.segment.101;0.0
81;Btr002.segment.102;0.0
82;Btr002.segment.103;0.0
83;Btr002.segment.104;0.0
84;Btr002.segment.105;0.0
85;Btr002.segment.106;0.0
86;Btr002.segment.107;0.0
87;Btr002.segment.108;0.0
88;Btr002.segment.109;0.0
89;Btr002.segment.110;0.0
90;Btr002.segment.111;0.0
91;Btr002.segment.112;0.0
92;Btr002.segment.113;0.0
93;Btr002.segment.115;0.0
94;Btr002.segment.114;0.0
95;Btr002.segment.116;0.0
96;Btr002.segment.117;0.0
97;Btr002.segment.118;0.0
98;Btr002.segment.119;0.0
99;Btr002.segment.120;0.0
100;Btr002.segment.121;0.0
101;Btr002.segment.124;0.0
102;Btr002.segment.123;0.0
103;Btr002.segment.125;0.0
104;Btr002.segment.126;0.0
105;Btr002.segment.127;0.0
106;Btr002.segment.128;0.0
107;Btr002.segment.129;0.0
108;Btr002.segment.130;0.0
109;Btr002.segment.131;0.0
110;Btr002.segment.132;0.0
111;Btr002.segment.133;0.0
112;Btr002.segment.134;0.0
113;Btr002.segment.135;0.0
114;Btr002.segment.137;0.0
115;Btr002.segment.138;0.0
116;Btr002.segment.139;0.0
117;Btr002.segment.140;0.0
118;Btr002.segment.141;0.0
119;Btr002.segment.142;0.0
120;Btr002.segment.143;0.0
121;Btr002.segment.144;0.0
122;Btr002.segment.145;0.0
123;Btr002.segment.146;1.0
124;Btr002.segment.147;0.0
125;Btr002.segment.148;0.0
126;Btr002.segment.149;0.0
127;Btr002.segment.150;0.0
128;Btr002.segment.151;0.0
129;Btr002.segment.153;0.0
130;Btr002.segment.154;0.0
131;Btr002.segment.156;0.0
132;Btr002.segment.155;0.0
133;Btr002.segment.158;0.0
134;Btr002.segment.157;0.0
135;Btr002.segment.159;0.0
136;Btr002.segment.160;0.0
137;Btr002.segment.161;0.0
138;Btr002.segment.162;0.0
139;Btr002.segment.163;0.0
140;Btr002.segment.164;0.0
141;Btr002.segment.165;0.0
142;Btr002.segment.167;0.0
143;Btr002.segment.168;0.0
144;Btr002.segment.166;0.0
145;Btr002.segment.169;0.0
146;Btr002.segment.170;1.0
147;Btr002.segment.171;0.0
148;Btr002.segment.172;0.0
149;Btr002.segment.173;0.0
150;Btr002.segment.174;0.0
151;Btr002.segment.175;0.0
152;Btr002.segment.176;0.0
153;Btr002.segment.177;0.0
154;Btr002.segment.178;0.0
155;Btr002.segment.179;0.0
156;Btr002.segment.180;0.0
157;Btr002.segment.181;0.0
158;Btr002.segment.182;0.0
159;Btr002.segment.183;0.0
160;Btr002.segment.184;0.0
161;Btr002.segment.185;0.0
162;Btr002.segment.186;0.0
163;Btr002.segment.187;0.0
164;Btr002.segment.188;0.0
165;Btr002.segment.189;0.0
166;Btr002.segment.190;0.0
167;Btr002.segment.191;0.0
168;Btr002.segment.192;0.0
169;Btr002.segment.193;0.0
170;Btr002.segment.195;0.0
171;Btr002.segment.194;0.0
172;Btr002.segment.196;0.0
173;Btr002.segment.197;0.0
174;Btr002.segment.198;0.0
175;Btr002.segment.199;0.0
176;Btr002.segment.201;0.0
177;Btr002.segment.200;0.0
178;Btr002.segment.202;0.0
179;Btr002.segment.203;0.0
180;Btr002.segment.204;0.0
181;Btr002.segment.205;0.0
182;Btr002.segment.206;0.0
183;Btr002.segment.210;0.0
184;Btr002.segment.211;0.0
185;Btr002.segment.212;0.0
186;Btr002.segment.213;0.0
187;Btr002.segment.214;0.0
188;Btr002.segment.215;0.0
189;Btr002.segment.216;0.0
190;Btr002.segment.217;0.0
191;Btr002.segment.218;0.0
192;Btr002.segment.219;0.0
193;Btr002.segment.220;0.0
194;Btr002.segment.221;0.0
195;Btr002.segment.222;0.0
196;Btr002.segment.223;0.0
197;Btr002.segment.224;0.0
198;Btr002.segment.225;0.0
199;Btr002.segment.226;0.0
200;Btr002.segment.227;0.0
201;Btr002.segment.228;0.0
202;Btr002.segment.229;0.0
203;Btr002.segment.230;0.0
204;Btr002.segment.231;0.0
205;Btr002.segment.232;0.0
206;Btr002.segment.233;0.0
207;Btr002.segment.234;0.0
208;Btr002.segment.235;0.0
209;Btr002.segment.236;0.0
210;Btr002.segment.237;0.0
211;Btr002.segment.238;0.0
212;Btr002.segment.239;0.0
213;Btr002.segment.240;0.0
214;Btr002.segment.241;0.0
215;Btr002.segment.242;0.0
216;Btr002.segment.243;0.0
217;Btr002.segment.244;0.0
218;Btr002.segment.245;0.0
219;Btr002.segment.246;0.0
220;Btr002.segment.247;0.0
221;Btr002.segment.248;0.0
222;Btr002.segment.249;0.0
223;Btr002.segment.251;0.0
224;Btr002.segment.250;0.0
225;Btr002.segment.252;0.0
226;Btr002.segment.253;0.0
227;Btr002.segment.254;0.0
228;Btr002.segment.255;0.0
229;Btr002.segment.257;0.0
230;Btr002.segment.256;0.0
231;Btr002.segment.258;0.0
232;Btr002.segment.259;0.0
233;Btr002.segment.260;0.0
234;Btr002.segment.261;0.0
235;Btr002.segment.263;0.0
236;Btr002.segment.264;0.0
237;Btr002.segment.265;0.0
238;Btr002.segment.266;0.0
239;Btr002.segment.267;1.0
240;Btr002.segment.269;0.0
241;Btr002.segment.268;0.0
242;Btr002.segment.271;0.0
243;Btr002.segment.272;0.0
244;Btr002.segment.273;0.0
245;Btr002.segment.274;0.0
246;Btr002.segment.275;0.0
247;Btr002.segment.276;0.0
248;Btr002.segment.277;0.0
249;Btr002.segment.278;0.0
250;Btr002.segment.279;0.0
251;Btr002.segment.280;0.0
252;Btr002.segment.281;0.0
253;Btr002.segment.282;0.0
254;Btr002.segment.284;0.0
255;Btr002.segment.283;0.0
256;Btr002.segment.286;0.0
257;Btr002.segment.285;0.0
258;Btr002.segment.287;0.0
259;Btr002.segment.288;0.0
260;Btr002.segment.290;0.0
261;Btr002.segment.291;0.0
262;Btr002.segment.292;0.0
263;Btr002.segment.293;0.0
264;Btr002.segment.294;0.0
265;Btr002.segment.295;0.0
266;Btr002.segment.296;0.0
267;Btr002.segment.297;0.0
268;Btr002.segment.298;0.0
269;Btr002.segment.299;0.0
270;Btr002.segment.301;0.0
271;Btr002.segment.300;0.0
272;Btr002.segment.302;0.0
273;Btr002.segment.303;0.0
274;Btr002.segment.304;1.0
275;Btr002.segment.305;0.0
276;Btr002.segment.308;0.0
277;Btr002.segment.309;0.0
278;Btr002.segment.310;0.0
279;Btr002.segment.312;0.0
280;Btr002.segment.313;1.0
281;Btr002.segment.314;0.0
282;Btr002.segment.315;0.0
283;Btr002.segment.316;0.0
284;Btr002.segment.317;0.0
285;Btr002.segment.318;0.0
286;Btr002.segment.319;0.0
287;Btr002.segment.320;0.0
288;Btr002.segment.321;0.0
289;Btr002.segment.322;0.0
290;Btr002.segment.323;0.0
291;Btr002.segment.324;0.0
292;Btr002.segment.325;0.0
293;Btr002.segment.329;0.0
294;Btr002.segment.330;0.0
295;Btr002.segment.331;0.0
296;Btr002.segment.332;0.0
297;Btr002.segment.333;0.0
298;Btr002.segment.334;0.0
299;Btr002.segment.335;0.0
300;Btr002.segment.336;0.0
301;Btr002.segment.337;1.0
302;Btr002.segment.338;0.0
303;Btr002.segment.339;0.0
304;Btr002.segment.343;0.0
305;Btr002.segment.344;0.0
306;Btr002.segment.346;0.0
307;Btr002.segment.347;0.0
308;Btr002.segment.348;0.0
309;Btr002.segment.349;0.0
310;Btr002.segment.350;0.0
311;Btr002.segment.351;0.0
312;Btr002.segment.352;0.0
313;Btr002.segment.353;0.0
314;Btr002.segment.354;0.0
315;Btr002.segment.355;0.0
316;Btr002.segment.356;0.0
317;Btr002.segment.361;0.0
318;Btr002.segment.362;0.0
319;Btr002.segment.363;0.0
320;Btr002.segment.364;0.0
321;Btr002.segment.365;0.0
322;Btr002.segment.366;0.0
323;Btr002.segment.367;0.0
324;Btr002.segment.369;0.0
325;Btr002.segment.370;0.0
326;Btr002.segment.373;0.0
327;Btr002.segment.372;0.0
328;Btr002.segment.374;0.0
329;Btr002.segment.375;0.0
330;Btr002.segment.376;0.0
331;Btr002.segment.377;0.0
332;Btr002.segment.378;0.0
333;Btr002.segment.379;0.0
334;Btr002.segment.380;0.0
335;Btr002.segment.381;0.0
336;Btr002.segment.383;0.0
337;Btr002.segment.384;0.0
338;Btr002.segment.385;0.0
339;Btr002.segment.386;0.0
340;Btr002.segment.387;0.0
341;Btr002.segment.388;0.0
342;Btr002.segment.389;0.0
