;segID;boundary
0;Bro012.segment.2;0.0
1;Bro012.segment.4;0.0
2;Bro012.segment.5;0.0
3;Bro012.segment.7;0.0
4;Bro012.segment.8;0.0
5;Bro012.segment.10;0.0
6;Bro012.segment.13;0.0
7;Bro012.segment.14;0.0
8;Bro012.segment.20;0.0
9;Bro012.segment.21;0.0
10;Bro012.segment.22;0.0
11;Bro012.segment.23;0.0
12;Bro012.segment.24;0.0
13;Bro012.segment.26;0.0
14;Bro012.segment.28;0.0
15;Bro012.segment.30;0.0
16;Bro012.segment.32;0.0
17;Bro012.segment.33;0.0
18;Bro012.segment.35;0.0
19;Bro012.segment.37;0.0
20;Bro012.segment.38;0.0
21;Bro012.segment.39;0.0
22;Bro012.segment.42;0.0
23;Bro012.segment.44;0.0
24;Bro012.segment.47;0.0
25;Bro012.segment.49;0.0
26;Bro012.segment.51;0.0
27;Bro012.segment.54;0.0
28;Bro012.segment.55;0.0
29;Bro012.segment.57;0.0
30;Bro012.segment.58;0.0
31;Bro012.segment.60;0.0
32;Bro012.segment.61;0.0
33;Bro012.segment.62;0.0
34;Bro012.segment.64;0.0
35;Bro012.segment.65;0.0
36;Bro012.segment.67;0.0
37;Bro012.segment.70;0.0
38;Bro012.segment.72;0.0
39;Bro012.segment.73;0.0
40;Bro012.segment.75;0.0
41;Bro012.segment.77;0.0
42;Bro012.segment.79;0.0
43;Bro012.segment.81;0.0
44;Bro012.segment.82;0.0
45;Bro012.segment.83;0.0
46;Bro012.segment.84;0.0
47;Bro012.segment.85;0.0
48;Bro012.segment.86;0.0
49;Bro012.segment.88;0.0
50;Bro012.segment.89;0.0
51;Bro012.segment.91;0.0
52;Bro012.segment.93;0.0
53;Bro012.segment.95;0.0
54;Bro012.segment.97;0.0
55;Bro012.segment.99;0.0
56;Bro012.segment.102;0.0
57;Bro012.segment.104;0.0
58;Bro012.segment.107;0.0
59;Bro012.segment.111;0.0
60;Bro012.segment.113;0.0
61;Bro012.segment.115;0.0
62;Bro012.segment.116;0.0
63;Bro012.segment.117;0.0
64;Bro012.segment.118;0.0
65;Bro012.segment.119;0.0
66;Bro012.segment.123;0.0
67;Bro012.segment.124;0.0
68;Bro012.segment.125;0.0
69;Bro012.segment.126;0.0
70;Bro012.segment.127;0.0
71;Bro012.segment.128;0.0
72;Bro012.segment.129;0.0
73;Bro012.segment.130;0.0
74;Bro012.segment.131;0.0
75;Bro012.segment.132;0.0
76;Bro012.segment.133;0.0
77;Bro012.segment.135;0.0
78;Bro012.segment.137;0.0
79;Bro012.segment.140;0.0
80;Bro012.segment.141;0.0
81;Bro012.segment.143;0.0
82;Bro012.segment.144;1.0
83;Bro012.segment.145;0.0
84;Bro012.segment.146;0.0
85;Bro012.segment.147;0.0
86;Bro012.segment.149;0.0
87;Bro012.segment.151;0.0
88;Bro012.segment.152;0.0
89;Bro012.segment.154;0.0
90;Bro012.segment.156;0.0
91;Bro012.segment.158;0.0
92;Bro012.segment.160;0.0
93;Bro012.segment.162;0.0
94;Bro012.segment.164;0.0
95;Bro012.segment.165;0.0
96;Bro012.segment.167;0.0
97;Bro012.segment.168;0.0
98;Bro012.segment.170;0.0
99;Bro012.segment.172;0.0
100;Bro012.segment.174;0.0
101;Bro012.segment.175;0.0
102;Bro012.segment.177;0.0
103;Bro012.segment.179;0.0
104;Bro012.segment.181;0.0
105;Bro012.segment.182;0.0
106;Bro012.segment.183;0.0
107;Bro012.segment.184;0.0
108;Bro012.segment.185;0.0
109;Bro012.segment.187;0.0
110;Bro012.segment.188;0.0
111;Bro012.segment.189;0.0
112;Bro012.segment.191;0.0
113;Bro012.segment.192;0.0
114;Bro012.segment.194;0.0
115;Bro012.segment.195;0.0
116;Bro012.segment.198;0.0
117;Bro012.segment.199;0.0
118;Bro012.segment.201;0.0
119;Bro012.segment.202;0.0
120;Bro012.segment.204;0.0
121;Bro012.segment.205;0.0
122;Bro012.segment.208;0.0
123;Bro012.segment.209;0.0
124;Bro012.segment.211;0.0
125;Bro012.segment.212;0.0
126;Bro012.segment.215;0.0
127;Bro012.segment.216;0.0
128;Bro012.segment.219;0.0
129;Bro012.segment.220;0.0
130;Bro012.segment.221;0.0
131;Bro012.segment.223;0.0
132;Bro012.segment.228;0.0
133;Bro012.segment.231;0.0
134;Bro012.segment.232;0.0
135;Bro012.segment.237;0.0
136;Bro012.segment.239;0.0
137;Bro012.segment.241;0.0
