,Unnamed: 0,segID,StartTimeA,EndTimeA,StartTimeB,EndTimeB,f0_means,f0_stds,pause,speakerChange,id,similarity
0,0,Bro023.segment.3,0.634,1.628,0.979,2.043,[],[],-0.6489999999999999,True,Bro023.segment.3,[[0.6258146]]
1,0,Bro023.segment.4,0.979,2.043,7.684,8.403,[],[],5.641,False,Bro023.segment.4,[[0.22112931]]
2,0,Bro023.segment.7,12.72,19.32,19.417,20.806,"['1.50655', '1.67139', '0.93036', '1.23227', '1.13823', '1.36723', '1.40163', '1.06717', '0.71365', '0.72978', '0.54332', '0.47544', '0.37611', '0.82206', '1.03506', '0.82350']","['21.2649079862', '5.45099441319', '50.737497562', '31.3468384441', '37.2439856033', '8.48577083333', '8.1186559654', '32.0644143672', '42.8110885', '31.5906145714', '40.1146773018', '38.0277980741', '32.5903491975', '43.3964544992', '31.425311375', '39.2346616']",0.0970000000000013,True,Bro023.segment.7,[[0.32659644]]
3,0,Bro023.segment.9,19.417,20.806,20.521,20.971,['0.00000'],['0.0'],-0.2850000000000001,True,Bro023.segment.9,[[0.8955075]]
4,0,Bro023.segment.10,20.521,20.971,21.24,25.763,['1.04243'],['60.667463128'],0.2689999999999983,True,Bro023.segment.10,[[0.18754432]]
5,0,Bro023.segment.11,21.24,25.763,23.4,24.12,[],[],-2.363000000000003,True,Bro023.segment.11,[[0.11829276]]
6,0,Bro023.segment.12,23.4,24.12,24.513,25.223,"['0.78918', '1.13828']","['56.8638220771', '50.05208352']",0.3930000000000007,True,Bro023.segment.12,[[0.54349077]]
7,0,Bro023.segment.13,24.513,25.223,25.92,26.61,"['0.72172', '1.19122', '1.19881', '1.24691']","['34.4064386224', '3.11754074667', '0.83287825', '16.2876775312']",0.6970000000000027,True,Bro023.segment.13,[[0.62516654]]
8,0,Bro023.segment.14,25.92,26.61,27.24,32.98,"['1.83525', '0.17051']","['48.7270865936', '17.2274451856']",0.629999999999999,False,Bro023.segment.14,[[0.47229612]]
9,0,Bro023.segment.16,27.24,32.98,27.293,27.493,"['1.88820', '0.99024', '1.50965', '1.68335', '0.61783', '0.50825', '0.98071', '0.92235', '0.83077', '0.64912', '0.32259', '0.00000', '0.77537', '0.93321', '1.21518', '1.51596', '1.12764', '1.55415', '1.49184']","['1.71533775', '56.8202619924', '36.2247249067', '15.6852899531', '46.3287317187', '40.6524386667', '48.1347756446', '45.2706648843', '45.7960967202', '43.2664545679', '30.2893403478', '0.0', '46.5131426875', '41.2500829418', '29.15868468', '4.60986458131', '34.31323981', '2.57714126722', '1.08285']",-5.686999999999998,True,Bro023.segment.16,[[0.23292288]]
10,0,Bro023.segment.15,27.293,27.493,30.322,30.552,['0.29575'],['27.8665539654'],2.8290000000000006,False,Bro023.segment.15,[[0.8123349]]
