,Unnamed: 0,segID,StartTimeA,EndTimeA,StartTimeB,EndTimeB,f0_means,f0_stds,pause,speakerChange,id,similarity
0,0,Bsr001.segment.1,0.01,0.996,0.32,2.74,['1.42436'],['28.1453391389'],-0.6759999999999999,True,Bsr001.segment.1,[[0.59531033]]
1,0,Bsr001.segment.3,0.996,3.041,3.307,10.372,[],[],0.266,False,Bsr001.segment.3,[[0.2594697]]
2,0,Bsr001.segment.4,3.307,10.372,5.22,6.79,[],[],-5.152,True,Bsr001.segment.4,[[-0.02549188]]
3,0,Bsr001.segment.5,5.22,6.79,5.511,6.834,"['1.39964', '1.26411']","['81.1616330556', '55.5880225473']",-1.279,True,Bsr001.segment.5,[[0.8644406]]
4,0,Bsr001.segment.11,11.149,12.225,11.221,12.064,[],[],-1.0039999999999996,True,Bsr001.segment.11,[[0.3685149]]
5,0,Bsr001.segment.14,13.492,15.942,14.466,16.646,"['0.00000', '0.00000', '0.23568', '0.39289', '0.94243', '0.15895', '1.50127', '1.95674', '1.80434', '1.53694', '0.88983']","['0.0', '0.0', '46.0223586021', '49.0370448927', '121.244185315', '29.6456725469', '106.7094811', '15.8822667603', '1.81396822449', '43.694144', '75.1560606318']",-1.4760000000000009,True,Bsr001.segment.14,[[0.43530184]]
6,0,Bsr001.segment.18,16.573,19.116,19.116,21.764,[],[],0.0,False,Bsr001.segment.18,[[0.40799752]]
7,0,Bsr001.segment.20,19.9,22.59,21.652,24.162,[],[],-0.9379999999999988,True,Bsr001.segment.20,[[0.3962292]]
8,0,Bsr001.segment.21,21.652,24.162,21.764,22.83,"['1.44070', '1.32845', '1.34081', '1.39217', '1.38017', '1.53406', '1.17896', '1.36539', '1.85417', '1.52613']","['55.220760595', '61.5143856562', '37.0450156409', '11.3909644209', '10.7852146213', '7.99023829167', '68.1850623343', '68.972892843', '11.472036375', '20.2349869142']",-2.398,True,Bsr001.segment.21,[[0.29945713]]
9,0,Bsr001.segment.22,21.764,22.83,22.232,23.7,[],[],-0.597999999999999,True,Bsr001.segment.22,[[0.9822349]]
10,0,Bsr001.segment.24,22.59,24.203,23.17,27.213,[],[],-1.0329999999999977,True,Bsr001.segment.24,[[0.27354807]]
11,0,Bsr001.segment.25,23.17,27.213,24.203,27.163,[],[],-3.0100000000000016,True,Bsr001.segment.25,[[0.25510025]]
12,0,Bsr001.segment.26,24.203,27.163,24.334,26.529,"['2.02987', '1.59496', '1.98319', '0.58185']","['10.2394142716', '23.6484706111', '32.152306892', '61.3187482689']",-2.8290000000000006,True,Bsr001.segment.26,[[0.517751]]
13,0,Bsr001.segment.29,26.438,30.234,27.693,29.343,[],[],-2.5410000000000004,True,Bsr001.segment.29,[[0.5399995]]
14,0,Bsr001.segment.30,27.693,29.343,29.595,30.425,"['0.03788', '0.00000', '0.00000', '0.47786']","['5.03469186851', '0.0', '0.0', '80.3014206562']",0.2519999999999989,True,Bsr001.segment.30,[[0.6404414]]
