Unnamed: 0;segID;StartTimeA;EndTimeA;StartTimeB;EndTimeB;f0_means;f0_stds;pause;speakerChange;id;similarity
0;Bmr024.segment.1;0.0;0.32;0.537;1.002;[];[];0.217;False;Bmr024.segment.1;[[0.7601901]]
0;Bmr024.segment.2;0.537;1.002;1.03;2.072;['0.00000'];['0.0'];0.028;True;Bmr024.segment.2;[[0.8418264]]
0;Bmr024.segment.3;1.03;2.072;1.322;1.903;[];[];-0.75;True;Bmr024.segment.3;[[0.7534934]]
0;Bmr024.segment.4;1.322;1.903;3.131;3.534;[];[];1.2279999999999998;True;Bmr024.segment.4;[[0.5344015]]
0;Bmr024.segment.6;3.487;4.997;5.14;5.379;['0.00000', '1.15781', '1.26344', '1.20173', '1.32292'];['0.0', '30.5791602934', '2.2477905', '2.13432806648', '18.2878833599'];0.1429999999999998;False;Bmr024.segment.6;[[0.64856696]]
0;Bmr024.segment.8;5.419;8.769;9.093;10.063;['1.26007', '1.60323', '1.62825', '1.16025', '1.06523', '1.27069', '1.25685', '1.35121', '1.11604', '0.22162', '0.66516', '0.85584', '0.98967'];['23.2957973437', '5.73396765333', '5.34346342857', '54.1903749141', '29.7367534821', '8.16641886222', '3.41068795014', '3.10368617778', '22.5184901938', '26.22244256', '46.6005935568', '35.5637041807', '24.041357461'];0.3239999999999998;False;Bmr024.segment.8;[[0.41160917]]
0;Bmr024.segment.9;9.093;10.063;11.068;11.628;['0.98944', '0.87552', '1.14851'];['30.79835568', '29.0784430156', '24.9396440833'];1.004999999999999;True;Bmr024.segment.9;[[0.6353337]]
0;Bmr024.segment.10;11.068;11.628;12.33;13.36;['0.85247', '0.98254'];['66.41960025', '59.9116014102'];0.702;False;Bmr024.segment.10;[[0.93783987]]
0;Bmr024.segment.11;12.33;13.36;13.559;13.859;['0.43687', '1.21432'];['49.5101299835', '36.3894343047'];0.1989999999999998;False;Bmr024.segment.11;[[0.8993336]]
0;Bmr024.segment.12;13.559;13.859;14.008;16.118;['1.33454'];['18.0833907826'];0.1489999999999991;False;Bmr024.segment.12;[[0.63073236]]
0;Bmr024.segment.13;14.008;16.118;16.389;16.622;['1.66286', '0.52369', '1.45922', '1.02263', '0.92722', '0.40504', '0.82592', '1.20310'];['9.99766581818', '61.204416375', '25.2652956914', '65.1904341322', '67.9936151696', '47.0120009375', '55.9574815123', '31.2460942778'];0.2710000000000008;False;Bmr024.segment.13;[[0.64756906]]
