segID;StartTimeA;EndTimeA;StartTimeB;EndTimeB;pause;speakerChange;similarity;boundary;f0_diff;f0_baseline_diff;f0_stds_means
Bro023.segment.3;0.634;1.628;0.979;2.043;-0.6489999999999999;True;0.6258146;0.0;0.0;0.0;0.0
Bro023.segment.4;0.979;2.043;7.684;8.403;5.641;False;0.22112931;0.0;0.0;0.0;0.0
Bro023.segment.7;12.72;19.32;19.417;20.806;0.0970000000000013;True;0.32659644;0.0;0.8235;-0.1765;30.8690012683575
Bro023.segment.9;19.417;20.806;20.521;20.971;-0.2850000000000001;True;0.8955075;0.0;-1.04243;-1.0;0.0
Bro023.segment.10;20.521;20.971;21.24;25.763;0.2689999999999983;True;0.18754432;0.0;0.0;0.0424299999999999;60.667463128
Bro023.segment.11;21.24;25.763;23.4;24.12;-2.363000000000003;True;0.11829276;0.0;0.0;0.0;0.0
Bro023.segment.12;23.4;24.12;24.513;25.223;0.3930000000000007;True;0.54349077;0.0;0.4165599999999999;0.1382799999999999;53.45795279855
Bro023.segment.13;24.513;25.223;25.92;26.61;0.6970000000000027;True;0.62516654;0.0;-0.5883400000000001;0.2469099999999999;13.6611337875675
Bro023.segment.14;25.92;26.61;27.24;32.98;0.629999999999999;False;0.47229612;0.0;-1.7176900000000002;-0.8294900000000001;32.9772658896
Bro023.segment.16;27.24;32.98;27.293;27.493;-5.686999999999998;True;0.23292288;0.0;1.19609;0.49184;29.98363805895947
Bro023.segment.15;27.293;27.493;30.322;30.552;2.8290000000000006;False;0.8123349;0.0;-0.33444;-0.70425;27.8665539654
Bro023.segment.17;30.322;30.552;30.419;30.979;-0.1329999999999991;True;0.7912638;0.0;0.0;-0.3698099999999999;51.4064320679
Bro023.segment.18;30.419;30.979;34.165;38.565;3.186;True;0.42599434;0.0;0.0;0.0;0.0
Bro023.segment.19;34.165;38.565;38.71;40.04;0.1450000000000031;True;0.4087715;0.0;0.0405299999999999;-0.67298;30.77689019106593
Bro023.segment.20;38.71;40.04;40.11;42.71;0.0700000000000002;True;0.4514955;0.0;-0.8564;-0.5073300000000001;44.540167825750004
Bro023.segment.21;40.11;42.71;42.5;43.24;-0.2100000000000008;True;0.407313;0.0;-1.03335;-1.0;27.948188932387502
Bro023.segment.22;42.5;43.24;42.93;45.21;-0.3100000000000023;True;0.40716013;0.0;0.89439;0.1145;40.6491711268
Bro023.segment.23;42.93;45.21;45.41;46.15;0.1999999999999957;True;0.4195809;0.0;-1.27221;-0.99886;32.973785169510855
Bro023.segment.24;45.41;46.15;46.027;54.881;-0.1229999999999975;True;0.27866733;0.0;-0.2793699999999999;0.28787;48.44150388886666
Bro023.segment.26;46.56;54.27;53.35;54.06;-0.9200000000000016;True;0.5279006;0.0;-0.0689699999999999;0.0583199999999999;26.5537675789715
Bro023.segment.27;53.35;54.06;54.27;55.03;0.2100000000000008;True;0.5502967;0.0;-0.47142;-0.1442;34.364573469199996
Bro023.segment.28;54.27;55.03;54.881;55.39;-0.1490000000000009;True;0.42313874;0.0;0.7735099999999999;0.2737799999999999;29.7437559821
Bro023.segment.30;55.43;56.95;56.91;60.88;-0.0400000000000062;True;0.5602825;0.0;0.0;-0.41545;24.480645655131667
Bro023.segment.31;56.91;60.88;59.16;60.53;-1.720000000000006;True;0.38449994;0.0;0.0;0.0;0.0
Bro023.segment.32;59.16;60.53;59.606;63.572;-0.9239999999999996;True;0.17503655;0.0;0.0;-0.44904;19.691483577595
Bro023.segment.33;59.606;63.572;63.572;65.146;0.0;False;0.59235513;0.0;0.0;0.0;0.0
Bro023.segment.34;63.572;65.146;63.922;65.602;-1.2240000000000038;True;0.8013634;0.0;0.0;0.0;0.0
Bro023.segment.35;63.922;65.602;65.186;65.386;-0.4159999999999968;True;0.5238604;0.0;0.6236900000000001;0.6953800000000001;23.57002377850667
Bro023.segment.36;65.186;65.386;65.832;68.872;0.4459999999999979;True;0.46008015;0.0;-0.0808199999999998;0.07169;20.8634884766
Bro023.segment.37;65.832;68.872;66.56;67.309;-2.3119999999999976;True;0.46963942;0.0;-0.43178;-0.4283099999999999;38.762851710861426
Bro023.segment.39;68.296;69.006;71.778;78.118;2.7720000000000056;True;0.13963833;1.0;-0.0650399999999999;0.00347;25.1374840122
Bro023.segment.40;71.778;78.118;78.63;83.78;0.5120000000000005;False;0.47314072;0.0;-0.1512699999999999;-0.136;32.38855084113501
Bro023.segment.41;78.63;83.78;79.125;79.719;-4.655000000000001;True;0.57106054;0.0;0.3972899999999999;0.2266699999999999;24.075117532840135
Bro023.segment.43;84.259;88.749;89.474;91.138;0.7250000000000085;False;0.18237473;0.0;0.0;-0.2872099999999999;20.70485618927826
Bro023.segment.44;89.474;91.138;91.751;97.561;0.6129999999999995;False;0.413798;0.0;0.0;0.0;0.0
Bro023.segment.45;91.751;97.561;94.25;94.66;-3.311000000000007;True;0.3968646;1.0;-1.06034;-0.15415;23.962015274407502
Bro023.segment.46;94.25;94.66;97.9;100.548;3.240000000000009;False;0.7128252;0.0;0.0;0.90619;32.9213338519
Bro023.segment.47;97.9;100.548;101.923;107.053;1.375;False;0.4283317;0.0;0.0;0.0;0.0
Bro023.segment.49;101.923;107.053;107.64;117.614;0.5870000000000033;False;0.54988176;0.0;0.0;-0.47087;35.7284283498
Bro023.segment.50;107.64;117.614;117.614;125.428;0.0;False;0.61641425;0.0;0.0;0.0;0.0
Bro023.segment.51;117.614;125.428;125.23;126.643;-0.1979999999999933;True;0.78096384;0.0;0.0;0.0;0.0
Bro023.segment.52;125.23;126.643;127.231;130.271;0.5879999999999939;False;0.8947376;0.0;0.0;0.0;0.0
Bro023.segment.53;127.231;130.271;129.468;130.181;-0.8029999999999973;True;0.36459965;0.0;0.0;0.3374399999999999;27.98071856057154
