segID;StartTimeA;EndTimeA;StartTimeB;EndTimeB;pause;speakerChange;similarity;boundary;f0_diff;f0_baseline_diff;f0_stds_means
Btr001.segment.2;0.539;1.56;1.33;1.56;-0.2299999999999999;True;0.89199704;0.0;0.0;0.0;0.0
Btr001.segment.3;1.33;1.56;2.639;3.9;1.0789999999999995;True;0.54715234;0.0;0.0;0.0;0.0
Btr001.segment.5;2.639;3.9;3.864;6.134;-0.036;True;0.6026975;0.0;0.0;0.0;0.0
Btr001.segment.6;3.864;6.134;7.39;8.18;1.2559999999999991;False;0.58545834;0.0;-0.30652;-0.44315;75.4821742920675
Btr001.segment.10;9.713;10.993;9.99;10.45;-1.003;True;0.39515424;0.0;-0.0879099999999999;-0.02746;71.59105056647499
Btr001.segment.14;15.864;20.044;19.04;19.5;-1.0040000000000011;True;0.4329527;0.0;0.0;0.19743;48.42597836530319
Btr001.segment.18;20.18;21.017;21.478;22.0;0.4610000000000021;True;0.5488715;0.0;0.0;0.0;0.0
Btr001.segment.21;22.14;23.82;24.67;27.27;0.8500000000000014;False;0.3191833;0.0;-1.0380200000000002;-0.95066;50.04736036343667
Btr001.segment.22;24.67;27.27;26.304;28.852;-0.9660000000000012;True;0.4099849;0.0;0.0;-0.43664;78.07020400350333
Btr001.segment.23;26.304;28.852;28.464;30.774;-0.3880000000000017;True;0.5089647;0.0;0.0;0.0;0.0
Btr001.segment.24;28.464;30.774;28.577;30.727;-2.196999999999999;True;0.3228247;0.0;0.4840799999999999;-0.11448;61.833060129219234
Btr001.segment.25;28.577;30.727;30.44;31.76;-0.286999999999999;True;0.6167139;0.0;0.0285000000000001;0.3520700000000001;61.978225696183756
Btr001.segment.26;30.44;31.76;31.056;33.414;-0.7040000000000006;True;0.62137675;0.0;-0.09623;-0.0299;49.796318097685
Btr001.segment.28;31.471;31.911;35.801;36.221;3.890000000000001;True;0.9136925;0.0;0.52604;0.06633;108.920039868
